movie_name,conversation_id,utterance_id,turn_index,utterance_order,speaker_id,speaker_name,listener_id,listener_name,current_turn,current_text,context_text,num_prev_turns,prev_turn_1,prev_turn_2,prev_turn_3,prev_turn_4,prev_turn_5,prev_turn_6
gladiator,L242441,L242443,2,2,u1155,COMMODUS,u1163,NARCISSUS,"COMMODUS: Of course, but not now. However, if he continues to be unwell, you may report to me.","Of course, but not now. However, if he continues to be unwell, you may report to me.","COMMODUS: Welcome back from your great triumph Narcissus Meridas. My father sends his heart felt praise. Sadly, Marcus is in dark humors -- nothing to worry about, but he needs rest. Likely just the weather.
NARCISSUS: Respectfully Caesar, Quintus and I must report.",2,,,,,"COMMODUS: Welcome back from your great triumph Narcissus Meridas. My father sends his heart felt praise. Sadly, Marcus is in dark humors -- nothing to worry about, but he needs rest. Likely just the weather.","NARCISSUS: Respectfully Caesar, Quintus and I must report."
gladiator,L242444,L242444,0,0,u1165,QUINTUS,,,"QUINTUS: Gladly, Caesar. And, if you'd like we can take you for a tour of the front at first light.","Gladly, Caesar. And, if you'd like we can take you for a tour of the front at first light.",,0,,,,,,
gladiator,L242444,L242445,1,1,u1155,COMMODUS,u1165,QUINTUS,"COMMODUS: I'm certain father will be in better humors by then. Now, honor us with your presence at dinner. I'll join you as soon as I see my father's physician.","I'm certain father will be in better humors by then. Now, honor us with your presence at dinner. I'll join you as soon as I see my father's physician.","QUINTUS: Gladly, Caesar. And, if you'd like we can take you for a tour of the front at first light.",1,,,,,,"QUINTUS: Gladly, Caesar. And, if you'd like we can take you for a tour of the front at first light."
gladiator,L242446,L242446,0,0,u1163,NARCISSUS,,,NARCISSUS: What the hell was all that about?,What the hell was all that about?,,0,,,,,,
gladiator,L242446,L242447,1,1,u1165,QUINTUS,u1163,NARCISSUS,QUINTUS: What the hell do you think it was about? There's nothing an unproved heir to the throne likes less than glaring competence in others.,What the hell do you think it was about? There's nothing an unproved heir to the throne likes less than glaring competence in others.,NARCISSUS: What the hell was all that about?,1,,,,,,NARCISSUS: What the hell was all that about?
gladiator,L242446,L242448,2,2,u1163,NARCISSUS,u1165,QUINTUS,NARCISSUS: Why don't we try to keep politics out of the conversation.,Why don't we try to keep politics out of the conversation.,"NARCISSUS: What the hell was all that about?
QUINTUS: What the hell do you think it was about? There's nothing an unproved heir to the throne likes less than glaring competence in others.",2,,,,,NARCISSUS: What the hell was all that about?,QUINTUS: What the hell do you think it was about? There's nothing an unproved heir to the throne likes less than glaring competence in others.
gladiator,L242446,L242449,3,3,u1165,QUINTUS,u1163,NARCISSUS,"QUINTUS: Well, we can try...","Well, we can try...","NARCISSUS: What the hell was all that about?
QUINTUS: What the hell do you think it was about? There's nothing an unproved heir to the throne likes less than glaring competence in others.
NARCISSUS: Why don't we try to keep politics out of the conversation.",3,,,,NARCISSUS: What the hell was all that about?,QUINTUS: What the hell do you think it was about? There's nothing an unproved heir to the throne likes less than glaring competence in others.,NARCISSUS: Why don't we try to keep politics out of the conversation.
gladiator,L242454,L242454,0,0,u1163,NARCISSUS,,,"NARCISSUS: No future-telling, please, I've been terrified enough for one day.","No future-telling, please, I've been terrified enough for one day.",,0,,,,,,
gladiator,L242454,L242455,1,1,u1161,LUCILLA,u1163,NARCISSUS,LUCILLA: Narcissus! Terrified? You? The only thing he's scared of is me.,Narcissus! Terrified? You? The only thing he's scared of is me.,"NARCISSUS: No future-telling, please, I've been terrified enough for one day.",1,,,,,,"NARCISSUS: No future-telling, please, I've been terrified enough for one day."
gladiator,L242458,L242458,0,0,u1161,LUCILLA,,,LUCILLA: You know our two most senior Senators: Gaius Cantus and Falco Verus?,You know our two most senior Senators: Gaius Cantus and Falco Verus?,,0,,,,,,
gladiator,L242458,L242459,1,1,u1163,NARCISSUS,u1161,LUCILLA,NARCISSUS: Only from a distance.,Only from a distance.,LUCILLA: You know our two most senior Senators: Gaius Cantus and Falco Verus?,1,,,,,,LUCILLA: You know our two most senior Senators: Gaius Cantus and Falco Verus?
gladiator,L242466,L242466,0,0,u1155,COMMODUS,,,"COMMODUS: More wine, sister? Surely you can drink more than that.","More wine, sister? Surely you can drink more than that.",,0,,,,,,
gladiator,L242466,L242467,1,1,u1161,LUCILLA,u1155,COMMODUS,LUCILLA: I was suddenly thinking about going to bed.,I was suddenly thinking about going to bed.,"COMMODUS: More wine, sister? Surely you can drink more than that.",1,,,,,,"COMMODUS: More wine, sister? Surely you can drink more than that."
gladiator,L242466,L242468,2,2,u1155,COMMODUS,u1161,LUCILLA,"COMMODUS: Oh, stay... Don't you want to join the chorus of praises for Narcissus' glory? Just remember, he is a married man.","Oh, stay... Don't you want to join the chorus of praises for Narcissus' glory? Just remember, he is a married man.","COMMODUS: More wine, sister? Surely you can drink more than that.
LUCILLA: I was suddenly thinking about going to bed.",2,,,,,"COMMODUS: More wine, sister? Surely you can drink more than that.",LUCILLA: I was suddenly thinking about going to bed.
gladiator,L242469,L242469,0,0,u1163,NARCISSUS,,,NARCISSUS: Do you expect Marcus to be well enough by morning for an audience?,Do you expect Marcus to be well enough by morning for an audience?,,0,,,,,,
gladiator,L242469,L242470,1,1,u1155,COMMODUS,u1163,NARCISSUS,"COMMODUS: That's difficult to say, general.","That's difficult to say, general.",NARCISSUS: Do you expect Marcus to be well enough by morning for an audience?,1,,,,,,NARCISSUS: Do you expect Marcus to be well enough by morning for an audience?
gladiator,L242469,L242471,2,2,u1163,NARCISSUS,u1155,COMMODUS,"NARCISSUS: Perhaps, Master Galen, you may say.","Perhaps, Master Galen, you may say.","NARCISSUS: Do you expect Marcus to be well enough by morning for an audience?
COMMODUS: That's difficult to say, general.",2,,,,,NARCISSUS: Do you expect Marcus to be well enough by morning for an audience?,"COMMODUS: That's difficult to say, general."
gladiator,L242474,L242474,0,0,u1163,NARCISSUS,,,"NARCISSUS: I would venture, with all respect: the Emperor's health is the business of every soul in the empire.","I would venture, with all respect: the Emperor's health is the business of every soul in the empire.",,0,,,,,,
gladiator,L242474,L242475,1,1,u1158,GAIUS,u1163,NARCISSUS,"GAIUS: Yes! The days of Imperial Prerogative and disdain for the Senate are over -- thanks to your father! Now report to the Senate, Master Galen: what is Marcus' state?","Yes! The days of Imperial Prerogative and disdain for the Senate are over -- thanks to your father! Now report to the Senate, Master Galen: what is Marcus' state?","NARCISSUS: I would venture, with all respect: the Emperor's health is the business of every soul in the empire.",1,,,,,,"NARCISSUS: I would venture, with all respect: the Emperor's health is the business of every soul in the empire."
gladiator,L242479,L242479,0,0,u1163,NARCISSUS,,,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.","The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.",,0,,,,,,
gladiator,L242479,L242480,1,1,u1157,FALCO,u1163,NARCISSUS,FALCO: God of passages and changes?,God of passages and changes?,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.",1,,,,,,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors."
gladiator,L242479,L242481,2,2,u1163,NARCISSUS,u1157,FALCO,NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.,I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.
FALCO: God of passages and changes?",2,,,,,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.",FALCO: God of passages and changes?
gladiator,L242479,L242482,3,3,u1157,FALCO,u1163,NARCISSUS,"FALCO: You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years.","You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years.","NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.
FALCO: God of passages and changes?
NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.",3,,,,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.",FALCO: God of passages and changes?,NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.
gladiator,L242479,L242483,4,4,u1163,NARCISSUS,u1157,FALCO,NARCISSUS: I've read of it.,I've read of it.,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.
FALCO: God of passages and changes?
NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.
FALCO: You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years.",4,,,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.",FALCO: God of passages and changes?,NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.,"FALCO: You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years."
gladiator,L242479,L242484,5,5,u1157,FALCO,u1163,NARCISSUS,FALCO: But have never been?,But have never been?,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.
FALCO: God of passages and changes?
NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.
FALCO: You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years.
NARCISSUS: I've read of it.",5,,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.",FALCO: God of passages and changes?,NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.,"FALCO: You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years.",NARCISSUS: I've read of it.
gladiator,L242479,L242485,6,6,u1163,NARCISSUS,u1157,FALCO,"NARCISSUS: My only visits to Rome, Senator, have been through books. But the war's over, time to close the door of war once and for all.","My only visits to Rome, Senator, have been through books. But the war's over, time to close the door of war once and for all.","NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.
FALCO: God of passages and changes?
NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.
FALCO: You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years.
NARCISSUS: I've read of it.
FALCO: But have never been?",6,"NARCISSUS: The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors.",FALCO: God of passages and changes?,NARCISSUS: I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.,"FALCO: You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years.",NARCISSUS: I've read of it.,FALCO: But have never been?
gladiator,L242486,L242486,0,0,u1155,COMMODUS,,,COMMODUS: Then you'd be out of a job.,Then you'd be out of a job.,,0,,,,,,
gladiator,L242486,L242487,1,1,u1163,NARCISSUS,u1155,COMMODUS,NARCISSUS: Gladly Caesar.,Gladly Caesar.,COMMODUS: Then you'd be out of a job.,1,,,,,,COMMODUS: Then you'd be out of a job.
gladiator,L242486,L242488,2,2,u1155,COMMODUS,u1163,NARCISSUS,COMMODUS: Or perhaps into a new one. But here's to your God and the courage of our legions...,Or perhaps into a new one. But here's to your God and the courage of our legions...,"COMMODUS: Then you'd be out of a job.
NARCISSUS: Gladly Caesar.",2,,,,,COMMODUS: Then you'd be out of a job.,NARCISSUS: Gladly Caesar.
gladiator,L242490,L242490,0,0,u1155,COMMODUS,,,COMMODUS: Quite so. Narcissus and his courageous men; may they live long to serve Rome...,Quite so. Narcissus and his courageous men; may they live long to serve Rome...,,0,,,,,,
gladiator,L242490,L242491,1,1,u1161,LUCILLA,u1155,COMMODUS,LUCILLA: And Caesar! Let's not forget to serve Caesar!,And Caesar! Let's not forget to serve Caesar!,COMMODUS: Quite so. Narcissus and his courageous men; may they live long to serve Rome...,1,,,,,,COMMODUS: Quite so. Narcissus and his courageous men; may they live long to serve Rome...
gladiator,L242499,L242499,0,0,u1163,NARCISSUS,,,"NARCISSUS: I back Rome against all her enemies -- if that answer disappoints you, I'm not a politician...","I back Rome against all her enemies -- if that answer disappoints you, I'm not a politician...",,0,,,,,,
gladiator,L242499,L242500,1,1,u1155,COMMODUS,u1163,NARCISSUS,"COMMODUS: Oh, but with the army behind you, you could become extremely political. Not a Republican by any chance?","Oh, but with the army behind you, you could become extremely political. Not a Republican by any chance?","NARCISSUS: I back Rome against all her enemies -- if that answer disappoints you, I'm not a politician...",1,,,,,,"NARCISSUS: I back Rome against all her enemies -- if that answer disappoints you, I'm not a politician..."
gladiator,L242504,L242504,0,0,u1163,NARCISSUS,,,NARCISSUS: A republican is a man who strives to create equality among all classes. At the core he's a man who believes in doing what's right.,A republican is a man who strives to create equality among all classes. At the core he's a man who believes in doing what's right.,,0,,,,,,
gladiator,L242504,L242505,1,1,u1158,GAIUS,u1163,NARCISSUS,GAIUS: The trouble is defining exactly what 'right' is.,The trouble is defining exactly what 'right' is.,NARCISSUS: A republican is a man who strives to create equality among all classes. At the core he's a man who believes in doing what's right.,1,,,,,,NARCISSUS: A republican is a man who strives to create equality among all classes. At the core he's a man who believes in doing what's right.
gladiator,L242504,L242506,2,2,u1163,NARCISSUS,u1158,GAIUS,"NARCISSUS: We all know what right is, Senator.","We all know what right is, Senator.","NARCISSUS: A republican is a man who strives to create equality among all classes. At the core he's a man who believes in doing what's right.
GAIUS: The trouble is defining exactly what 'right' is.",2,,,,,NARCISSUS: A republican is a man who strives to create equality among all classes. At the core he's a man who believes in doing what's right.,GAIUS: The trouble is defining exactly what 'right' is.
gladiator,L242507,L242507,0,0,u1155,COMMODUS,,,COMMODUS: I would say there's nothing more dangerous than a man who knows what 'right' is.,I would say there's nothing more dangerous than a man who knows what 'right' is.,,0,,,,,,
gladiator,L242507,L242508,1,1,u1163,NARCISSUS,u1155,COMMODUS,"NARCISSUS: The dangerous man, Caesar, is the man who doesn't care.","The dangerous man, Caesar, is the man who doesn't care.",COMMODUS: I would say there's nothing more dangerous than a man who knows what 'right' is.,1,,,,,,COMMODUS: I would say there's nothing more dangerous than a man who knows what 'right' is.
gladiator,L242513,L242513,0,0,u1163,NARCISSUS,,,"NARCISSUS: But they're not destroyed, not yet.","But they're not destroyed, not yet.",,0,,,,,,
gladiator,L242513,L242514,1,1,u1155,COMMODUS,u1163,NARCISSUS,COMMODUS: Do we really need to repair this fort? It seems like an expensive undertaking. I propose we burn it to the ground. That way if the Germans cross the Danube here there will be nothing to help them build an offensive position.,Do we really need to repair this fort? It seems like an expensive undertaking. I propose we burn it to the ground. That way if the Germans cross the Danube here there will be nothing to help them build an offensive position.,"NARCISSUS: But they're not destroyed, not yet.",1,,,,,,"NARCISSUS: But they're not destroyed, not yet."
gladiator,L242515,L242515,0,0,u1162,MARCUS AURELIUS,,,"MARCUS AURELIUS: Commodus, it's we who are going on the offensive.","Commodus, it's we who are going on the offensive.",,0,,,,,,
gladiator,L242515,L242516,1,1,u1163,NARCISSUS,u1162,MARCUS AURELIUS,NARCISSUS: The fort helps position us for a final invasion in the spring when they're most vulnerable.,The fort helps position us for a final invasion in the spring when they're most vulnerable.,"MARCUS AURELIUS: Commodus, it's we who are going on the offensive.",1,,,,,,"MARCUS AURELIUS: Commodus, it's we who are going on the offensive."
gladiator,L242515,L242517,2,2,u1162,MARCUS AURELIUS,u1163,NARCISSUS,"MARCUS AURELIUS: Commodus -- listen to Narcissus, listen to the man who has never lost a battle for Rome! You're young with years ahead of you before you gain the experience to wear the purple!","Commodus -- listen to Narcissus, listen to the man who has never lost a battle for Rome! You're young with years ahead of you before you gain the experience to wear the purple!","MARCUS AURELIUS: Commodus, it's we who are going on the offensive.
NARCISSUS: The fort helps position us for a final invasion in the spring when they're most vulnerable.",2,,,,,"MARCUS AURELIUS: Commodus, it's we who are going on the offensive.",NARCISSUS: The fort helps position us for a final invasion in the spring when they're most vulnerable.
gladiator,L242520,L242520,0,0,u1162,MARCUS AURELIUS,,,MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.,I want you to start your work for the last phase of the campaign.,,0,,,,,,
gladiator,L242520,L242521,1,1,u1163,NARCISSUS,u1162,MARCUS AURELIUS,"NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself.","I will, Marcus. But you're going to be well enough to direct it yourself.",MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.,1,,,,,,MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.
gladiator,L242520,L242522,2,2,u1162,MARCUS AURELIUS,u1163,NARCISSUS,"MARCUS AURELIUS: I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over.","I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over.","MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.
NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself.",2,,,,,MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.,"NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself."
gladiator,L242520,L242523,3,3,u1163,NARCISSUS,u1162,MARCUS AURELIUS,NARCISSUS: There's no reason to say that. Everyone knows you're going to be well. I had Servis groom your horse for a triumphal visit to the front at first light.,There's no reason to say that. Everyone knows you're going to be well. I had Servis groom your horse for a triumphal visit to the front at first light.,"MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.
NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself.
MARCUS AURELIUS: I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over.",3,,,,MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.,"NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself.","MARCUS AURELIUS: I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over."
gladiator,L242520,L242524,4,4,u1162,MARCUS AURELIUS,u1163,NARCISSUS,MARCUS AURELIUS: Servis made it through again?,Servis made it through again?,"MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.
NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself.
MARCUS AURELIUS: I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over.
NARCISSUS: There's no reason to say that. Everyone knows you're going to be well. I had Servis groom your horse for a triumphal visit to the front at first light.",4,,,MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.,"NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself.","MARCUS AURELIUS: I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over.",NARCISSUS: There's no reason to say that. Everyone knows you're going to be well. I had Servis groom your horse for a triumphal visit to the front at first light.
gladiator,L242520,L242525,5,5,u1163,NARCISSUS,u1162,MARCUS AURELIUS,"NARCISSUS: He's like you, sir, too tough for the Gods to swallow.","He's like you, sir, too tough for the Gods to swallow.","MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.
NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself.
MARCUS AURELIUS: I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over.
NARCISSUS: There's no reason to say that. Everyone knows you're going to be well. I had Servis groom your horse for a triumphal visit to the front at first light.
MARCUS AURELIUS: Servis made it through again?",5,,MARCUS AURELIUS: I want you to start your work for the last phase of the campaign.,"NARCISSUS: I will, Marcus. But you're going to be well enough to direct it yourself.","MARCUS AURELIUS: I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over.",NARCISSUS: There's no reason to say that. Everyone knows you're going to be well. I had Servis groom your horse for a triumphal visit to the front at first light.,MARCUS AURELIUS: Servis made it through again?
gladiator,L242526,L242526,0,0,u1162,MARCUS AURELIUS,,,"MARCUS AURELIUS: If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!","If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!",,0,,,,,,
gladiator,L242526,L242527,1,1,u1163,NARCISSUS,u1162,MARCUS AURELIUS,"NARCISSUS: Commodus is just a young man, he'll learn what you had to learn.","Commodus is just a young man, he'll learn what you had to learn.","MARCUS AURELIUS: If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!",1,,,,,,"MARCUS AURELIUS: If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!"
gladiator,L242526,L242528,2,2,u1162,MARCUS AURELIUS,u1163,NARCISSUS,"MARCUS AURELIUS: It's not because he's young, it's because he's ignorant and arrogant. His sister is a better man. That's why I have undertaken to begin sweeping changes in the relationship between the emperor and the Senate.","It's not because he's young, it's because he's ignorant and arrogant. His sister is a better man. That's why I have undertaken to begin sweeping changes in the relationship between the emperor and the Senate.","MARCUS AURELIUS: If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!
NARCISSUS: Commodus is just a young man, he'll learn what you had to learn.",2,,,,,"MARCUS AURELIUS: If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!","NARCISSUS: Commodus is just a young man, he'll learn what you had to learn."
gladiator,L242526,L242529,3,3,u1163,NARCISSUS,u1162,MARCUS AURELIUS,NARCISSUS: So I understand.,So I understand.,"MARCUS AURELIUS: If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!
NARCISSUS: Commodus is just a young man, he'll learn what you had to learn.
MARCUS AURELIUS: It's not because he's young, it's because he's ignorant and arrogant. His sister is a better man. That's why I have undertaken to begin sweeping changes in the relationship between the emperor and the Senate.",3,,,,"MARCUS AURELIUS: If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!","NARCISSUS: Commodus is just a young man, he'll learn what you had to learn.","MARCUS AURELIUS: It's not because he's young, it's because he's ignorant and arrogant. His sister is a better man. That's why I have undertaken to begin sweeping changes in the relationship between the emperor and the Senate."
