movie_name,movie_idx,conversation_id,utterance_id,timestamp,turn_index,utterance_order,speaker_id,speaker_name,reply_to,listener_id,listener_name,text
gladiator,m76,L242469,L242471,,2,2,u1163,NARCISSUS,L242470,u1155,COMMODUS,"Perhaps, Master Galen, you may say."
gladiator,m76,L242474,L242474,,0,0,u1163,NARCISSUS,,,,"I would venture, with all respect: the Emperor's health is the business of every soul in the empire."
gladiator,m76,L242474,L242475,,1,1,u1158,GAIUS,L242474,u1163,NARCISSUS,"Yes! The days of Imperial Prerogative and disdain for the Senate are over -- thanks to your father! Now report to the Senate, Master Galen: what is Marcus' state?"
gladiator,m76,L242479,L242479,,0,0,u1163,NARCISSUS,,,,"The battle was won, today, and I prefer to believe it was a gift of Janus, the eldest God of Rome. God of my ancestors."
gladiator,m76,L242479,L242480,,1,1,u1157,FALCO,L242479,u1163,NARCISSUS,God of passages and changes?
gladiator,m76,L242479,L242481,,2,2,u1163,NARCISSUS,L242480,u1157,FALCO,I believe we are arriving in an enlightened age; an age of peace that will bring Rome her greatest glory. Thanks to Marcus Aurelius.
gladiator,m76,L242479,L242482,,3,3,u1157,FALCO,L242481,u1163,NARCISSUS,"You know, general, there is a Gate of Janus in Rome which is only closed in time of peace. Sadly, it has remained open for three hundred years."
gladiator,m76,L242479,L242483,,4,4,u1163,NARCISSUS,L242482,u1157,FALCO,I've read of it.
gladiator,m76,L242479,L242484,,5,5,u1157,FALCO,L242483,u1163,NARCISSUS,But have never been?
gladiator,m76,L242479,L242485,,6,6,u1163,NARCISSUS,L242484,u1157,FALCO,"My only visits to Rome, Senator, have been through books. But the war's over, time to close the door of war once and for all."
gladiator,m76,L242486,L242486,,0,0,u1155,COMMODUS,,,,Then you'd be out of a job.
gladiator,m76,L242486,L242487,,1,1,u1163,NARCISSUS,L242486,u1155,COMMODUS,Gladly Caesar.
gladiator,m76,L242486,L242488,,2,2,u1155,COMMODUS,L242487,u1163,NARCISSUS,Or perhaps into a new one. But here's to your God and the courage of our legions...
gladiator,m76,L242490,L242490,,0,0,u1155,COMMODUS,,,,Quite so. Narcissus and his courageous men; may they live long to serve Rome...
gladiator,m76,L242490,L242491,,1,1,u1161,LUCILLA,L242490,u1155,COMMODUS,And Caesar! Let's not forget to serve Caesar!
gladiator,m76,L242499,L242499,,0,0,u1163,NARCISSUS,,,,"I back Rome against all her enemies -- if that answer disappoints you, I'm not a politician..."
gladiator,m76,L242499,L242500,,1,1,u1155,COMMODUS,L242499,u1163,NARCISSUS,"Oh, but with the army behind you, you could become extremely political. Not a Republican by any chance?"
gladiator,m76,L242504,L242504,,0,0,u1163,NARCISSUS,,,,A republican is a man who strives to create equality among all classes. At the core he's a man who believes in doing what's right.
gladiator,m76,L242504,L242505,,1,1,u1158,GAIUS,L242504,u1163,NARCISSUS,The trouble is defining exactly what 'right' is.
gladiator,m76,L242504,L242506,,2,2,u1163,NARCISSUS,L242505,u1158,GAIUS,"We all know what right is, Senator."
gladiator,m76,L242507,L242507,,0,0,u1155,COMMODUS,,,,I would say there's nothing more dangerous than a man who knows what 'right' is.
gladiator,m76,L242507,L242508,,1,1,u1163,NARCISSUS,L242507,u1155,COMMODUS,"The dangerous man, Caesar, is the man who doesn't care."
gladiator,m76,L242513,L242513,,0,0,u1163,NARCISSUS,,,,"But they're not destroyed, not yet."
gladiator,m76,L242513,L242514,,1,1,u1155,COMMODUS,L242513,u1163,NARCISSUS,Do we really need to repair this fort? It seems like an expensive undertaking. I propose we burn it to the ground. That way if the Germans cross the Danube here there will be nothing to help them build an offensive position.
gladiator,m76,L242515,L242515,,0,0,u1162,MARCUS AURELIUS,,,,"Commodus, it's we who are going on the offensive."
gladiator,m76,L242515,L242516,,1,1,u1163,NARCISSUS,L242515,u1162,MARCUS AURELIUS,The fort helps position us for a final invasion in the spring when they're most vulnerable.
gladiator,m76,L242515,L242517,,2,2,u1162,MARCUS AURELIUS,L242516,u1163,NARCISSUS,"Commodus -- listen to Narcissus, listen to the man who has never lost a battle for Rome! You're young with years ahead of you before you gain the experience to wear the purple!"
gladiator,m76,L242520,L242520,,0,0,u1162,MARCUS AURELIUS,,,,I want you to start your work for the last phase of the campaign.
gladiator,m76,L242520,L242521,,1,1,u1163,NARCISSUS,L242520,u1162,MARCUS AURELIUS,"I will, Marcus. But you're going to be well enough to direct it yourself."
gladiator,m76,L242520,L242522,,2,2,u1162,MARCUS AURELIUS,L242521,u1163,NARCISSUS,"I've made so many mistakes, Narcissus. We all put off the very last duties of our lives because we're afraid of admitting when our lives are over."
gladiator,m76,L242520,L242523,,3,3,u1163,NARCISSUS,L242522,u1162,MARCUS AURELIUS,There's no reason to say that. Everyone knows you're going to be well. I had Servis groom your horse for a triumphal visit to the front at first light.
gladiator,m76,L242520,L242524,,4,4,u1162,MARCUS AURELIUS,L242523,u1163,NARCISSUS,Servis made it through again?
gladiator,m76,L242520,L242525,,5,5,u1163,NARCISSUS,L242524,u1162,MARCUS AURELIUS,"He's like you, sir, too tough for the Gods to swallow."
gladiator,m76,L242526,L242526,,0,0,u1162,MARCUS AURELIUS,,,,"If I'd ever had a sign that you wanted to rule I would have... no, again, it's my own bullheadedness. Narcissus, I should have adopted you years ago. And now the Gods are begging me to make you my son!"
gladiator,m76,L242526,L242527,,1,1,u1163,NARCISSUS,L242526,u1162,MARCUS AURELIUS,"Commodus is just a young man, he'll learn what you had to learn."
gladiator,m76,L242526,L242528,,2,2,u1162,MARCUS AURELIUS,L242527,u1163,NARCISSUS,"It's not because he's young, it's because he's ignorant and arrogant. His sister is a better man. That's why I have undertaken to begin sweeping changes in the relationship between the emperor and the Senate."
gladiator,m76,L242526,L242529,,3,3,u1163,NARCISSUS,L242528,u1162,MARCUS AURELIUS,So I understand.
gladiator,m76,L242526,L242530,,4,4,u1162,MARCUS AURELIUS,L242529,u1163,NARCISSUS,"Everyone talking about it? I wouldn't wonder. All I seek is a genuine balance of power between the Emperor and the Senate. Thus I have transferred legal power -- which was theirs to begin with -- back to the Senators. This includes a shared right to taxation too but some bite in the plan. It's a start, only a start. If the Emperor and the Senate can share power then the people will be ready to take their share. This means Commodus has to bend; does he strike you as that type?"
gladiator,m76,L242526,L242531,,5,5,u1163,NARCISSUS,L242530,u1162,MARCUS AURELIUS,"You're too hard on him. He is a strong young man, with you as his guide..."
gladiator,m76,L242526,L242532,,6,6,u1162,MARCUS AURELIUS,L242531,u1163,NARCISSUS,"A man should be upright, not be kept upright. History shows us that a good general is quick to recognize opportunities -- even if it means making a complete about face at the last minute. I want you to consider becoming my heir."
gladiator,m76,L242526,L242533,,7,7,u1163,NARCISSUS,L242532,u1162,MARCUS AURELIUS,"Marcus, you honor me, but I'm a soldier, politics scare the hell out of me."
gladiator,m76,L242526,L242534,,8,8,u1162,MARCUS AURELIUS,L242533,u1163,NARCISSUS,The Senators admire you.
gladiator,m76,L242526,L242535,,9,9,u1163,NARCISSUS,L242534,u1162,MARCUS AURELIUS,They fear me.
gladiator,m76,L242526,L242536,,10,10,u1162,MARCUS AURELIUS,L242535,u1163,NARCISSUS,"They fear change. The new Caesar must be honest enough to know when the emperorship is no longer feasible. You could be the one, the Emperor, the man who oversees the rebirth of the Republic."
gladiator,m76,L242526,L242537,,11,11,u1163,NARCISSUS,L242536,u1162,MARCUS AURELIUS,I'll do anything in my power to help you restore the Republic but I can't be that power.
gladiator,m76,L242542,L242542,,0,0,u1155,COMMODUS,,,,You and my father have become very close. Perhaps one day I may say the same for us.
gladiator,m76,L242542,L242543,,1,1,u1163,NARCISSUS,L242542,u1155,COMMODUS,"You flatter me, Caesar."
gladiator,m76,L242542,L242544,,2,2,u1155,COMMODUS,L242543,u1163,NARCISSUS,"Being as close, I'm certain you've noticed what we all have noticed."
gladiator,m76,L242542,L242545,,3,3,u1163,NARCISSUS,L242544,u1155,COMMODUS,Caesar?
gladiator,m76,L242542,L242546,,4,4,u1155,COMMODUS,L242545,u1163,NARCISSUS,That this illness has clouded his mind.
gladiator,m76,L242547,L242547,,0,0,u1161,LUCILLA,,,,I thought all good generals were quick to recognize opportunities.
gladiator,m76,L242547,L242548,,1,1,u1163,NARCISSUS,L242547,u1161,LUCILLA,Sneaking around with your brother?
gladiator,m76,L242547,L242549,,2,2,u1161,LUCILLA,L242548,u1163,NARCISSUS,Without him. He'd be weeping if he overheard that. Well? The idea of you as my adopted brother is very... exciting.
gladiator,m76,L242547,L242550,,3,3,u1163,NARCISSUS,L242549,u1161,LUCILLA,I'm not fit for the job and as a matter of fact I'm not taking the job.
gladiator,m76,L242547,L242551,,4,4,u1161,LUCILLA,L242550,u1163,NARCISSUS,Why do you keep playing at being so humble? It's a little embarrassing.
gladiator,m76,L242547,L242552,,5,5,u1163,NARCISSUS,L242551,u1161,LUCILLA,Why do you play at being drunk?
gladiator,m76,L242547,L242553,,6,6,u1161,LUCILLA,L242552,u1163,NARCISSUS,"How do you know I am playing? Well, the clown is always harmless. Isn't that right? And how did you ever get to know me so well? The last we spent any time together I was fourteen. I think you know me better than my father. He's going to die, isn't he?"
gladiator,m76,L242547,L242554,,7,7,u1163,NARCISSUS,L242553,u1161,LUCILLA,I don't believe that. He's got the best doctor in the world and a will of iron. You know we're preparing for a full-blown invasion of Germany.
gladiator,m76,L242547,L242555,,8,8,u1161,LUCILLA,L242554,u1163,NARCISSUS,"Of course I know -- who do you think is paying for it? The Emperor himself, didn't you know? Why do you think Commodus came rushing up to the front? Burning patriotism? Filial love? He wants to be sure when he takes over there's enough cash left in the treasury to... play Emperor. Watch out for him, Narcissus; he's inexperienced, but... be careful."
gladiator,m76,L242563,L242563,,0,0,u1163,NARCISSUS,,,,He's very realistic.
gladiator,m76,L242563,L242564,,1,1,u1166,SELENE,L242563,u1163,NARCISSUS,Isn't the helmet magnificent?
gladiator,m76,L242565,L242565,,0,0,u1167,THEMIS,,,,I made the plume from a quail feather.
gladiator,m76,L242565,L242566,,1,1,u1163,NARCISSUS,L242565,u1167,THEMIS,"Much more colorful than the ones we wear. And, of course, less dented."
gladiator,m76,L242568,L242568,,0,0,u1166,SELENE,,,,"Well, you wanted the girls to have the best teachers."
gladiator,m76,L242568,L242569,,1,1,u1163,NARCISSUS,L242568,u1166,SELENE,Greeks?
gladiator,m76,L242568,L242570,,2,2,u1166,SELENE,L242569,u1163,NARCISSUS,Athenians...
gladiator,m76,L242576,L242576,,0,0,u1163,NARCISSUS,,,,What about their philosophy lessons?
gladiator,m76,L242576,L242577,,1,1,u1166,SELENE,L242576,u1163,NARCISSUS,They're studying with Cynics.
gladiator,m76,L242576,L242578,,2,2,u1163,NARCISSUS,L242577,u1166,SELENE,Of course...
gladiator,m76,L242580,L242580,,0,0,u1166,SELENE,,,,You need to come home!
gladiator,m76,L242580,L242581,,1,1,u1163,NARCISSUS,L242580,u1166,SELENE,I can see that...
gladiator,m76,L242580,L242582,,2,2,u1166,SELENE,L242581,u1163,NARCISSUS,The battle is over. The war is over. You've won!
gladiator,m76,L242580,L242583,,3,3,u1163,NARCISSUS,L242582,u1166,SELENE,"If you win, you know, you have to stay. It's the losers who get to go home. Besides, I'm not so sure it is over. Centurions report enemy scouts probing our lines."
gladiator,m76,L242585,L242585,,0,0,u1163,NARCISSUS,,,,This is our oil from our estates?
gladiator,m76,L242585,L242586,,1,1,u1166,SELENE,L242585,u1163,NARCISSUS,"I've been overseeing production myself for the past three years, you'll be surprised at how wonderful our oil has become."
gladiator,m76,L242588,L242588,,0,0,u1163,NARCISSUS,,,,Very fancy. Did you design the bottle?
gladiator,m76,L242588,L242589,,1,1,u1166,SELENE,L242588,u1163,NARCISSUS,Who else? I'm the one who runs the estates while you're here risking everything we have for the glory of Rome! Or for the glory of you!
gladiator,m76,L242588,L242590,,2,2,u1163,NARCISSUS,L242589,u1166,SELENE,I'm a soldier -- we're at war. I can't stay home tending the damned olive groves?
gladiator,m76,L242588,L242591,,3,3,u1166,SELENE,L242590,u1163,NARCISSUS,We don't need your help we're doing great on our own.
gladiator,m76,L242592,L242592,,0,0,u1163,NARCISSUS,,,,"I want to come home, of course I do, I'd have to be mad not to want that. It's just that Marcus trusts me."
gladiator,m76,L242592,L242593,,1,1,u1166,SELENE,L242592,u1163,NARCISSUS,Let him trust Quintus.
gladiator,m76,L242592,L242594,,2,2,u1163,NARCISSUS,L242593,u1166,SELENE,Quintus is overly idealistic.
gladiator,m76,L242592,L242595,,3,3,u1166,SELENE,L242594,u1163,NARCISSUS,I never knew a more idealistic man than you.
gladiator,m76,L242592,L242596,,4,4,u1163,NARCISSUS,L242595,u1166,SELENE,"Me? Well, I believe in Rome... you'd have to after what I've seen, how people outside the empire treat each other."
gladiator,m76,L242592,L242597,,5,5,u1166,SELENE,L242596,u1163,NARCISSUS,I don't even want to imagine the things you've seen...
gladiator,m76,L242592,L242598,,6,6,u1163,NARCISSUS,L242597,u1166,SELENE,What you don't want to imagine is the things I've done.
gladiator,m76,L242602,L242602,,0,0,u1163,NARCISSUS,,,,Don't stop to visit -- take the children straight home and I'll follow as soon as I can.
gladiator,m76,L242602,L242603,,1,1,u1167,THEMIS,L242602,u1163,NARCISSUS,Tomorrow?
gladiator,m76,L242602,L242604,,2,2,u1163,NARCISSUS,L242603,u1167,THEMIS,As soon as I can.
gladiator,m76,L242602,L242605,,3,3,u1167,THEMIS,L242604,u1163,NARCISSUS,"On your honor as a Roman officer, daddy?"
gladiator,m76,L242602,L242606,,4,4,u1163,NARCISSUS,L242605,u1167,THEMIS,On my honor as your daddy...
gladiator,m76,L242610,L242610,,0,0,u1165,QUINTUS,,,,Marcus Aurelius has died.
gladiator,m76,L242610,L242611,,1,1,u1155,COMMODUS,L242610,u1165,QUINTUS,He left us at dawn.
gladiator,m76,L242615,L242615,,0,0,u1165,QUINTUS,,,,Serious stuff...
gladiator,m76,L242615,L242616,,1,1,u1163,NARCISSUS,L242615,u1165,QUINTUS,Centurions on both sides of the river are convinced the Germans will try one last offensive. They've got nothing to lose and it's so very like them.
gladiator,m76,L242617,L242617,,0,0,u1155,COMMODUS,,,,I'm ordering a general stand-down in preparation for withdrawal back across the Danube.
gladiator,m76,L242617,L242618,,1,1,u1163,NARCISSUS,L242617,u1155,COMMODUS,We have to stop the Germans now!
gladiator,m76,L242619,L242619,,0,0,u1165,QUINTUS,,,,We must obey our emperor and the Senate.
gladiator,m76,L242619,L242620,,1,1,u1155,COMMODUS,L242619,u1165,QUINTUS,"I met with Falco, and the Senators have agreed to call for a truce with the Germans."
gladiator,m76,L242621,L242621,,0,0,u1163,NARCISSUS,,,,"Forgive me, Caesar, but do two Senator represent the mood of the whole Senate or the will of the Roman people? Besides, every truce we make with the Germans they break!"
gladiator,m76,L242621,L242622,,1,1,u1155,COMMODUS,L242621,u1163,NARCISSUS,They won't break this one.
gladiator,m76,L242621,L242623,,2,2,u1163,NARCISSUS,L242622,u1155,COMMODUS,Apparently my opinion wasn't needed.
gladiator,m76,L242624,L242624,,0,0,u1165,QUINTUS,,,,Everyone knew you would have been outspoken against this deal.
gladiator,m76,L242624,L242625,,1,1,u1163,NARCISSUS,L242624,u1165,QUINTUS,What deal?
gladiator,m76,L242624,L242626,,2,2,u1165,QUINTUS,L242625,u1163,NARCISSUS,Rome is going to pay an allotment to the German tribes on an annual basis.
gladiator,m76,L242627,L242627,,0,0,u1163,NARCISSUS,,,,Rome is going to pay tribute -- like a defeated nation begging for mercy? Have you told your troops that?
gladiator,m76,L242627,L242628,,1,1,u1165,QUINTUS,L242627,u1163,NARCISSUS,My troops don't make policy.
gladiator,m76,L242627,L242629,,2,2,u1163,NARCISSUS,L242628,u1165,QUINTUS,"Well, they die for it!"
gladiator,m76,L242632,L242632,,0,0,u1163,NARCISSUS,,,,"On his death bed I promised Marcus I would complete our work here. The Senate may be vacillating, but I have the army behind me. I'm taking half a cohort and restocking that fort."
gladiator,m76,L242632,L242633,,1,1,u1165,QUINTUS,L242632,u1163,NARCISSUS,I can't let you do that.
gladiator,m76,L242637,L242637,,0,0,u1163,NARCISSUS,,,,Where is my family?
gladiator,m76,L242637,L242638,,1,1,u1155,COMMODUS,L242637,u1163,NARCISSUS,Cooperate and they will be returned to your estate. I could have executed you.
gladiator,m76,L242637,L242639,,2,2,u1163,NARCISSUS,L242638,u1155,COMMODUS,And my army would have thrown your body into the Danube.
gladiator,m76,L242640,L242640,,0,0,u1155,COMMODUS,,,,"The army is a problem. They love you. You have led them from victory to victory in the name of Rome and they love you. And after all, you're just a hothead acting from a misguided sense of loyalty -- who could fault you for that? Thus have I reached a compromise with the Senate over your fate: instead of executing you, I'm sending you to Rome where you will be tried..."
gladiator,m76,L242640,L242641,,1,1,u1163,NARCISSUS,L242640,u1155,COMMODUS,On what charge?
gladiator,m76,L242642,L242642,,0,0,u1157,FALCO,,,,Insubordination. To the Emperor... and the Senate.
gladiator,m76,L242642,L242643,,1,1,u1155,COMMODUS,L242642,u1157,FALCO,Quintus will tell the army that you are being called to Rome to celebrate your victory. They will hear that you are living in luxury. He will let them feel you have betrayed them for the good life. And soon the army won't even remember your name.
gladiator,m76,L242644,L242644,,0,0,u1163,NARCISSUS,,,,The Senate too?
gladiator,m76,L242644,L242645,,1,1,u1158,GAIUS,L242644,u1163,NARCISSUS,"The moment you returned from the battle your options were clear. If you are a friend to neither side, legate, you must be an enemy to both. We needed to know what you believed."
gladiator,m76,L242644,L242646,,2,2,u1163,NARCISSUS,L242645,u1158,GAIUS,I hope you live to see what I believe...
gladiator,m76,L242648,L242648,,0,0,u1160,JUBA,,,,"You on your way to trial, too, general? Or do you think they've already had our trial?"
gladiator,m76,L242648,L242649,,1,1,u1163,NARCISSUS,L242648,u1160,JUBA,Why you?
gladiator,m76,L242648,L242650,,2,2,u1160,JUBA,L242649,u1163,NARCISSUS,My loyalties... were in doubt.
gladiator,m76,L242648,L242651,,3,3,u1163,NARCISSUS,L242650,u1160,JUBA,Fools to let us both live; we'll be our own best witnesses at our trial.
gladiator,m76,L242648,L242652,,4,4,u1160,JUBA,L242651,u1163,NARCISSUS,That's what worries me...
gladiator,m76,L242655,L242655,,0,0,u1157,FALCO,,,,"The Senate is out to sink you. I swear it, Caesar, your generosity is being repaid with public attacks on your honor. Your enemies want you weak enough so by the first of Janus when you must be confirmed the Senate will be able to deny you."
gladiator,m76,L242655,L242656,,1,1,u1155,COMMODUS,L242655,u1157,FALCO,How can they? Who else is there? I have no heir...
gladiator,m76,L242659,L242659,,0,0,u1160,JUBA,,,,Is this Rome? Are we just going to be executed?
gladiator,m76,L242659,L242660,,1,1,u1163,NARCISSUS,L242659,u1160,JUBA,They can't... if this is Rome...
gladiator,m76,L242669,L242669,,0,0,u1164,PROXIMO,,,,You're a legate in the Roman army. Huh...? and you act like one. What was your crime?
gladiator,m76,L242669,L242670,,1,1,u1163,NARCISSUS,L242669,u1164,PROXIMO,I killed too many barbarians.
gladiator,m76,L242669,L242671,,2,2,u1164,PROXIMO,L242670,u1163,NARCISSUS,"I'm a Greek, thank you. And I was brought up believing Romans were the barbarians. Give our new colleague some of the Cretan white. Relax, tell me everything, I'm your friend."
gladiator,m76,L242672,L242672,,0,0,u1163,NARCISSUS,,,,Who the hell are you?
gladiator,m76,L242672,L242673,,1,1,u1164,PROXIMO,L242672,u1163,NARCISSUS,"I am the man who might save your life -- give you a bit more life at any rate. I am Proximo Palindromos head of this gladiatorial school which is named after me. I own this school and everything that's in it. You're in it! But why? What did a Roman general do to get himself condemned to the Colosseum? Understand, we usually get corn thieves and pick pockets. Please, I separated you from the others because... ... my nose tells me you've been condemned for important reasons."
gladiator,m76,L242672,L242674,,2,2,u1163,NARCISSUS,L242673,u1164,PROXIMO,Condemned? Aren't I owed a trial before being condemned?
gladiator,m76,L242672,L242675,,3,3,u1164,PROXIMO,L242674,u1163,NARCISSUS,"General, all I know is you have been condemned to the Colosseum, and a trial is nowhere to be seen."
gladiator,m76,L242672,L242676,,4,4,u1163,NARCISSUS,L242675,u1164,PROXIMO,Impossible! Every citizen has a right to trial -- this is Rome!
gladiator,m76,L242679,L242679,,0,0,u1163,NARCISSUS,,,,Thank you. What is going to happen tomorrow? Exactly?
gladiator,m76,L242679,L242680,,1,1,u1164,PROXIMO,L242679,u1163,NARCISSUS,"You are to be killed, exactly. They'll give you a sporting chance, but just enough to make your murder... entertaining. Romans like to mix their metaphors: laughter with their executions, you know? If you survive, though, you will become a gladiator. A gladiator at least gets a fair fight."
gladiator,m76,L242679,L242681,,2,2,u1163,NARCISSUS,L242680,u1164,PROXIMO,Death is a very light thing for you.
gladiator,m76,L242679,L242682,,3,3,u1164,PROXIMO,L242681,u1163,NARCISSUS,"Death is... everything for me. Now you have to go to your cell, and I to dicker with Jerses... you'll be fed well. I want you to be fit as you can be; I want you to win for me tomorrow! I want all my gladiators to win and be happy! Besides, I've never owned a Roman general before."
gladiator,m76,L242689,L242689,,0,0,u1163,NARCISSUS,,,,Take your hands off me animal!
gladiator,m76,L242689,L242690,,1,1,u1164,PROXIMO,L242689,u1163,NARCISSUS,Chain him.
gladiator,m76,L242691,L242691,,0,0,u1164,PROXIMO,,,,Sorry but I have to get at least one fight out of you otherwise I won't even get back the cost of the bribe I had to pay the arena slaves to get you here. I know what you're trying to do: kill yourself and trust in the Roman tradition of justice that the emperor will let your family survive and keep their lands. The only thing you have accomplishes is to prove you're a very important individual. You make me feel good about my investment! And that puking pig Jerses -- he won't even discuss you. Both of you have clamped mouths! But I love all my fighters -- I'll find out about your family. And about you. That I promise.
gladiator,m76,L242691,L242692,,1,1,u1163,NARCISSUS,L242691,u1164,PROXIMO,I refuse to be your slave. I refuse --
gladiator,m76,L242691,L242693,,2,2,u1164,PROXIMO,L242692,u1163,NARCISSUS,-- to fight? We'll see...
gladiator,m76,L242698,L242698,,0,0,u1161,LUCILLA,,,,Don't you think you should at least wave?
gladiator,m76,L242698,L242699,,1,1,u1155,COMMODUS,L242698,u1161,LUCILLA,Why? Then they'll notice when I'm gone. Well. I'm making a public appearance aren't I?
gladiator,m76,L242701,L242701,,0,0,u1157,FALCO,,,,"Caesar, ignore them."
gladiator,m76,L242701,L242702,,1,1,u1155,COMMODUS,L242701,u1157,FALCO,Ignore that?! The sooner we leave this disgusting place the better.
gladiator,m76,L242701,L242703,,2,2,u1157,FALCO,L242702,u1155,COMMODUS,At least stay for the running of the animals. You are paying for it you know...
gladiator,m76,L242706,L242706,,0,0,u1155,COMMODUS,,,,Gods of hell! This must cost a fortune! How many days is this going to go on?
gladiator,m76,L242706,L242707,,1,1,u1157,FALCO,L242706,u1155,COMMODUS,Until your confirmation date.
gladiator,m76,L242712,L242712,,0,0,u1164,PROXIMO,,,,"Legate Narcissus Meridas, general of the Spanish Felix Legions! I'm proud to have you in my school! Now, show them what you can do!"
gladiator,m76,L242712,L242713,,1,1,u1163,NARCISSUS,L242712,u1164,PROXIMO,I'm not a gladiator. I refuse to fight.
gladiator,m76,L242712,L242714,,2,2,u1164,PROXIMO,L242713,u1163,NARCISSUS,"Then, you'll die... Just, know this: because you asked I asked: I'm sorry but..."
gladiator,m76,L242724,L242724,,0,0,u1155,COMMODUS,,,,"They hate me, they really hate me don't they?"
gladiator,m76,L242724,L242725,,1,1,u1161,LUCILLA,L242724,u1155,COMMODUS,"Maybe you should get married. Pick one of your cousins, it would demonstrate a profound stability."
gladiator,m76,L242727,L242727,,0,0,u1155,COMMODUS,,,,"I should at least have you, don't you think?"
gladiator,m76,L242727,L242728,,1,1,u1161,LUCILLA,L242727,u1155,COMMODUS,If you get me pregnant with a boy he'll be a double direct heir and will end up killing you for the throne.
gladiator,m76,L242729,L242729,,0,0,u1155,COMMODUS,,,,Did Narcissus die today? Wasn't this his day to die?
gladiator,m76,L242729,L242730,,1,1,u1161,LUCILLA,L242729,u1155,COMMODUS,"I'm sure, I don't know."
gladiator,m76,L242731,L242731,,0,0,u1155,COMMODUS,,,,"Tribuus, what happened in the arena? Was Narcissus killed?"
gladiator,m76,L242731,L242732,,1,1,u1168,TRIBUUS,L242731,u1155,COMMODUS,He must have been. He was on the list of prisoners to be executed.
