movie_name,movie_idx,conversation_id,utterance_id,timestamp,speaker_id,speaker_name,reply_to,listener_id,listener_name,text
amadeus,m16,L30049,L30049,,u247,CONSTANZE,,,,Stop it!
amadeus,m16,L30049,L30050,,u255,MOZART,L30049,u247,CONSTANZE,"I am! I am! I'm stopping it - slowly. You see! Look, I've stopped. Now we are going back."
amadeus,m16,L30051,L30051,,u247,CONSTANZE,,,,No! No! No!
amadeus,m16,L30051,L30052,,u255,MOZART,L30051,u247,CONSTANZE,Yes! Back! Back! Listen - don't you know where you are?
amadeus,m16,L30051,L30053,,u247,CONSTANZE,L30052,u255,MOZART,Where?
amadeus,m16,L30051,L30054,,u255,MOZART,L30053,u247,CONSTANZE,We are in the Residence of the Fartsbishop of Salzburg.
amadeus,m16,L30051,L30055,,u247,CONSTANZE,L30054,u255,MOZART,Fartsbishop!
amadeus,m16,L30056,L30056,,u247,CONSTANZE,,,,"Your Grace, I've got something to tell you. I want to complain about this man."
amadeus,m16,L30056,L30057,,u255,MOZART,L30056,u247,CONSTANZE,"Go ahead, tell him. Tell them all. They won't understand you anyway."
amadeus,m16,L30056,L30058,,u247,CONSTANZE,L30057,u255,MOZART,Why not?
amadeus,m16,L30056,L30059,,u255,MOZART,L30058,u247,CONSTANZE,"Because here everything goes backwards. People walk backwards, dance backwards, sing backwards, and talk backwards."
amadeus,m16,L30056,L30060,,u247,CONSTANZE,L30059,u255,MOZART,That's stupid.
amadeus,m16,L30056,L30061,,u255,MOZART,L30060,u247,CONSTANZE,Why? People fart backwards.
amadeus,m16,L30056,L30062,,u247,CONSTANZE,L30061,u255,MOZART,Do you think that's funny?
amadeus,m16,L30056,L30063,,u255,MOZART,L30062,u247,CONSTANZE,"Yes, I think it's brilliant. You've been doing it for years."
amadeus,m16,L30064,L30064,,u247,CONSTANZE,,,,"Oh, ha, ha, ha."
amadeus,m16,L30064,L30065,,u255,MOZART,L30064,u247,CONSTANZE,Sra-I'm-sick! Sra-I'm sick!
amadeus,m16,L30064,L30066,,u247,CONSTANZE,L30065,u255,MOZART,"Yes, you are. You're very sick."
amadeus,m16,L30064,L30067,,u255,MOZART,L30066,u247,CONSTANZE,"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!"
amadeus,m16,L30064,L30068,,u247,CONSTANZE,L30067,u255,MOZART,Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!
amadeus,m16,L30064,L30069,,u255,MOZART,L30068,u247,CONSTANZE,Em iram! Em iram!
amadeus,m16,L30064,L30070,,u247,CONSTANZE,L30069,u255,MOZART,"No, I'm not playing this game."
amadeus,m16,L30064,L30071,,u255,MOZART,L30070,u247,CONSTANZE,"No, this is serious. Say it backwards."
amadeus,m16,L30064,L30072,,u247,CONSTANZE,L30071,u255,MOZART,No!
amadeus,m16,L30064,L30073,,u255,MOZART,L30072,u247,CONSTANZE,Just say it - you'll see. It's very serious. Em iram! Em iram!
amadeus,m16,L30064,L30074,,u247,CONSTANZE,L30073,u255,MOZART,"Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that."
amadeus,m16,L30064,L30075,,u255,MOZART,L30074,u247,CONSTANZE,Ui-vol-i-tub!
amadeus,m16,L30064,L30076,,u247,CONSTANZE,L30075,u255,MOZART,Tub - but i-tub - but I vol - love but I love ui - You. I love you!
amadeus,m16,L30077,L30077,,u255,MOZART,,,,Tish-I'm tee. What's that?
amadeus,m16,L30077,L30078,,u247,CONSTANZE,L30077,u255,MOZART,What?
amadeus,m16,L30077,L30079,,u255,MOZART,L30078,u247,CONSTANZE,Tish-I'm-tee.
amadeus,m16,L30077,L30080,,u247,CONSTANZE,L30079,u255,MOZART,Eat
amadeus,m16,L30077,L30081,,u255,MOZART,L30080,u247,CONSTANZE,Yes.
amadeus,m16,L30077,L30082,,u247,CONSTANZE,L30081,u255,MOZART,Eat my - ah!
amadeus,m16,L30085,L30085,,u243,ARCO,,,,"Follow me, please. The Archbishop would like a word."
amadeus,m16,L30085,L30086,,u255,MOZART,L30085,u243,ARCO,Certainly!
amadeus,m16,L30087,L30087,,u255,MOZART,,,,"Well, I think that went off remarkably well, don't you?"
amadeus,m16,L30087,L30088,,u243,ARCO,L30087,u255,MOZART,Indeed.
amadeus,m16,L30087,L30089,,u255,MOZART,L30088,u243,ARCO,These Viennese certainly know good music when they hear it.
amadeus,m16,L30087,L30090,,u243,ARCO,L30089,u255,MOZART,His Grace is very angry with you.
amadeus,m16,L30087,L30091,,u255,MOZART,L30090,u243,ARCO,What do you mean?
amadeus,m16,L30095,L30095,,u255,MOZART,,,,"Why what, sir?"
amadeus,m16,L30095,L30096,,u245,COLLOREDO,L30095,u255,MOZART,Why do I have to be humiliated in front of my guests by one of my own servants?
amadeus,m16,L30095,L30097,,u255,MOZART,L30096,u245,COLLOREDO,Humiliated?
amadeus,m16,L30095,L30098,,u245,COLLOREDO,L30097,u255,MOZART,"How much provocation am I to endure from you? The more license I allow you, the more you take."
amadeus,m16,L30099,L30099,,u255,MOZART,,,,"If His Grace is not satisfied with me, he can dismiss me."
amadeus,m16,L30099,L30100,,u245,COLLOREDO,L30099,u255,MOZART,I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come.
amadeus,m16,L30099,L30101,,u255,MOZART,L30100,u245,COLLOREDO,"No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy."
amadeus,m16,L30099,L30102,,u245,COLLOREDO,L30101,u255,MOZART,"Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now."
amadeus,m16,L30113,L30113,,u251,JOSEPH,,,,"Ah-ha. Well then, we should make some effort to acquire him. We could use a good German composer in Vienna, surely?"
amadeus,m16,L30113,L30114,,u267,VON STRACK,L30113,u251,JOSEPH,"I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop."
amadeus,m16,L30113,L30115,,u251,JOSEPH,L30114,u267,VON STRACK,"Very small pay, I imagine. I'm sure he could be tempted with the right offer. Say, an opera in German for our National Theatre."
amadeus,m16,L30118,L30118,,u251,JOSEPH,,,,"Ah-ha. What do you say, Chamberlain?"
amadeus,m16,L30118,L30119,,u267,VON STRACK,L30118,u251,JOSEPH,"In my opinion, it is time we had a piece in our own language, sir. Plain German. For plain people."
amadeus,m16,L30123,L30123,,u260,SALIERI,,,,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention."
amadeus,m16,L30123,L30124,,u251,JOSEPH,L30123,u260,SALIERI,"You are cattivo, Court Composer. I want to meet this young man. Chamberlain, arrange a pleasant welcome for him."
amadeus,m16,L30125,L30125,,u267,VON STRACK,,,,"Yes, sir."
amadeus,m16,L30125,L30126,,u251,JOSEPH,L30125,u267,VON STRACK,Well. There it is.
amadeus,m16,L30128,L30128,,u260,SALIERI,,,,"Ah! Here she comes. Fraulein Lorl, good morning."
amadeus,m16,L30128,L30129,,u253,LORL,L30128,u260,SALIERI,"Good morning, sir."
amadeus,m16,L30128,L30130,,u260,SALIERI,L30129,u253,LORL,What have you got for me today? Let me see.
amadeus,m16,L30131,L30131,,u260,SALIERI,,,,Ah-ha! Siena macaroons - my favourites. Give my best thanks to the baker.
amadeus,m16,L30131,L30132,,u253,LORL,L30131,u260,SALIERI,"I will, sir."
amadeus,m16,L30133,L30133,,u260,SALIERI,,,,"Thank you. Are you well today, Fraulein Lorl?"
amadeus,m16,L30133,L30134,,u253,LORL,L30133,u260,SALIERI,"Yes, thank you, sir."
amadeus,m16,L30133,L30135,,u260,SALIERI,L30134,u253,LORL,Bene! Bene!
amadeus,m16,L30142,L30142,,u251,JOSEPH,,,,"Well, what do you have for me today?"
amadeus,m16,L30142,L30143,,u267,VON STRACK,L30142,u251,JOSEPH,"Your Majesty, Herr Mozart -"
amadeus,m16,L30142,L30144,,u251,JOSEPH,L30143,u267,VON STRACK,"Yes, what about him?"
amadeus,m16,L30142,L30145,,u267,VON STRACK,L30144,u251,JOSEPH,He's here.
amadeus,m16,L30142,L30146,,u251,JOSEPH,L30145,u267,VON STRACK,Ah-ha. Well. There it is. Good.
amadeus,m16,L30148,L30148,,u251,JOSEPH,,,,What a charming idea. May I see?
amadeus,m16,L30148,L30149,,u260,SALIERI,L30148,u251,JOSEPH,"It's just a trifle, of course."
amadeus,m16,L30148,L30150,,u251,JOSEPH,L30149,u260,SALIERI,May I try it?
amadeus,m16,L30148,L30151,,u260,SALIERI,L30150,u251,JOSEPH,Majesty.
amadeus,m16,L30152,L30152,,u251,JOSEPH,,,,"Delightful, Court Composer. Would you permit me to play it as he comes in?"
amadeus,m16,L30152,L30153,,u260,SALIERI,L30152,u251,JOSEPH,"You do me too much honour, Sire."
amadeus,m16,L30152,L30154,,u251,JOSEPH,L30153,u260,SALIERI,"Let's have some fun. Bring in Herr Mozart, please. But slowly, slowly. I need a minute to practice."
amadeus,m16,L30155,L30155,,u260,SALIERI,,,,"A-flat, Majesty."
amadeus,m16,L30155,L30156,,u251,JOSEPH,L30155,u260,SALIERI,Ah-ha!
amadeus,m16,L30158,L30158,,u258,ORSINI-ROSENBERG,,,,"Bravo, Your Majesty!"
amadeus,m16,L30158,L30159,,u267,VON STRACK,L30158,u258,ORSINI-ROSENBERG,"Well done, Sire!"
amadeus,m16,L30161,L30161,,u255,MOZART,,,,Your Majesty!
amadeus,m16,L30161,L30162,,u251,JOSEPH,L30161,u255,MOZART,"No, no, please! It is not a holy relic. You know we have met already? In this very room. Perhaps you won't remember it, you were only six years old. He was giving the most brilliant little concert here. As he got off the stool, he slipped and fell. My sister Antoinette helped him up herself, and do you know what he did? Jumped straight into her arms and said, Will you marry me, yes or no?"
amadeus,m16,L30166,L30166,,u255,MOZART,,,,"Oh, thank you."
amadeus,m16,L30166,L30167,,u251,JOSEPH,L30166,u255,MOZART,The Director of our Opera. Count Orsini-Rosenberg.
amadeus,m16,L30166,L30168,,u255,MOZART,L30167,u251,JOSEPH,"Oh sir, yes! The honour is mine. Absolutely."
amadeus,m16,L30169,L30169,,u251,JOSEPH,,,,"And here is our illustrious Court Composer, Herr Salieri."
amadeus,m16,L30169,L30170,,u260,SALIERI,L30169,u251,JOSEPH,Finally! Such an immense joy. Diletto straordinario!
amadeus,m16,L30171,L30171,,u255,MOZART,,,,"I know your work well, Signore. Do you know I actually composed some variations on a melody of yours?"
amadeus,m16,L30171,L30172,,u260,SALIERI,L30171,u255,MOZART,Really?
amadeus,m16,L30171,L30173,,u255,MOZART,L30172,u260,SALIERI,Mio caro Adone.
amadeus,m16,L30171,L30174,,u260,SALIERI,L30173,u255,MOZART,Ah!
amadeus,m16,L30171,L30175,,u255,MOZART,L30174,u260,SALIERI,"A funny little tune, but it yielded some good things."
amadeus,m16,L30176,L30176,,u251,JOSEPH,,,,And now he has returned the compliment. Herr Salieri composed that March of Welcome for you.
amadeus,m16,L30176,L30177,,u255,MOZART,L30176,u251,JOSEPH,"Really? Oh, grazie, Signore! Sono commosso! E un onore per mo eccezionale. Compositore brilliante e famossissimo!"
amadeus,m16,L30178,L30178,,u260,SALIERI,,,,My pleasure.
amadeus,m16,L30178,L30179,,u251,JOSEPH,L30178,u260,SALIERI,"Well, there it is. Now to business. Young man, we are going to commission an opera from you. What do you say?"
amadeus,m16,L30180,L30180,,u255,MOZART,,,,Majesty!
amadeus,m16,L30180,L30181,,u251,JOSEPH,L30180,u255,MOZART,Did we vote in the end for German or Italian?
amadeus,m16,L30182,L30182,,u258,ORSINI-ROSENBERG,,,,"Well, actually, Sire, if you remember, we did finally incline to Italian."
amadeus,m16,L30182,L30183,,u267,VON STRACK,L30182,u258,ORSINI-ROSENBERG,Did we?
amadeus,m16,L30184,L30184,,u268,VON SWIETEN,,,,"I don't think it was really decided, Director."
amadeus,m16,L30184,L30185,,u255,MOZART,L30184,u268,VON SWIETEN,"Oh, German! German! Please let it be German."
amadeus,m16,L30186,L30186,,u251,JOSEPH,,,,Why so?
amadeus,m16,L30186,L30187,,u255,MOZART,L30186,u251,JOSEPH,Because I've already found the most wonderful libretto!
amadeus,m16,L30188,L30188,,u258,ORSINI-ROSENBERG,,,,Oh? Have I seen it?
amadeus,m16,L30188,L30189,,u255,MOZART,L30188,u258,ORSINI-ROSENBERG,"I - I don't think you have, Herr Director. Not yet. I mean, it's quite n - Of course, I'll show it to you immediately."
amadeus,m16,L30188,L30190,,u258,ORSINI-ROSENBERG,L30189,u255,MOZART,I think you'd better.
amadeus,m16,L30191,L30191,,u251,JOSEPH,,,,"Well, what is it about? Tell us the story."
amadeus,m16,L30191,L30192,,u255,MOZART,L30191,u251,JOSEPH,"It's actually quite amusing, Majesty. It's set - the whole thing is set in a - in a -"
amadeus,m16,L30193,L30193,,u251,JOSEPH,,,,"Yes, where?"
amadeus,m16,L30193,L30194,,u255,MOZART,L30193,u251,JOSEPH,"In a Pasha's Harem, Majesty. A Seraglio."
amadeus,m16,L30193,L30195,,u251,JOSEPH,L30194,u255,MOZART,Ah-ha.
amadeus,m16,L30196,L30196,,u258,ORSINI-ROSENBERG,,,,You mean in Turkey?
amadeus,m16,L30196,L30197,,u255,MOZART,L30196,u258,ORSINI-ROSENBERG,Exactly.
amadeus,m16,L30196,L30198,,u258,ORSINI-ROSENBERG,L30197,u255,MOZART,Then why especially does it have to be in German?
amadeus,m16,L30196,L30199,,u255,MOZART,L30198,u258,ORSINI-ROSENBERG,"Well not especially. It can be in Turkish, if you really want. I don't care."
amadeus,m16,L30200,L30200,,u268,VON SWIETEN,,,,"My dear fellow, the language is not finally the point. Do you really think that subject is quite appropriate for a national theatre?"
amadeus,m16,L30200,L30201,,u255,MOZART,L30200,u268,VON SWIETEN,"Why not? It's charming. I mean, I don't actually show concubines exposing their! their! It's not indecent! It's highly moral, Majesty. It's full of proper German virtues. I swear it. Absolutely!"
amadeus,m16,L30202,L30202,,u251,JOSEPH,,,,"Well, I'm glad to hear that."
amadeus,m16,L30202,L30203,,u260,SALIERI,L30202,u251,JOSEPH,"Excuse me, Sire, but what do you think these could be? Being a foreigner, I would love to learn."
amadeus,m16,L30202,L30204,,u251,JOSEPH,L30203,u260,SALIERI,"Cattivo again, Court Composer. Well, tell him, Mozart. Name us a German virtue."
amadeus,m16,L30205,L30205,,u255,MOZART,,,,"Love, Sire!"
amadeus,m16,L30205,L30206,,u260,SALIERI,L30205,u255,MOZART,"Ah, love! Well of course in Italy we know nothing about that."
amadeus,m16,L30211,L30211,,u255,MOZART,,,,"Keep it, Sire, if you want to. It is already here in my head."
amadeus,m16,L30211,L30212,,u251,JOSEPH,L30211,u255,MOZART,What? On one hearing only?
amadeus,m16,L30211,L30213,,u255,MOZART,L30212,u251,JOSEPH,"I think so, Sire, yes."
amadeus,m16,L30221,L30221,,u253,LORL,,,,"Madame Cavalieri is here for her lesson, sir."
amadeus,m16,L30221,L30222,,u260,SALIERI,L30221,u253,LORL,Bene.
amadeus,m16,L30223,L30223,,u244,CAVALIERI,,,,Maestro.
amadeus,m16,L30223,L30224,,u260,SALIERI,L30223,u244,CAVALIERI,Good morning.
amadeus,m16,L30223,L30225,,u244,CAVALIERI,L30224,u260,SALIERI,Well? How do you like it? It's Turkish. My hairdresser tells me everything's going to be Turkish this year!
amadeus,m16,L30223,L30226,,u260,SALIERI,L30225,u244,CAVALIERI,Really? What else did he tell you today? Give me some gossip.
amadeus,m16,L30223,L30227,,u244,CAVALIERI,L30226,u260,SALIERI,"Well, I heard you met Herr Mozart."
amadeus,m16,L30223,L30228,,u260,SALIERI,L30227,u244,CAVALIERI,Oh? News travels fast in Vienna.
amadeus,m16,L30223,L30229,,u244,CAVALIERI,L30228,u260,SALIERI,And he's been commissioned to write an opera. Is it true?
amadeus,m16,L30223,L30230,,u260,SALIERI,L30229,u244,CAVALIERI,Yes.
amadeus,m16,L30223,L30231,,u244,CAVALIERI,L30230,u260,SALIERI,Is there a part for me?
amadeus,m16,L30223,L30232,,u260,SALIERI,L30231,u244,CAVALIERI,No.
amadeus,m16,L30223,L30233,,u244,CAVALIERI,L30232,u260,SALIERI,How do you know?
amadeus,m16,L30223,L30234,,u260,SALIERI,L30233,u244,CAVALIERI,"Well even if there is, I don't think you want to get involved with this one."
amadeus,m16,L30223,L30235,,u244,CAVALIERI,L30234,u260,SALIERI,Why not?
amadeus,m16,L30223,L30236,,u260,SALIERI,L30235,u244,CAVALIERI,"Well, do you know where it's set, my dear?"
amadeus,m16,L30223,L30237,,u244,CAVALIERI,L30236,u260,SALIERI,Where?
amadeus,m16,L30223,L30238,,u260,SALIERI,L30237,u244,CAVALIERI,In a harem.
amadeus,m16,L30223,L30239,,u244,CAVALIERI,L30238,u260,SALIERI,What's that?
amadeus,m16,L30223,L30240,,u260,SALIERI,L30239,u244,CAVALIERI,A brothel.
amadeus,m16,L30223,L30241,,u244,CAVALIERI,L30240,u260,SALIERI,Oh!
amadeus,m16,L30223,L30242,,u260,SALIERI,L30241,u244,CAVALIERI,A Turkish brothel.
amadeus,m16,L30223,L30243,,u244,CAVALIERI,L30242,u260,SALIERI,"Turkish? Oh, if it's Turkish, that's different. I want to be in it."
amadeus,m16,L30223,L30244,,u260,SALIERI,L30243,u244,CAVALIERI,"My dear, it will hardly enhance your reputation to be celebrated throughout Vienna as a singing prostitute for a Turk."
amadeus,m16,L30245,L30245,,u244,CAVALIERI,,,,Oh. Well perhaps you could introduce us anyway.
amadeus,m16,L30245,L30246,,u260,SALIERI,L30245,u244,CAVALIERI,Perhaps.
amadeus,m16,L30247,L30247,,u244,CAVALIERI,,,,What does he look like?
amadeus,m16,L30247,L30248,,u260,SALIERI,L30247,u244,CAVALIERI,You might be disappointed.
amadeus,m16,L30247,L30249,,u244,CAVALIERI,L30248,u260,SALIERI,Why?
amadeus,m16,L30247,L30250,,u260,SALIERI,L30249,u244,CAVALIERI,"Looks and talent don't always go together, Katherina."
amadeus,m16,L30247,L30251,,u244,CAVALIERI,L30250,u260,SALIERI,"Looks don't concern me, Maestro. Only talent interests a woman of taste."
amadeus,m16,L30260,L30260,,u254,MADAME WEBER,,,,"Let us pass, please! Let us pass at once! We're with the Emperor."
amadeus,m16,L30260,L30261,,u249,FLUNKY,L30260,u254,MADAME WEBER,"I am sorry, Madame. It is not permitted."
amadeus,m16,L30260,L30262,,u254,MADAME WEBER,L30261,u249,FLUNKY,Do you know who I am? This is my daughter. I am Frau Weber. We are favoured guests!
amadeus,m16,L30260,L30263,,u249,FLUNKY,L30262,u254,MADAME WEBER,"I am sorry, Madame, but I have my orders."
amadeus,m16,L30260,L30264,,u254,MADAME WEBER,L30263,u249,FLUNKY,Call Herr Mozart! You call Herr Mozart immediately! This is insupportable!
amadeus,m16,L30267,L30267,,u249,FLUNKY,,,,"I am sorry, Madame, but no! I cannot let anyone pass."
amadeus,m16,L30267,L30268,,u254,MADAME WEBER,L30267,u249,FLUNKY,"Young man, I am no stranger to theatres. I'm no stranger to insolence!"
amadeus,m16,L30270,L30270,,u255,MOZART,,,,"It is new, it is, isn't it, Sire?"
amadeus,m16,L30270,L30271,,u251,JOSEPH,L30270,u255,MOZART,"Yes, indeed."
amadeus,m16,L30270,L30272,,u255,MOZART,L30271,u251,JOSEPH,And German?
amadeus,m16,L30270,L30273,,u251,JOSEPH,L30272,u255,MOZART,"Oh, yes. Absolutely. German. Unquestionably!"
amadeus,m16,L30270,L30274,,u255,MOZART,L30273,u251,JOSEPH,"So then you like it? You really like it, Your Majesty?"
amadeus,m16,L30270,L30275,,u251,JOSEPH,L30274,u255,MOZART,Of course I do. It's very good. Of course now and then - just now and then - it gets a touch elaborate.
amadeus,m16,L30270,L30276,,u255,MOZART,L30275,u251,JOSEPH,"What do you mean, Sire?"
amadeus,m16,L30270,L30277,,u251,JOSEPH,L30276,u255,MOZART,"Well, I mean occasionally it seems to have, how shall one say? How shall one say, Director?"
amadeus,m16,L30280,L30280,,u255,MOZART,,,,"I don't understand. There are just as many notes, Majesty, as are required. Neither more nor less."
amadeus,m16,L30280,L30281,,u251,JOSEPH,L30280,u255,MOZART,"My dear fellow, there are in fact only so many notes the ear can hear in the course of an evening. I think I'm right in saying that, aren't I, Court Composer?"
amadeus,m16,L30282,L30282,,u260,SALIERI,,,,"Yes! yes! er, on the whole, yes, Majesty."
amadeus,m16,L30282,L30283,,u255,MOZART,L30282,u260,SALIERI,But this is absurd!
amadeus,m16,L30284,L30284,,u251,JOSEPH,,,,"My dear, young man, don't take it too hard. Your work is ingenious. It's quality work. And there are simply too many notes, that's all. Cut a few and it will be perfect."
amadeus,m16,L30284,L30285,,u255,MOZART,L30284,u251,JOSEPH,"Which few did you have in mind, Majesty?"
amadeus,m16,L30289,L30289,,u255,MOZART,,,,"Majesty, this is Madame Weber. She is my landlady."
amadeus,m16,L30289,L30290,,u251,JOSEPH,L30289,u255,MOZART,"Enchanted, Madame."
amadeus,m16,L30292,L30292,,u251,JOSEPH,,,,Really? How delightful. May I ask when you marry?
amadeus,m16,L30292,L30293,,u255,MOZART,L30292,u251,JOSEPH,"Well - Well we haven't quite received my father's consent, Your Majesty. Not entirely. Not altogether."
amadeus,m16,L30294,L30294,,u251,JOSEPH,,,,"Excuse me, but how old are you?"
amadeus,m16,L30294,L30295,,u255,MOZART,L30294,u251,JOSEPH,Twenty-six.
amadeus,m16,L30294,L30296,,u251,JOSEPH,L30295,u255,MOZART,"Well, my advice is to marry this charming young lady and stay with us in Vienna."
amadeus,m16,L30301,L30301,,u255,MOZART,,,,Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.
amadeus,m16,L30301,L30302,,u244,CAVALIERI,L30301,u255,MOZART,Don't bother!
amadeus,m16,L30301,L30303,,u255,MOZART,L30302,u244,CAVALIERI,What?
amadeus,m16,L30301,L30304,,u244,CAVALIERI,L30303,u255,MOZART,Don't bother.
amadeus,m16,L30301,L30305,,u255,MOZART,L30304,u244,CAVALIERI,I'll be right back.
amadeus,m16,L30312,L30312,,u244,CAVALIERI,,,,Did you know? Had you heard?
amadeus,m16,L30312,L30313,,u260,SALIERI,L30312,u244,CAVALIERI,What?
amadeus,m16,L30312,L30314,,u244,CAVALIERI,L30313,u260,SALIERI,The marriage!
amadeus,m16,L30312,L30315,,u260,SALIERI,L30314,u244,CAVALIERI,"Well, what does it matter to you?"
amadeus,m16,L30312,L30316,,u244,CAVALIERI,L30315,u260,SALIERI,Nothing! He can marry who he pleases. I don't give a damn.
amadeus,m16,L30317,L30317,,u244,CAVALIERI,,,,How was I? Tell me honestly.
amadeus,m16,L30317,L30318,,u260,SALIERI,L30317,u244,CAVALIERI,You were sublime.
amadeus,m16,L30317,L30319,,u244,CAVALIERI,L30318,u260,SALIERI,What did you think of the music?
amadeus,m16,L30317,L30320,,u260,SALIERI,L30319,u244,CAVALIERI,Extremely clever.
amadeus,m16,L30317,L30321,,u244,CAVALIERI,L30320,u260,SALIERI,Meaning you didn't like it.
amadeus,m16,L30322,L30322,,u255,MOZART,,,,Oh - excuse me!
amadeus,m16,L30322,L30323,,u244,CAVALIERI,L30322,u255,MOZART,Is her mother still lying on the floor?
amadeus,m16,L30322,L30324,,u255,MOZART,L30323,u244,CAVALIERI,"No, she's fine."
amadeus,m16,L30322,L30325,,u244,CAVALIERI,L30324,u255,MOZART,I'm so relieved.
amadeus,m16,L30326,L30326,,u260,SALIERI,,,,"Dear Mozart, my sincere congratulations."
amadeus,m16,L30326,L30327,,u255,MOZART,L30326,u260,SALIERI,"Did you like it, then?"
