movie_name,conversation_id,utterance_id,turn_index,utterance_order,speaker_id,speaker_name,listener_id,listener_name,current_power_dynamic,current_respect_level,current_relationship_type,current_global_category,active_risk_types,target_risk_count,aggregate_power_dynamic,aggregate_respect_level,aggregate_relationship_type,recent_power_dynamic,recent_respect_level,recent_relationship_type,edge_observation_count,recent_observation_count,supporting_utterance_ids,recent_utterance_ids,recent_evidence_lines
amadeus,L30064,L30067,,,u255,MOZART,u247,CONSTANZE,roughly_equal_power,low_respect,friend,friendship,_risk_social;_risk_register,2,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,1,1,L30067,L30067,"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!"
amadeus,L30064,L30068,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,low_respect,friend,friendship,_risk_register,1,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,4,4,L30058 || L30060 || L30066 || L30068,L30058 || L30060 || L30066 || L30068,"Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!"
amadeus,L30064,L30074,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,low_respect,friend,friendship,_risk_social,1,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,5,5,L30058 || L30060 || L30066 || L30068 || L30074,L30058 || L30060 || L30066 || L30068 || L30074,"Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! || Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that."
amadeus,L30077,L30082,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,low_respect,friend,friendship,_risk_social;_risk_ambiguity,2,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,6,6,L30058 || L30060 || L30066 || L30068 || L30074 || L30082,L30058 || L30060 || L30066 || L30068 || L30074 || L30082,"Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! || Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that. || Eat my - ah!"
amadeus,L30095,L30097,,,u255,MOZART,u245,COLLOREDO,listener_higher_power,neutral_respect,class_service,class_or_service,_risk_ambiguity,1,listener_higher_power,neutral_respect,class_service,listener_higher_power,neutral_respect,class_service,1,1,L30097,L30097,Humiliated?
amadeus,L30099,L30101,,,u255,MOZART,u245,COLLOREDO,listener_higher_power,high_respect,court_authority,authority,_risk_pragmatic,1,listener_higher_power,high_respect,class_service,listener_higher_power,high_respect,class_service,2,2,L30097 || L30101,L30097 || L30101,"Humiliated? || No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy."
amadeus,L30099,L30102,,,u245,COLLOREDO,u255,MOZART,speaker_higher_power,low_respect,court_authority,authority,_risk_social,1,speaker_higher_power,low_respect,court_authority,speaker_higher_power,low_respect,court_authority,1,1,L30102,L30102,"Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now."
amadeus,L30113,L30114,,,u267,VON STRACK,u251,JOSEPH,listener_higher_power,high_respect,court_authority,authority,_risk_register,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,1,1,L30114,L30114,"I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop."
amadeus,L30123,L30123,,,u260,SALIERI,unknown_listener,unknown_listener,listener_higher_power,high_respect,court_authority,authority,_risk_pragmatic,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,1,1,L30123,L30123,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention."
amadeus,L30133,L30134,,,u253,LORL,u260,SALIERI,listener_higher_power,high_respect,class_service,class_or_service,_risk_social,1,listener_higher_power,high_respect,class_service,listener_higher_power,high_respect,class_service,1,1,L30134,L30134,"Yes, thank you, sir."
amadeus,L30155,L30155,,,u260,SALIERI,unknown_listener,unknown_listener,listener_higher_power,high_respect,court_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,2,2,L30123 || L30155,L30123 || L30155,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention. || A-flat, Majesty."
amadeus,L30158,L30158,,,u258,ORSINI-ROSENBERG,unknown_listener,unknown_listener,listener_higher_power,high_respect,court_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,1,1,L30158,L30158,"Bravo, Your Majesty!"
amadeus,L30158,L30159,,,u267,VON STRACK,u258,ORSINI-ROSENBERG,listener_higher_power,high_respect,professional_ally,ally,_risk_social;_risk_pragmatic;_risk_ambiguity,3,listener_higher_power,high_respect,professional_ally,listener_higher_power,high_respect,professional_ally,1,1,L30159,L30159,"Well done, Sire!"
amadeus,L30161,L30161,,,u255,MOZART,unknown_listener,unknown_listener,listener_higher_power,high_respect,court_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,1,1,L30161,L30161,Your Majesty!
amadeus,L30171,L30171,,,u255,MOZART,unknown_listener,unknown_listener,roughly_equal_power,high_respect,acquaintance,acquaintance,_risk_pragmatic,1,listener_higher_power,high_respect,acquaintance,listener_higher_power,high_respect,acquaintance,2,2,L30161 || L30171,L30161 || L30171,"Your Majesty! || I know your work well, Signore. Do you know I actually composed some variations on a melody of yours?"
amadeus,L30178,L30179,,,u251,JOSEPH,u260,SALIERI,speaker_higher_power,neutral_respect,patron_artist,class_or_service,_risk_pragmatic,1,speaker_higher_power,neutral_respect,patron_artist,speaker_higher_power,neutral_respect,patron_artist,1,1,L30179,L30179,"Well, there it is. Now to business. Young man, we are going to commission an opera from you. What do you say?"
amadeus,L30182,L30182,,,u258,ORSINI-ROSENBERG,unknown_listener,unknown_listener,listener_higher_power,high_respect,court_authority,authority,_risk_pragmatic,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,2,2,L30158 || L30182,L30158 || L30182,"Bravo, Your Majesty! || Well, actually, Sire, if you remember, we did finally incline to Italian."
amadeus,L30188,L30189,,,u255,MOZART,u258,ORSINI-ROSENBERG,listener_higher_power,high_respect,patron_artist,class_or_service,_risk_pragmatic,1,listener_higher_power,high_respect,patron_artist,listener_higher_power,high_respect,patron_artist,1,1,L30189,L30189,"I - I don't think you have, Herr Director. Not yet. I mean, it's quite n - Of course, I'll show it to you immediately."
amadeus,L30200,L30201,,,u255,MOZART,u268,VON SWIETEN,listener_higher_power,high_respect,patron_artist,class_or_service,_risk_pragmatic,1,listener_higher_power,high_respect,patron_artist,listener_higher_power,high_respect,patron_artist,1,1,L30201,L30201,"Why not? It's charming. I mean, I don't actually show concubines exposing their! their! It's not indecent!  It's highly moral, Majesty. It's full of proper German virtues. I swear it. Absolutely!"
amadeus,L30202,L30203,,,u260,SALIERI,u251,JOSEPH,listener_higher_power,high_respect,court_authority,authority,_risk_social,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,1,1,L30203,L30203,"Excuse me, Sire, but what do you think these could be? Being a foreigner, I would love to learn."
amadeus,L30205,L30205,,,u255,MOZART,unknown_listener,unknown_listener,listener_higher_power,high_respect,court_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,3,3,L30161 || L30171 || L30205,L30161 || L30171 || L30205,"Your Majesty! || I know your work well, Signore. Do you know I actually composed some variations on a melody of yours? || Love, Sire!"
amadeus,L30211,L30211,,,u255,MOZART,unknown_listener,unknown_listener,listener_higher_power,high_respect,patron_artist,class_or_service,_risk_social,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,4,4,L30161 || L30171 || L30205 || L30211,L30161 || L30171 || L30205 || L30211,"Your Majesty! || I know your work well, Signore. Do you know I actually composed some variations on a melody of yours? || Love, Sire! || Keep it, Sire, if you want to. It is already here in my head."
amadeus,L30223,L30233,,,u244,CAVALIERI,u260,SALIERI,roughly_equal_power,neutral_respect,patron_artist,class_or_service,_risk_pragmatic,1,roughly_equal_power,neutral_respect,patron_artist,roughly_equal_power,neutral_respect,patron_artist,1,1,L30233,L30233,How do you know?
amadeus,L30223,L30234,,,u260,SALIERI,u244,CAVALIERI,speaker_higher_power,neutral_respect,patron_artist,class_or_service,_risk_pragmatic,1,speaker_higher_power,neutral_respect,patron_artist,speaker_higher_power,neutral_respect,patron_artist,1,1,L30234,L30234,"Well even if there is, I don't think you want to get involved with this one."
amadeus,L30223,L30235,,,u244,CAVALIERI,u260,SALIERI,roughly_equal_power,neutral_respect,patron_artist,class_or_service,_risk_ambiguity,1,roughly_equal_power,neutral_respect,patron_artist,roughly_equal_power,neutral_respect,patron_artist,2,2,L30233 || L30235,L30233 || L30235,How do you know? || Why not?
amadeus,L30223,L30239,,,u244,CAVALIERI,u260,SALIERI,roughly_equal_power,neutral_respect,patron_artist,class_or_service,_risk_ambiguity,1,roughly_equal_power,neutral_respect,patron_artist,roughly_equal_power,neutral_respect,patron_artist,3,3,L30233 || L30235 || L30239,L30233 || L30235 || L30239,How do you know? || Why not? || What's that?
amadeus,L30223,L30242,,,u260,SALIERI,u244,CAVALIERI,speaker_higher_power,neutral_respect,professional_ally,ally,_risk_ambiguity,1,speaker_higher_power,neutral_respect,patron_artist,speaker_higher_power,neutral_respect,patron_artist,2,2,L30234 || L30242,L30234 || L30242,"Well even if there is, I don't think you want to get involved with this one. || A Turkish brothel."
amadeus,L30260,L30262,,,u254,MADAME WEBER,u249,FLUNKY,speaker_higher_power,low_respect,class_service,class_or_service,_risk_pragmatic,1,speaker_higher_power,low_respect,class_service,speaker_higher_power,low_respect,class_service,1,1,L30262,L30262,Do you know who I am?  This is my daughter. I am Frau Weber. We are favoured guests!
amadeus,L30267,L30268,,,u254,MADAME WEBER,u249,FLUNKY,speaker_higher_power,low_respect,class_service,class_or_service,_risk_register,1,speaker_higher_power,low_respect,class_service,speaker_higher_power,low_respect,class_service,2,2,L30262 || L30268,L30262 || L30268,"Do you know who I am?  This is my daughter. I am Frau Weber. We are favoured guests! || Young man, I am no stranger to theatres. I'm no stranger to insolence!"
amadeus,L30270,L30272,,,u255,MOZART,u251,JOSEPH,listener_higher_power,high_respect,court_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,1,1,L30272,L30272,And German?
amadeus,L30270,L30274,,,u255,MOZART,u251,JOSEPH,listener_higher_power,high_respect,patron_artist,class_or_service,_risk_pragmatic,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,2,2,L30272 || L30274,L30272 || L30274,"And German? || So then you like it? You really like it, Your Majesty?"
amadeus,L30280,L30281,,,u251,JOSEPH,u255,MOZART,speaker_higher_power,neutral_respect,court_authority,authority,_risk_social,1,speaker_higher_power,neutral_respect,court_authority,speaker_higher_power,neutral_respect,court_authority,1,1,L30281,L30281,"My dear fellow, there are in fact only so many notes the ear can hear in the course of an evening. I think I'm right in saying that, aren't I, Court Composer?"
amadeus,L30284,L30284,,,u251,JOSEPH,unknown_listener,unknown_listener,speaker_higher_power,high_respect,patron_artist,class_or_service,_risk_social;_risk_register;_risk_ambiguity,3,speaker_higher_power,high_respect,patron_artist,speaker_higher_power,high_respect,patron_artist,1,1,L30284,L30284,"My dear, young man, don't take it too hard. Your work is ingenious. It's quality work. And there are simply too many notes, that's all. Cut a few and it will be perfect."
amadeus,L30292,L30293,,,u255,MOZART,u251,JOSEPH,listener_higher_power,high_respect,court_authority,authority,_risk_pragmatic,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,3,3,L30272 || L30274 || L30293,L30272 || L30274 || L30293,"And German? || So then you like it? You really like it, Your Majesty? || Well - Well we haven't quite received my father's consent, Your Majesty. Not entirely. Not altogether."
amadeus,L30301,L30302,,,u244,CAVALIERI,u255,MOZART,roughly_equal_power,low_respect,professional_ally,ally,_risk_social;_risk_ambiguity,2,roughly_equal_power,low_respect,professional_ally,roughly_equal_power,low_respect,professional_ally,1,1,L30302,L30302,Don't bother!
amadeus,L30301,L30304,,,u244,CAVALIERI,u255,MOZART,roughly_equal_power,low_respect,professional_ally,ally,_risk_ambiguity,1,roughly_equal_power,low_respect,professional_ally,roughly_equal_power,low_respect,professional_ally,2,2,L30302 || L30304,L30302 || L30304,Don't bother! || Don't bother.
amadeus,L30312,L30314,,,u244,CAVALIERI,u260,SALIERI,roughly_equal_power,neutral_respect,acquaintance,acquaintance,_risk_ambiguity,1,roughly_equal_power,neutral_respect,patron_artist,roughly_equal_power,neutral_respect,patron_artist,4,4,L30233 || L30235 || L30239 || L30314,L30233 || L30235 || L30239 || L30314,How do you know? || Why not? || What's that? || The marriage!
amadeus,L30312,L30315,,,u260,SALIERI,u244,CAVALIERI,roughly_equal_power,low_respect,acquaintance,acquaintance,_risk_pragmatic,1,speaker_higher_power,neutral_respect,acquaintance,speaker_higher_power,neutral_respect,acquaintance,3,3,L30234 || L30242 || L30315,L30234 || L30242 || L30315,"Well even if there is, I don't think you want to get involved with this one. || A Turkish brothel. || Well, what does it matter to you?"
amadeus,L30334,L30334,,,u247,CONSTANZE,unknown_listener,unknown_listener,roughly_equal_power,high_respect,friend,friendship,_risk_social,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,2,2,L30056 || L30334,L30056 || L30334,"Your Grace, I've got something to tell you. I want to complain about this man. || Excuse me, Wolfi. Mama is not feeling very well. Can we leave now?"
amadeus,L30345,L30352,,,u252,LEOPOLD,u245,COLLOREDO,listener_higher_power,high_respect,court_authority,authority,_risk_social;_risk_ambiguity,2,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,1,1,L30352,L30352,"Yes, sir, that's the truth. But don't blame him. The fault is mine. I was too indulgent with him. But not again. Never again, I promise! I implore you - let me bring him back here. I'll make him give his word to serve you faithfully."
amadeus,L30345,L30354,,,u252,LEOPOLD,u245,COLLOREDO,listener_higher_power,high_respect,court_authority,authority,_risk_social,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,2,2,L30352 || L30354,L30352 || L30354,"Yes, sir, that's the truth. But don't blame him. The fault is mine. I was too indulgent with him. But not again. Never again, I promise! I implore you - let me bring him back here. I'll make him give his word to serve you faithfully. || Oh, sir, he's never disobeyed me in anything. Please, Your Grace, give him one more chance."
amadeus,L30364,L30365,,,u260,SALIERI,u251,JOSEPH,listener_higher_power,high_respect,court_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,2,2,L30203 || L30365,L30203 || L30365,"Excuse me, Sire, but what do you think these could be? Being a foreigner, I would love to learn. || Your Highness."
amadeus,L30369,L30376,,,u251,JOSEPH,u260,SALIERI,speaker_higher_power,high_respect,court_authority,authority,_risk_social,1,speaker_higher_power,high_respect,court_authority,speaker_higher_power,high_respect,court_authority,2,2,L30179 || L30376,L30179 || L30376,"Well, there it is. Now to business. Young man, we are going to commission an opera from you. What do you say? || You please me, Court Composer. A very clever idea."
amadeus,L30369,L30378,,,u251,JOSEPH,u260,SALIERI,speaker_higher_power,neutral_respect,court_authority,authority,_risk_pragmatic,1,speaker_higher_power,neutral_respect,court_authority,speaker_higher_power,neutral_respect,court_authority,3,3,L30179 || L30376 || L30378,L30179 || L30376 || L30378,"Well, there it is. Now to business. Young man, we are going to commission an opera from you. What do you say? || You please me, Court Composer. A very clever idea. || Well. There it is."
amadeus,L30379,L30384,,,u267,VON STRACK,u255,MOZART,speaker_higher_power,neutral_respect,court_authority,authority,_risk_ambiguity,1,speaker_higher_power,neutral_respect,court_authority,speaker_higher_power,neutral_respect,court_authority,1,1,L30384,L30384,On the contrary.
amadeus,L30379,L30390,,,u267,VON STRACK,u255,MOZART,speaker_higher_power,neutral_respect,court_authority,authority,_risk_register,1,speaker_higher_power,neutral_respect,court_authority,speaker_higher_power,neutral_respect,court_authority,2,2,L30384 || L30390,L30384 || L30390,"On the contrary. || Kapellmeister Bonno, Count Orsini- Rosenberg and Court Composer Salieri."
amadeus,L30398,L30404,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,neutral_respect,friend,friendship,_risk_pragmatic,1,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,7,6,L30058 || L30060 || L30066 || L30068 || L30074 || L30082 || L30404,L30060 || L30066 || L30068 || L30074 || L30082 || L30404,"That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! || Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that. || Eat my - ah! || Well, I'm not borrowing any more money from my mother, and that's that!"
amadeus,L30398,L30407,,,u255,MOZART,u247,CONSTANZE,speaker_higher_power,low_respect,friend,friendship,_risk_social;_risk_pragmatic;_risk_ambiguity,3,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,2,2,L30067 || L30407,L30067 || L30407,"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards! || Well, don't do that again!"
amadeus,L30398,L30409,,,u255,MOZART,u247,CONSTANZE,roughly_equal_power,low_respect,friend,friendship,_risk_ambiguity,1,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,3,3,L30067 || L30407 || L30409,L30067 || L30407 || L30409,"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards! || Well, don't do that again! || Don't be stupid."
amadeus,L30414,L30414,,,u264,SERVANT,unknown_listener,unknown_listener,listener_higher_power,high_respect,class_service,class_or_service,_risk_social,1,listener_higher_power,high_respect,class_service,listener_higher_power,high_respect,class_service,1,1,L30414,L30414,"Excuse me, sir, there is a lady who insists on talking to you."
amadeus,L30414,L30417,,,u260,SALIERI,u264,SERVANT,speaker_higher_power,high_respect,class_service,class_or_service,_risk_social,1,speaker_higher_power,high_respect,class_service,speaker_higher_power,high_respect,class_service,1,1,L30417,L30417,"Excuse me, my dear."
amadeus,L30425,L30426,,,u247,CONSTANZE,u260,SALIERI,listener_higher_power,high_respect,patron_artist,class_or_service,_risk_social,1,listener_higher_power,high_respect,patron_artist,listener_higher_power,high_respect,patron_artist,1,1,L30426,L30426,"Would it be too much trouble, sir, to ask you to look at them now? While I wait."
amadeus,L30425,L30427,,,u260,SALIERI,u247,CONSTANZE,speaker_higher_power,high_respect,patron_artist,class_or_service,_risk_social,1,speaker_higher_power,high_respect,patron_artist,speaker_higher_power,high_respect,patron_artist,1,1,L30427,L30427,I'm afraid I'm not at leisure this very moment. Just leave them with me. I assure you they will be quite safe.
amadeus,L30425,L30430,,,u247,CONSTANZE,u260,SALIERI,listener_higher_power,high_respect,patron_artist,class_or_service,_risk_register,1,listener_higher_power,high_respect,patron_artist,listener_higher_power,high_respect,patron_artist,2,2,L30426 || L30430,L30426 || L30430,"Would it be too much trouble, sir, to ask you to look at them now? While I wait. || My husband is a proud man, sir. He would be furious if he knew I'd come."
amadeus,L30425,L30433,,,u260,SALIERI,u247,CONSTANZE,speaker_higher_power,neutral_respect,court_authority,authority,_risk_ambiguity,1,speaker_higher_power,high_respect,court_authority,speaker_higher_power,high_respect,court_authority,2,2,L30427 || L30433,L30427 || L30433,I'm afraid I'm not at leisure this very moment. Just leave them with me. I assure you they will be quite safe. || I see.
amadeus,L30438,L30438,,,u247,CONSTANZE,unknown_listener,unknown_listener,listener_higher_power,high_respect,court_authority,authority,_risk_social,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,3,3,L30056 || L30334 || L30438,L30056 || L30334 || L30438,"Your Grace, I've got something to tell you. I want to complain about this man. || Excuse me, Wolfi. Mama is not feeling very well. Can we leave now? || Thank you very much, Your Excellency."
amadeus,L30438,L30439,,,u260,SALIERI,u247,CONSTANZE,speaker_higher_power,high_respect,court_authority,authority,_risk_social;_risk_pragmatic;_risk_ambiguity,3,speaker_higher_power,high_respect,court_authority,speaker_higher_power,high_respect,court_authority,3,3,L30427 || L30433 || L30439,L30427 || L30433 || L30439,"I'm afraid I'm not at leisure this very moment. Just leave them with me. I assure you they will be quite safe. || I see. || Don't keep calling me that. It puts me at such a distance. I was not born a Court Composer, you know. I'm from a small town, just like your husband."
amadeus,L30453,L30454,,,u247,CONSTANZE,u260,SALIERI,listener_higher_power,high_respect,patron_artist,class_or_service,_risk_social,1,listener_higher_power,high_respect,patron_artist,listener_higher_power,high_respect,patron_artist,3,3,L30426 || L30430 || L30454,L30426 || L30430 || L30454,"Would it be too much trouble, sir, to ask you to look at them now? While I wait. || My husband is a proud man, sir. He would be furious if he knew I'd come. || Oh, thank you, sir!"
amadeus,L30462,L30462,,,u260,SALIERI,unknown_listener,unknown_listener,speaker_higher_power,neutral_respect,patron_artist,class_or_service,_risk_social,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,3,3,L30123 || L30155 || L30462,L30123 || L30155 || L30462,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention. || A-flat, Majesty. || It's a post all Vienna seeks. If you want it for your husband, come tonight."
amadeus,L30462,L30464,,,u260,SALIERI,u247,CONSTANZE,speaker_higher_power,low_respect,patron_artist,class_or_service,_risk_social;_risk_pragmatic,2,speaker_higher_power,high_respect,court_authority,speaker_higher_power,high_respect,court_authority,4,4,L30427 || L30433 || L30439 || L30464,L30427 || L30433 || L30439 || L30464,"I'm afraid I'm not at leisure this very moment. Just leave them with me. I assure you they will be quite safe. || I see. || Don't keep calling me that. It puts me at such a distance. I was not born a Court Composer, you know. I'm from a small town, just like your husband. || Then don't. It's up to you. Not to be vague, that is the price."
amadeus,L30466,L30469,,,u266,VOGLER,u257,OLD SALIERI,speaker_higher_power,neutral_respect,court_authority,authority,_risk_social;_risk_pragmatic,2,speaker_higher_power,neutral_respect,court_authority,speaker_higher_power,neutral_respect,court_authority,5,5,L29996 || L30004 || L30006 || L30010 || L30469,L29996 || L30004 || L30006 || L30010 || L30469,"In the sight of God that is a sin. || Offer me your confession. I can offer you God's forgiveness. || My son, there is something dreadful on your soul. Unburden it to me. I'm here only for you. Please talk to me. || Here in Vienna. || God's ways are not yours. And you are not here to question Him. Offer him the salt of penitence. He will give you back the bread of eternal life. He is all merciful. That is all you need to know."
amadeus,L30466,L30474,,,u257,OLD SALIERI,u266,VOGLER,roughly_equal_power,low_respect,court_authority,authority,_risk_social,1,roughly_equal_power,neutral_respect,court_authority,roughly_equal_power,neutral_respect,court_authority,3,3,L30003 || L30019 || L30474,L30003 || L30019 || L30474,"Are they? || I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is? || Oh yes, yes, yes, yes, yes! Always the same stale answers!  There is no God of Mercy, Father. Just a God of torture."
amadeus,L30501,L30504,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,low_respect,friend,friendship,_risk_social,1,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,8,6,L30058 || L30060 || L30066 || L30068 || L30074 || L30082 || L30404 || L30504,L30066 || L30068 || L30074 || L30082 || L30404 || L30504,"Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! || Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that. || Eat my - ah! || Well, I'm not borrowing any more money from my mother, and that's that! || Tell them to go!"
amadeus,L30510,L30512,,,u251,JOSEPH,u260,SALIERI,speaker_higher_power,neutral_respect,court_authority,authority,_risk_ambiguity,1,speaker_higher_power,neutral_respect,court_authority,speaker_higher_power,neutral_respect,court_authority,4,4,L30179 || L30376 || L30378 || L30512,L30179 || L30376 || L30378 || L30512,"Well, there it is. Now to business. Young man, we are going to commission an opera from you. What do you say? || You please me, Court Composer. A very clever idea. || Well. There it is. || Why not?"
