movie_name,conversation_id,utterance_id,turn_index,utterance_order,speaker_id,speaker_name,listener_id,listener_name,current_power_dynamic,current_respect_level,current_relationship_type,current_global_category,active_risk_types,target_risk_count,aggregate_power_dynamic,aggregate_respect_level,aggregate_relationship_type,recent_power_dynamic,recent_respect_level,recent_relationship_type,edge_observation_count,recent_observation_count,supporting_utterance_ids,recent_utterance_ids,recent_evidence_lines,graph_summary
amadeus,L30056,L30060,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,low_respect,friend,friendship,_risk_ambiguity,1,roughly_equal_power,low_respect,adversarial,roughly_equal_power,low_respect,adversarial,2,2,L30058 || L30060,L30058 || L30060,Why not? || That's stupid.,"CONSTANZE is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as adversarial (A hostile, undermining, accusatory, jealous, or openly oppositional relationship.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as adversarial (A hostile, undermining, accusatory, jealous, or openly oppositional relationship.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: Why not? || That's stupid. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30064,L30066,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,neutral_respect,friend,friendship,_risk_register,1,roughly_equal_power,neutral_respect,friend,roughly_equal_power,neutral_respect,friend,3,3,L30058 || L30060 || L30066,L30058 || L30060 || L30066,"Why not? || That's stupid. || Yes, you are. You're very sick.","CONSTANZE is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows a neutral or ordinary level of respect. Recent evidence: Why not? || That's stupid. || Yes, you are. You're very sick. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has register risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30064,L30067,,,u255,MOZART,u247,CONSTANZE,roughly_equal_power,low_respect,friend,friendship,_risk_social;_risk_register,2,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,2,2,L30052 || L30067,L30052 || L30067,"Yes! Back! Back! Listen - don't you know where you are? || No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!","MOZART is speaking to CONSTANZE in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: Yes! Back! Back! Listen - don't you know where you are? || No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards! Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social, register risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30064,L30068,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,low_respect,friend,friendship,_risk_register,1,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,4,4,L30058 || L30060 || L30066 || L30068,L30058 || L30060 || L30066 || L30068,"Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!","CONSTANZE is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has register risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30064,L30074,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,low_respect,friend,friendship,_risk_social,1,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,5,5,L30058 || L30060 || L30066 || L30068 || L30074,L30058 || L30060 || L30066 || L30068 || L30074,"Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! || Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.","CONSTANZE is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! || Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30077,L30079,,,u255,MOZART,u247,CONSTANZE,roughly_equal_power,neutral_respect,unclear,unclear,_risk_ambiguity,1,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,3,3,L30052 || L30067 || L30079,L30052 || L30067 || L30079,"Yes! Back! Back! Listen - don't you know where you are? || No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards! || Tish-I'm-tee.","MOZART is speaking to CONSTANZE in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: Yes! Back! Back! Listen - don't you know where you are? || No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards! || Tish-I'm-tee. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30077,L30082,,,u247,CONSTANZE,u255,MOZART,roughly_equal_power,low_respect,friend,friendship,_risk_social;_risk_ambiguity,2,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,6,6,L30058 || L30060 || L30066 || L30068 || L30074 || L30082,L30058 || L30060 || L30066 || L30068 || L30074 || L30082,"Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! || Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that. || Eat my - ah!","CONSTANZE is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: Why not? || That's stupid. || Yes, you are. You're very sick. || Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse! || Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that. || Eat my - ah! Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social, ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30087,L30087,,,u255,MOZART,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_pragmatic,1,unclear,unclear,unclear,unclear,unclear,unclear,1,1,L30087,L30087,"Well, I think that went off remarkably well, don't you?","MOZART is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); overall, the power relationship is unclear, and the respect level is unclear. Recent interaction state: the recent edge is labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); locally, the power relationship is unclear, and the respect level is unclear. Recent evidence: Well, I think that went off remarkably well, don't you? Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has pragmatic risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30095,L30095,,,u255,MOZART,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_social;_risk_ambiguity,2,unclear,unclear,unclear,unclear,unclear,unclear,2,2,L30087 || L30095,L30087 || L30095,"Well, I think that went off remarkably well, don't you? || Why what, sir?","MOZART is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); overall, the power relationship is unclear, and the respect level is unclear. Recent interaction state: the recent edge is labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); locally, the power relationship is unclear, and the respect level is unclear. Recent evidence: Well, I think that went off remarkably well, don't you? || Why what, sir? Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social, ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30095,L30097,,,u255,MOZART,u245,COLLOREDO,listener_higher_power,neutral_respect,class_service,class_or_service,_risk_ambiguity,1,listener_higher_power,neutral_respect,class_service,listener_higher_power,neutral_respect,class_service,1,1,L30097,L30097,Humiliated?,"MOZART is speaking to COLLOREDO in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as class service (A service or rank-based relation where class difference, social status, or service role shapes the interaction.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as class service (A service or rank-based relation where class difference, social status, or service role shapes the interaction.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows a neutral or ordinary level of respect. Recent evidence: Humiliated? Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30099,L30101,,,u255,MOZART,u245,COLLOREDO,listener_higher_power,high_respect,court_authority,authority,_risk_pragmatic,1,listener_higher_power,high_respect,class_service,listener_higher_power,high_respect,class_service,2,2,L30097 || L30101,L30097 || L30101,"Humiliated? || No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy.","MOZART is speaking to COLLOREDO in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as class service (A service or rank-based relation where class difference, social status, or service role shapes the interaction.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as class service (A service or rank-based relation where class difference, social status, or service role shapes the interaction.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: Humiliated? || No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has pragmatic risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30099,L30102,,,u245,COLLOREDO,u255,MOZART,speaker_higher_power,low_respect,court_authority,authority,_risk_social,1,speaker_higher_power,low_respect,court_authority,speaker_higher_power,low_respect,court_authority,1,1,L30102,L30102,"Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now.","COLLOREDO is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the speaker appears to hold higher social power than the listener, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the speaker appears to hold higher social power than the listener, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30113,L30114,,,u267,VON STRACK,u251,JOSEPH,listener_higher_power,high_respect,court_authority,authority,_risk_register,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,1,1,L30114,L30114,"I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop.","VON STRACK is speaking to JOSEPH in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has register risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
