source_zip,source_csv,source_row_index,movie_name,movie_idx,conversation_id,utterance_id,timestamp,speaker_id,reply_to,listener_id,text,movie,line_number,en,pred_translation_error_possible,pred_risk_category_count,pred_risk_categories,pred_risk_confidence_summary,pred_risk_cues,_any_risk,_clean,_risk_idiomatic,_risk_pragmatic,_risk_social,_risk_register,_risk_constraint,_risk_fragmentation,_risk_terminology,_risk_ambiguity,target_risk_count,target_risk_types,risk_source_path,current_text,context_6_turns,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level,speaker_name,listener_name,relationship_type,global_category,confidence,evidence,status,parse_success,re_source_path
amadeus.zip,dialogue_metadata.csv,55,amadeus,m16,L30064,L30067,,u255,L30066,u247,"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!",amadeus,56,"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!",1,3,social|register|terminology,social:medium|register:medium|terminology:medium,_cue_social_addressed_command|_cue_register_colloquial_strong|_cue_register_profanity_count|_cue_terminology_domain_combo,True,False,False,False,True,True,False,False,True,False,2,_risk_social;_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!","1. CONSTANZE: Oh, ha, ha, ha.
2. MOZART to CONSTANZE: Sra-I'm-sick! Sra-I'm sick!
3. CONSTANZE to MOZART: Yes, you are. You're very sick.",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,MOZART,CONSTANZE,friend,friendship,0.85,"The characters are engaging in informal wordplay and teasing, using familiar language ('shit-wit') and laughing together, indicating a close, informal relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,56,amadeus,m16,L30064,L30068,,u247,L30067,u255,Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!,amadeus,57,Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!,1,2,register|terminology,register:medium|terminology:high,_cue_register_colloquial_strong|_cue_terminology_rare_strong|_cue_terminology_entity_combo|_cue_terminology_domain_combo,True,False,False,False,False,True,False,False,True,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!,"1. CONSTANZE: Oh, ha, ha, ha.
2. MOZART to CONSTANZE: Sra-I'm-sick! Sra-I'm sick!
3. CONSTANZE to MOZART: Yes, you are. You're very sick.
4. MOZART to CONSTANZE: No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,CONSTANZE,MOZART,friend,friendship,0.9,"The characters engage in playful laughter, informal word games, and lighthearted insults, indicating a familiar and supportive peer relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,62,amadeus,m16,L30064,L30074,,u247,L30073,u255,"Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.",amadeus,63,"Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.",1,3,social|constraint|terminology,social:medium|constraint:high|terminology:high,_cue_social_addressed_command|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_rare_strong|_cue_terminology_domain_combo,True,False,False,False,True,False,True,False,True,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.","1. CONSTANZE to MOZART: Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!
2. MOZART to CONSTANZE: Em iram! Em iram!
3. CONSTANZE to MOZART: No, I'm not playing this game.
4. MOZART to CONSTANZE: No, this is serious. Say it backwards.
5. CONSTANZE to MOZART: No!
6. MOZART to CONSTANZE: Just say it - you'll see. It's very serious. Em iram!  Em iram!",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,CONSTANZE,MOZART,friend,friendship,0.85,"The speaker and listener are engaging in a playful, informal word game and discussing marriage, indicating a familiar peer relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,70,amadeus,m16,L30077,L30082,,u247,L30081,u255,Eat my - ah!,amadeus,71,Eat my - ah!,1,2,social|ambiguity,social:medium|ambiguity:medium,_cue_social_addressed_command|_cue_ambiguity_fragment,True,False,False,False,True,False,False,False,False,True,2,_risk_social;_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,Eat my - ah!,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.
4. CONSTANZE to MOZART: Eat
5. MOZART to CONSTANZE: Yes.",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,CONSTANZE,MOZART,friend,friendship,0.75,"The characters are engaging in a playful word game with informal and suggestive language, indicating a familiar, non-hierarchical peer relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,80,amadeus,m16,L30095,L30097,,u255,L30096,u245,Humiliated?,amadeus,81,Humiliated?,1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,Humiliated?,"1. MOZART: Why what, sir?
2. COLLOREDO to MOZART: Why do I have to be humiliated in front of my guests by one of my own servants?",listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect,MOZART,COLLOREDO,class_service,class_or_service,0.95,"Colloredo explicitly identifies Mozart as 'one of my own servants' and Mozart addresses him with the formal 'sir', indicating a rank-based service relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,84,amadeus,m16,L30099,L30101,,u255,L30100,u245,"No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy.",amadeus,85,"No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy.",1,3,pragmatic|constraint|terminology,constraint:high|terminology:medium,cat2_discourse_markers|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_domain_combo|_cue_terminology_multi_cap,True,False,False,True,False,False,True,False,True,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy.","1. MOZART: If His Grace is not satisfied with me, he can dismiss me.
2. COLLOREDO to MOZART: I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,COLLOREDO,court_authority,authority,0.95,"Mozart addresses the listener as 'Your Grace' and discusses being 'dismissed,' while the listener issues direct commands regarding Mozart's location and duties, indicating a rank-based institutional hierarchy.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,85,amadeus,m16,L30099,L30102,,u245,L30101,u255,"Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now.",amadeus,86,"Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now.",1,3,social|constraint|terminology,social:medium|constraint:high|terminology:medium,_cue_social_addressed_command|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_domain_combo,True,False,False,False,True,False,True,False,True,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now.","1. MOZART: If His Grace is not satisfied with me, he can dismiss me.
2. COLLOREDO to MOZART: I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come.
3. MOZART to COLLOREDO: No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy.",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect,COLLOREDO,MOZART,court_authority,authority,0.95,"Colloredo issues direct commands to Mozart, mentioning he must 'remain in my service and learn your place,' and is addressed as 'Your Grace.'",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,87,amadeus,m16,L30113,L30114,,u267,L30113,u251,"I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop.",amadeus,88,"I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop.",1,3,register|constraint|terminology,register:medium|constraint:high|terminology:medium,_cue_register_colloquial_strong|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_entity_combo,True,False,False,False,False,True,True,False,True,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop.","1. JOSEPH: Ah-ha. Well then, we should make some effort to acquire him. We could use a good German composer in Vienna, surely?",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,VON STRACK,JOSEPH,court_authority,authority,0.98,"Von Strack addresses Joseph as 'Majesty', acknowledging his high imperial rank and his own subordinate position within the court hierarchy.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,91,amadeus,m16,L30123,L30123,,u260,,,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention.",amadeus,92,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention.",1,3,pragmatic|constraint|terminology,constraint:high|terminology:high,cat2_discourse_markers|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_rare_strong|_cue_terminology_entity_combo|_cue_terminology_domain_combo,True,False,False,True,False,False,True,False,True,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention.",,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,SALIERI,,court_authority,authority,0.95,"Salieri addresses the listener as 'Majesty,' explicitly acknowledging a monarchical rank and institutional authority relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,101,amadeus,m16,L30133,L30134,,u253,L30133,u260,"Yes, thank you, sir.",amadeus,102,"Yes, thank you, sir.",1,1,social,social:medium,_cue_social_addressed_command,True,False,False,False,True,False,False,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Yes, thank you, sir.","1. SALIERI: Thank you. Are you well today, Fraulein Lorl?",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,LORL,SALIERI,class_service,class_or_service,0.85,"Lorl addresses Salieri as 'sir,' suggesting a rank-based social distance or service relation characteristic of the period's social structure.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,115,amadeus,m16,L30155,L30155,,u260,,,"A-flat, Majesty.",amadeus,116,"A-flat, Majesty.",1,2,terminology|ambiguity,terminology:medium|ambiguity:medium,_cue_terminology_domain_combo|_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,True,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"A-flat, Majesty.",,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,SALIERI,,court_authority,authority,0.95,"Salieri addresses the listener as 'Majesty,' which explicitly identifies the relationship as one shaped by imperial rank and court hierarchy.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,117,amadeus,m16,L30158,L30158,,u258,,,"Bravo, Your Majesty!",amadeus,118,"Bravo, Your Majesty!",1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Bravo, Your Majesty!",,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,ORSINI-ROSENBERG,,court_authority,authority,0.98,"The speaker addresses the listener as 'Your Majesty,' which signifies a clear rank-based relationship within a court or imperial hierarchy.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,118,amadeus,m16,L30158,L30159,,u267,L30158,u258,"Well done, Sire!",amadeus,119,"Well done, Sire!",1,3,pragmatic|social|ambiguity,social:medium|ambiguity:high,cat2_discourse_markers|_cue_social_addressed_command|_cue_ambiguity_fragment,True,False,False,True,True,False,False,False,False,True,3,_risk_social;_risk_pragmatic;_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Well done, Sire!","1. ORSINI-ROSENBERG: Bravo, Your Majesty!",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,VON STRACK,ORSINI-ROSENBERG,professional_ally,ally,0.85,"Both characters are in a courtly setting addressing the monarch ('Your Majesty', 'Sire') with synchronized praise, indicating they are colleagues or fellow officials within the court hierarchy.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,119,amadeus,m16,L30161,L30161,,u255,,,Your Majesty!,amadeus,120,Your Majesty!,1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,Your Majesty!,,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,,court_authority,authority,0.95,"Mozart addresses the listener as 'Your Majesty,' which explicitly indicates a relationship shaped by royal rank and institutional authority.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,126,amadeus,m16,L30171,L30171,,u255,,,"I know your work well, Signore. Do you know I actually composed some variations on a melody of yours?",amadeus,127,"I know your work well, Signore. Do you know I actually composed some variations on a melody of yours?",1,3,pragmatic|constraint|terminology,constraint:high|terminology:medium,cat2_discourse_markers|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_domain_combo,True,False,False,True,False,False,True,False,True,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"I know your work well, Signore. Do you know I actually composed some variations on a melody of yours?",,roughly_equal_power,high_respect,roughly_equal_power,roughly_equal_power,high_respect,high_respect,MOZART,,acquaintance,acquaintance,0.8,"Mozart acknowledges the listener's professional work ('I know your work well') and uses a formal address ('Signore'), indicating they are known to each other in a professional capacity but are not close.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
