movie_name,conversation_id,utterance_id,turn_index,utterance_order,speaker_id,speaker_name,listener_id,listener_name,current_turn,current_text,context_text,num_prev_turns,prev_turn_1,prev_turn_2,prev_turn_3,prev_turn_4,prev_turn_5,prev_turn_6
titanic,L614417,L614417,0,0,u8458,LIZZY,,,"LIZZY: April 14, 1912.","April 14, 1912.",,0,,,,,,
titanic,L614417,L614418,1,1,u8460,LOVETT,u8458,LIZZY,"LOVETT: If your grandma is who she says she is, she was wearing the diamond the day Titanic sank. And that makes you my new best friend. I will happily compensate you for anything you can tell us that will lead to its recovery.","If your grandma is who she says she is, she was wearing the diamond the day Titanic sank. And that makes you my new best friend. I will happily compensate you for anything you can tell us that will lead to its recovery.","LIZZY: April 14, 1912.",1,,,,,,"LIZZY: April 14, 1912."
titanic,L614429,L614429,0,0,u8447,BODINE,,,"BODINE: We've put together the world's largest database on the Titanic. Okay, here...","We've put together the world's largest database on the Titanic. Okay, here...",,0,,,,,,
titanic,L614429,L614430,1,1,u8460,LOVETT,u8447,BODINE,"LOVETT: Rose might not want to see this, Lewis.","Rose might not want to see this, Lewis.","BODINE: We've put together the world's largest database on the Titanic. Okay, here...",1,,,,,,"BODINE: We've put together the world's largest database on the Titanic. Okay, here..."
titanic,L614441,L614441,0,0,u8462,ROSE,,,ROSE: It's been 84 years...,It's been 84 years...,,0,,,,,,
titanic,L614441,L614442,1,1,u8460,LOVETT,u8462,ROSE,LOVETT: Just tell us what you can --,Just tell us what you can --,ROSE: It's been 84 years...,1,,,,,,ROSE: It's been 84 years...
titanic,L614441,L614443,2,2,u8462,ROSE,u8460,LOVETT,ROSE: It's been 84 years... and I can still smell the fresh paint. The china had never been used. The sheets had never been slept in.,It's been 84 years... and I can still smell the fresh paint. The china had never been used. The sheets had never been slept in.,"ROSE: It's been 84 years...
LOVETT: Just tell us what you can --",2,,,,,ROSE: It's been 84 years...,LOVETT: Just tell us what you can --
titanic,L614447,L614447,0,0,u8450,CAL,,,"CAL: Your daughter is much too hard to impress, Ruth. Mind your step.","Your daughter is much too hard to impress, Ruth. Mind your step.",,0,,,,,,
titanic,L614447,L614448,1,1,u8463,RUTH,u8450,CAL,RUTH: So this is the ship they say is unsinkable.,So this is the ship they say is unsinkable.,"CAL: Your daughter is much too hard to impress, Ruth. Mind your step.",1,,,,,,"CAL: Your daughter is much too hard to impress, Ruth. Mind your step."
titanic,L614447,L614449,2,2,u8450,CAL,u8463,RUTH,CAL: It is unsinkable. God himself couldn't sink this ship.,It is unsinkable. God himself couldn't sink this ship.,"CAL: Your daughter is much too hard to impress, Ruth. Mind your step.
RUTH: So this is the ship they say is unsinkable.",2,,,,,"CAL: Your daughter is much too hard to impress, Ruth. Mind your step.",RUTH: So this is the ship they say is unsinkable.
titanic,L614458,L614458,0,0,u8450,CAL,,,CAL: Steerage swine. Apparently missed his annual bath.,Steerage swine. Apparently missed his annual bath.,,0,,,,,,
titanic,L614458,L614459,1,1,u8463,RUTH,u8450,CAL,"RUTH: Honestly, Cal, if you weren't forever booking everything at the last instant, we could have gone through the terminal instead of running along the dock like some squalid immigrant family.","Honestly, Cal, if you weren't forever booking everything at the last instant, we could have gone through the terminal instead of running along the dock like some squalid immigrant family.",CAL: Steerage swine. Apparently missed his annual bath.,1,,,,,,CAL: Steerage swine. Apparently missed his annual bath.
titanic,L614458,L614460,2,2,u8450,CAL,u8463,RUTH,"CAL: All part of my charm, Ruth. At any rate, it was my darling fiancee's beauty rituals which made us late.","All part of my charm, Ruth. At any rate, it was my darling fiancee's beauty rituals which made us late.","CAL: Steerage swine. Apparently missed his annual bath.
RUTH: Honestly, Cal, if you weren't forever booking everything at the last instant, we could have gone through the terminal instead of running along the dock like some squalid immigrant family.",2,,,,,CAL: Steerage swine. Apparently missed his annual bath.,"RUTH: Honestly, Cal, if you weren't forever booking everything at the last instant, we could have gone through the terminal instead of running along the dock like some squalid immigrant family."
titanic,L614461,L614461,0,0,u8462,ROSE,,,ROSE: You told me to change.,You told me to change.,,0,,,,,,
titanic,L614461,L614462,1,1,u8450,CAL,u8462,ROSE,"CAL: I couldn't let you wear black on sailing day, sweetpea. It's bad luck.","I couldn't let you wear black on sailing day, sweetpea. It's bad luck.",ROSE: You told me to change.,1,,,,,,ROSE: You told me to change.
titanic,L614461,L614463,2,2,u8462,ROSE,u8450,CAL,ROSE: I felt like black.,I felt like black.,"ROSE: You told me to change.
CAL: I couldn't let you wear black on sailing day, sweetpea. It's bad luck.",2,,,,,ROSE: You told me to change.,"CAL: I couldn't let you wear black on sailing day, sweetpea. It's bad luck."
titanic,L614471,L614471,0,0,u8455,JACK,,,"JACK: Let's see... Fabrizio's got niente. Olaf, you've got squat. Sven, uh oh... two pair... mmm. Sorry Fabrizio.","Let's see... Fabrizio's got niente. Olaf, you've got squat. Sven, uh oh... two pair... mmm. Sorry Fabrizio.",,0,,,,,,
titanic,L614471,L614472,1,1,u8451,FABRIZIO,u8455,JACK,FABRIZIO: What sorry? What you got? You lose my money?? Ma va fa'n culo testa di cazzo --,What sorry? What you got? You lose my money?? Ma va fa'n culo testa di cazzo --,"JACK: Let's see... Fabrizio's got niente. Olaf, you've got squat. Sven, uh oh... two pair... mmm. Sorry Fabrizio.",1,,,,,,"JACK: Let's see... Fabrizio's got niente. Olaf, you've got squat. Sven, uh oh... two pair... mmm. Sorry Fabrizio."
titanic,L614471,L614473,2,2,u8455,JACK,u8451,FABRIZIO,"JACK: Sorry, you're not gonna see your mama again for a long time...","Sorry, you're not gonna see your mama again for a long time...","JACK: Let's see... Fabrizio's got niente. Olaf, you've got squat. Sven, uh oh... two pair... mmm. Sorry Fabrizio.
FABRIZIO: What sorry? What you got? You lose my money?? Ma va fa'n culo testa di cazzo --",2,,,,,"JACK: Let's see... Fabrizio's got niente. Olaf, you've got squat. Sven, uh oh... two pair... mmm. Sorry Fabrizio.",FABRIZIO: What sorry? What you got? You lose my money?? Ma va fa'n culo testa di cazzo --
titanic,L614474,L614474,0,0,u8455,JACK,,,JACK: 'Cause you're goin' to America!! Full house boys!,'Cause you're goin' to America!! Full house boys!,,0,,,,,,
titanic,L614474,L614475,1,1,u8451,FABRIZIO,u8455,JACK,FABRIZIO: Porca Madonna!! YEEAAAAA!!!,Porca Madonna!! YEEAAAAA!!!,JACK: 'Cause you're goin' to America!! Full house boys!,1,,,,,,JACK: 'Cause you're goin' to America!! Full house boys!
titanic,L614478,L614478,0,0,u8455,JACK,,,"JACK: Goin' home... to the land o' the free and the home of the real hot- dogs! On the TITANIC!! We're ridin' in high style now! We're practically goddamned royalty, ragazzo mio!!","Goin' home... to the land o' the free and the home of the real hot- dogs! On the TITANIC!! We're ridin' in high style now! We're practically goddamned royalty, ragazzo mio!!",,0,,,,,,
titanic,L614478,L614479,1,1,u8451,FABRIZIO,u8455,JACK,FABRIZIO: You see? Is my destinio!! Like I told you. I go to l'America!! To be a millionaire!! Capito?? I go to America!!,You see? Is my destinio!! Like I told you. I go to l'America!! To be a millionaire!! Capito?? I go to America!!,"JACK: Goin' home... to the land o' the free and the home of the real hot- dogs! On the TITANIC!! We're ridin' in high style now! We're practically goddamned royalty, ragazzo mio!!",1,,,,,,"JACK: Goin' home... to the land o' the free and the home of the real hot- dogs! On the TITANIC!! We're ridin' in high style now! We're practically goddamned royalty, ragazzo mio!!"
titanic,L614490,L614490,0,0,u8451,FABRIZIO,,,FABRIZIO: You know somebody?,You know somebody?,,0,,,,,,
titanic,L614490,L614491,1,1,u8455,JACK,u8451,FABRIZIO,JACK: Of course not. That's not the point. Goodbye! Goodbye!! I'll miss you!,Of course not. That's not the point. Goodbye! Goodbye!! I'll miss you!,FABRIZIO: You know somebody?,1,,,,,,FABRIZIO: You know somebody?
titanic,L614494,L614494,0,0,u8450,CAL,,,CAL: Those mud puddles were certainly a waste of money.,Those mud puddles were certainly a waste of money.,,0,,,,,,
titanic,L614494,L614495,1,1,u8462,ROSE,u8450,CAL,ROSE: You're wrong. They're fascinating. Like in a dream... there's truth without logic. What's his name again...? Picasso.,You're wrong. They're fascinating. Like in a dream... there's truth without logic. What's his name again...? Picasso.,CAL: Those mud puddles were certainly a waste of money.,1,,,,,,CAL: Those mud puddles were certainly a waste of money.
titanic,L614494,L614496,2,2,u8450,CAL,u8462,ROSE,"CAL: He'll never amount to a thing, trust me. At least they were cheap.","He'll never amount to a thing, trust me. At least they were cheap.","CAL: Those mud puddles were certainly a waste of money.
ROSE: You're wrong. They're fascinating. Like in a dream... there's truth without logic. What's his name again...? Picasso.",2,,,,,CAL: Those mud puddles were certainly a waste of money.,ROSE: You're wrong. They're fascinating. Like in a dream... there's truth without logic. What's his name again...? Picasso.
titanic,L614514,L614514,0,0,u8463,RUTH,,,"RUTH: You know I don't like that, Rose.","You know I don't like that, Rose.",,0,,,,,,
titanic,L614514,L614515,1,1,u8450,CAL,u8463,RUTH,CAL: She knows.,She knows.,"RUTH: You know I don't like that, Rose.",1,,,,,,"RUTH: You know I don't like that, Rose."
titanic,L614520,L614520,0,0,u8463,RUTH,,,"RUTH: My God, Rose, what's gotten into --","My God, Rose, what's gotten into --",,0,,,,,,
titanic,L614520,L614521,1,1,u8462,ROSE,u8463,RUTH,ROSE: Excuse me.,Excuse me.,"RUTH: My God, Rose, what's gotten into --",1,,,,,,"RUTH: My God, Rose, what's gotten into --"
titanic,L614532,L614532,0,0,u8455,JACK,,,JACK: Take my hand. I'll pull you back in.,Take my hand. I'll pull you back in.,,0,,,,,,
titanic,L614532,L614533,1,1,u8462,ROSE,u8455,JACK,ROSE: No! Stay where you are. I mean it. I'll let go.,No! Stay where you are. I mean it. I'll let go.,JACK: Take my hand. I'll pull you back in.,1,,,,,,JACK: Take my hand. I'll pull you back in.
titanic,L614532,L614534,2,2,u8455,JACK,u8462,ROSE,JACK: No you won't.,No you won't.,"JACK: Take my hand. I'll pull you back in.
ROSE: No! Stay where you are. I mean it. I'll let go.",2,,,,,JACK: Take my hand. I'll pull you back in.,ROSE: No! Stay where you are. I mean it. I'll let go.
titanic,L614532,L614535,3,3,u8462,ROSE,u8455,JACK,ROSE: What do you mean no I won't? Don't presume to tell me what I will and will not do. You don't know me.,What do you mean no I won't? Don't presume to tell me what I will and will not do. You don't know me.,"JACK: Take my hand. I'll pull you back in.
ROSE: No! Stay where you are. I mean it. I'll let go.
JACK: No you won't.",3,,,,JACK: Take my hand. I'll pull you back in.,ROSE: No! Stay where you are. I mean it. I'll let go.,JACK: No you won't.
titanic,L614532,L614536,4,4,u8455,JACK,u8462,ROSE,"JACK: You would have done it already. Now come on, take my hand.","You would have done it already. Now come on, take my hand.","JACK: Take my hand. I'll pull you back in.
ROSE: No! Stay where you are. I mean it. I'll let go.
JACK: No you won't.
ROSE: What do you mean no I won't? Don't presume to tell me what I will and will not do. You don't know me.",4,,,JACK: Take my hand. I'll pull you back in.,ROSE: No! Stay where you are. I mean it. I'll let go.,JACK: No you won't.,ROSE: What do you mean no I won't? Don't presume to tell me what I will and will not do. You don't know me.
titanic,L614537,L614537,0,0,u8462,ROSE,,,ROSE: You're distracting me. Go away.,You're distracting me. Go away.,,0,,,,,,
titanic,L614537,L614538,1,1,u8455,JACK,u8462,ROSE,JACK: I can't. I'm involved now. If you let go I have to jump in after you.,I can't. I'm involved now. If you let go I have to jump in after you.,ROSE: You're distracting me. Go away.,1,,,,,,ROSE: You're distracting me. Go away.
titanic,L614537,L614539,2,2,u8462,ROSE,u8455,JACK,ROSE: Don't be absurd. You'll be killed.,Don't be absurd. You'll be killed.,"ROSE: You're distracting me. Go away.
JACK: I can't. I'm involved now. If you let go I have to jump in after you.",2,,,,,ROSE: You're distracting me. Go away.,JACK: I can't. I'm involved now. If you let go I have to jump in after you.
titanic,L614541,L614541,0,0,u8462,ROSE,,,ROSE: The fall alone would kill you.,The fall alone would kill you.,,0,,,,,,
titanic,L614541,L614542,1,1,u8455,JACK,u8462,ROSE,JACK: It would hurt. I'm not saying it wouldn't. To be honest I'm a lot more concerned about the water being so cold.,It would hurt. I'm not saying it wouldn't. To be honest I'm a lot more concerned about the water being so cold.,ROSE: The fall alone would kill you.,1,,,,,,ROSE: The fall alone would kill you.
titanic,L614543,L614543,0,0,u8462,ROSE,,,ROSE: How cold?,How cold?,,0,,,,,,
titanic,L614543,L614544,1,1,u8455,JACK,u8462,ROSE,JACK: Freezing. Maybe a couple degrees over.,Freezing. Maybe a couple degrees over.,ROSE: How cold?,1,,,,,,ROSE: How cold?
titanic,L614545,L614545,0,0,u8455,JACK,,,JACK: Ever been to Wisconsin?,Ever been to Wisconsin?,,0,,,,,,
titanic,L614545,L614546,1,1,u8462,ROSE,u8455,JACK,ROSE: No.,No.,JACK: Ever been to Wisconsin?,1,,,,,,JACK: Ever been to Wisconsin?
titanic,L614545,L614547,2,2,u8455,JACK,u8462,ROSE,"JACK: Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --","Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --","JACK: Ever been to Wisconsin?
ROSE: No.",2,,,,,JACK: Ever been to Wisconsin?,ROSE: No.
titanic,L614545,L614548,3,3,u8462,ROSE,u8455,JACK,ROSE: I know what ice fishing is!,I know what ice fishing is!,"JACK: Ever been to Wisconsin?
ROSE: No.
JACK: Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --",3,,,,JACK: Ever been to Wisconsin?,ROSE: No.,"JACK: Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --"
titanic,L614545,L614549,4,4,u8455,JACK,u8462,ROSE,"JACK: Sorry. Just... you look like kind of an indoor girl. Anyway, I went through some thin ice and I'm tellin' ya, water that cold... like that right down there... it hits you like a thousand knives all over your body. You can't breath, you can't think... least not about anything but the pain. Which is why I'm not looking forward to jumping in after you. But like I said, I don't see a choice. I guess I'm kinda hoping you'll come back over the rail and get me off the hook here.","Sorry. Just... you look like kind of an indoor girl. Anyway, I went through some thin ice and I'm tellin' ya, water that cold... like that right down there... it hits you like a thousand knives all over your body. You can't breath, you can't think... least not about anything but the pain. Which is why I'm not looking forward to jumping in after you. But like I said, I don't see a choice. I guess I'm kinda hoping you'll come back over the rail and get me off the hook here.","JACK: Ever been to Wisconsin?
ROSE: No.
JACK: Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --
ROSE: I know what ice fishing is!",4,,,JACK: Ever been to Wisconsin?,ROSE: No.,"JACK: Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --",ROSE: I know what ice fishing is!
titanic,L614545,L614550,5,5,u8462,ROSE,u8455,JACK,ROSE: You're crazy.,You're crazy.,"JACK: Ever been to Wisconsin?
ROSE: No.
JACK: Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --
ROSE: I know what ice fishing is!
JACK: Sorry. Just... you look like kind of an indoor girl. Anyway, I went through some thin ice and I'm tellin' ya, water that cold... like that right down there... it hits you like a thousand knives all over your body. You can't breath, you can't think... least not about anything but the pain. Which is why I'm not looking forward to jumping in after you. But like I said, I don't see a choice. I guess I'm kinda hoping you'll come back over the rail and get me off the hook here.",5,,JACK: Ever been to Wisconsin?,ROSE: No.,"JACK: Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --",ROSE: I know what ice fishing is!,"JACK: Sorry. Just... you look like kind of an indoor girl. Anyway, I went through some thin ice and I'm tellin' ya, water that cold... like that right down there... it hits you like a thousand knives all over your body. You can't breath, you can't think... least not about anything but the pain. Which is why I'm not looking forward to jumping in after you. But like I said, I don't see a choice. I guess I'm kinda hoping you'll come back over the rail and get me off the hook here."
