movie_name,movie_idx,conversation_id,utterance_id,timestamp,turn_index,utterance_order,speaker_id,speaker_name,reply_to,listener_id,listener_name,text
titanic,m574,L614398,L614400,,2,2,u8447,BODINE,L614399,u8460,LOVETT,"Okay, so she's a very old goddamned liar. I traced her as far back as the 20's... she was working as an actress in L.A. An actress. Her name was Rose Dawson. Then she married a guy named Calvert, moved to Cedar Rapids, had two kids. Now Calvert's dead, and from what I've heard Cedar Rapids is dead."
titanic,m574,L614403,L614403,,0,0,u8460,LOVETT,,,,Is your stateroom alright?
titanic,m574,L614403,L614404,,1,1,u8462,ROSE,L614403,u8460,LOVETT,"Yes. Very nice. Have you met my granddaughter, Lizzy? She takes care of me."
titanic,m574,L614407,L614407,,0,0,u8462,ROSE,,,,"There, that's nice. I have to have my pictures when I travel. And Freddy of course. Isn't that right, sweetie."
titanic,m574,L614407,L614408,,1,1,u8460,LOVETT,L614407,u8462,ROSE,Would you like anything?
titanic,m574,L614407,L614409,,2,2,u8462,ROSE,L614408,u8460,LOVETT,I should like to see my drawing.
titanic,m574,L614410,L614410,,0,0,u8460,LOVETT,,,,"Louis the Sixteenth wore a fabulous stone, called the Blue Diamond of the Crown, which disappeared in 1792, about the time Louis lost everything from the neck up. The theory goes that the crown diamond was chopped too... recut into a heart-like shape... and it became Le Coeur de la Mer. The Heart of the Ocean. Today it would be worth more than the Hope Diamond."
titanic,m574,L614410,L614411,,1,1,u8462,ROSE,L614410,u8460,LOVETT,"It was a dreadful, heavy thing. I only wore it this once."
titanic,m574,L614414,L614414,,0,0,u8460,LOVETT,,,,"I tracked it down through insurance records... and old claim that was settled under terms of absolute secrecy. Do you know who the claiment was, Rose?"
titanic,m574,L614414,L614415,,1,1,u8462,ROSE,L614414,u8460,LOVETT,"Someone named Hockley, I should imagine."
titanic,m574,L614414,L614416,,2,2,u8460,LOVETT,L614415,u8462,ROSE,"Nathan Hockley, right. Pittsburgh steel tycoon. For a diamond necklace his son Caledon Hockley bought in France for his fiancee... you... a week before he sailed on Titanic. And the claim was filed right after the sinking. So the diamond had to've gone down with the ship. See the date?"
titanic,m574,L614417,L614417,,0,0,u8458,LIZZY,,,,"April 14, 1912."
titanic,m574,L614417,L614418,,1,1,u8460,LOVETT,L614417,u8458,LIZZY,"If your grandma is who she says she is, she was wearing the diamond the day Titanic sank. And that makes you my new best friend. I will happily compensate you for anything you can tell us that will lead to its recovery."
titanic,m574,L614429,L614429,,0,0,u8447,BODINE,,,,"We've put together the world's largest database on the Titanic. Okay, here..."
titanic,m574,L614429,L614430,,1,1,u8460,LOVETT,L614429,u8447,BODINE,"Rose might not want to see this, Lewis."
titanic,m574,L614441,L614441,,0,0,u8462,ROSE,,,,It's been 84 years...
titanic,m574,L614441,L614442,,1,1,u8460,LOVETT,L614441,u8462,ROSE,Just tell us what you can --
titanic,m574,L614441,L614443,,2,2,u8462,ROSE,L614442,u8460,LOVETT,It's been 84 years... and I can still smell the fresh paint. The china had never been used. The sheets had never been slept in.
titanic,m574,L614447,L614447,,0,0,u8450,CAL,,,,"Your daughter is much too hard to impress, Ruth. Mind your step."
titanic,m574,L614447,L614448,,1,1,u8463,RUTH,L614447,u8450,CAL,So this is the ship they say is unsinkable.
titanic,m574,L614447,L614449,,2,2,u8450,CAL,L614448,u8463,RUTH,It is unsinkable. God himself couldn't sink this ship.
titanic,m574,L614458,L614458,,0,0,u8450,CAL,,,,Steerage swine. Apparently missed his annual bath.
titanic,m574,L614458,L614459,,1,1,u8463,RUTH,L614458,u8450,CAL,"Honestly, Cal, if you weren't forever booking everything at the last instant, we could have gone through the terminal instead of running along the dock like some squalid immigrant family."
titanic,m574,L614458,L614460,,2,2,u8450,CAL,L614459,u8463,RUTH,"All part of my charm, Ruth. At any rate, it was my darling fiancee's beauty rituals which made us late."
titanic,m574,L614461,L614461,,0,0,u8462,ROSE,,,,You told me to change.
titanic,m574,L614461,L614462,,1,1,u8450,CAL,L614461,u8462,ROSE,"I couldn't let you wear black on sailing day, sweetpea. It's bad luck."
titanic,m574,L614461,L614463,,2,2,u8462,ROSE,L614462,u8450,CAL,I felt like black.
titanic,m574,L614471,L614471,,0,0,u8455,JACK,,,,"Let's see... Fabrizio's got niente. Olaf, you've got squat. Sven, uh oh... two pair... mmm. Sorry Fabrizio."
titanic,m574,L614471,L614472,,1,1,u8451,FABRIZIO,L614471,u8455,JACK,What sorry? What you got? You lose my money?? Ma va fa'n culo testa di cazzo --
titanic,m574,L614471,L614473,,2,2,u8455,JACK,L614472,u8451,FABRIZIO,"Sorry, you're not gonna see your mama again for a long time..."
titanic,m574,L614474,L614474,,0,0,u8455,JACK,,,,'Cause you're goin' to America!! Full house boys!
titanic,m574,L614474,L614475,,1,1,u8451,FABRIZIO,L614474,u8455,JACK,Porca Madonna!! YEEAAAAA!!!
titanic,m574,L614478,L614478,,0,0,u8455,JACK,,,,"Goin' home... to the land o' the free and the home of the real hot- dogs! On the TITANIC!! We're ridin' in high style now! We're practically goddamned royalty, ragazzo mio!!"
titanic,m574,L614478,L614479,,1,1,u8451,FABRIZIO,L614478,u8455,JACK,You see? Is my destinio!! Like I told you. I go to l'America!! To be a millionaire!! Capito?? I go to America!!
titanic,m574,L614490,L614490,,0,0,u8451,FABRIZIO,,,,You know somebody?
titanic,m574,L614490,L614491,,1,1,u8455,JACK,L614490,u8451,FABRIZIO,Of course not. That's not the point. Goodbye! Goodbye!! I'll miss you!
titanic,m574,L614494,L614494,,0,0,u8450,CAL,,,,Those mud puddles were certainly a waste of money.
titanic,m574,L614494,L614495,,1,1,u8462,ROSE,L614494,u8450,CAL,You're wrong. They're fascinating. Like in a dream... there's truth without logic. What's his name again...? Picasso.
titanic,m574,L614494,L614496,,2,2,u8450,CAL,L614495,u8462,ROSE,"He'll never amount to a thing, trust me. At least they were cheap."
titanic,m574,L614514,L614514,,0,0,u8463,RUTH,,,,"You know I don't like that, Rose."
titanic,m574,L614514,L614515,,1,1,u8450,CAL,L614514,u8463,RUTH,She knows.
titanic,m574,L614520,L614520,,0,0,u8463,RUTH,,,,"My God, Rose, what's gotten into --"
titanic,m574,L614520,L614521,,1,1,u8462,ROSE,L614520,u8463,RUTH,Excuse me.
titanic,m574,L614532,L614532,,0,0,u8455,JACK,,,,Take my hand. I'll pull you back in.
titanic,m574,L614532,L614533,,1,1,u8462,ROSE,L614532,u8455,JACK,No! Stay where you are. I mean it. I'll let go.
titanic,m574,L614532,L614534,,2,2,u8455,JACK,L614533,u8462,ROSE,No you won't.
titanic,m574,L614532,L614535,,3,3,u8462,ROSE,L614534,u8455,JACK,What do you mean no I won't? Don't presume to tell me what I will and will not do. You don't know me.
titanic,m574,L614532,L614536,,4,4,u8455,JACK,L614535,u8462,ROSE,"You would have done it already. Now come on, take my hand."
titanic,m574,L614537,L614537,,0,0,u8462,ROSE,,,,You're distracting me. Go away.
titanic,m574,L614537,L614538,,1,1,u8455,JACK,L614537,u8462,ROSE,I can't. I'm involved now. If you let go I have to jump in after you.
titanic,m574,L614537,L614539,,2,2,u8462,ROSE,L614538,u8455,JACK,Don't be absurd. You'll be killed.
titanic,m574,L614541,L614541,,0,0,u8462,ROSE,,,,The fall alone would kill you.
titanic,m574,L614541,L614542,,1,1,u8455,JACK,L614541,u8462,ROSE,It would hurt. I'm not saying it wouldn't. To be honest I'm a lot more concerned about the water being so cold.
titanic,m574,L614543,L614543,,0,0,u8462,ROSE,,,,How cold?
titanic,m574,L614543,L614544,,1,1,u8455,JACK,L614543,u8462,ROSE,Freezing. Maybe a couple degrees over.
titanic,m574,L614545,L614545,,0,0,u8455,JACK,,,,Ever been to Wisconsin?
titanic,m574,L614545,L614546,,1,1,u8462,ROSE,L614545,u8455,JACK,No.
titanic,m574,L614545,L614547,,2,2,u8455,JACK,L614546,u8462,ROSE,"Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --"
titanic,m574,L614545,L614548,,3,3,u8462,ROSE,L614547,u8455,JACK,I know what ice fishing is!
titanic,m574,L614545,L614549,,4,4,u8455,JACK,L614548,u8462,ROSE,"Sorry. Just... you look like kind of an indoor girl. Anyway, I went through some thin ice and I'm tellin' ya, water that cold... like that right down there... it hits you like a thousand knives all over your body. You can't breath, you can't think... least not about anything but the pain. Which is why I'm not looking forward to jumping in after you. But like I said, I don't see a choice. I guess I'm kinda hoping you'll come back over the rail and get me off the hook here."
titanic,m574,L614545,L614550,,5,5,u8462,ROSE,L614549,u8455,JACK,You're crazy.
titanic,m574,L614545,L614551,,6,6,u8455,JACK,L614550,u8462,ROSE,"That's what everybody says. But with all due respect, I'm not the one hanging off the back of a ship."
titanic,m574,L614554,L614554,,0,0,u8455,JACK,,,,I'm Jack Dawson.
titanic,m574,L614554,L614555,,1,1,u8462,ROSE,L614554,u8455,JACK,"Pleased to meet you, Mr. Dawson."
titanic,m574,L614556,L614556,,0,0,u8462,ROSE,,,,HELP! HELP!!
titanic,m574,L614556,L614557,,1,1,u8455,JACK,L614556,u8462,ROSE,I've got you. I won't let go.
titanic,m574,L614560,L614560,,0,0,u8450,CAL,,,,"What made you think you could put your hands on my fiancee?! Look at me, you filth! What did you think you were doing?!"
titanic,m574,L614560,L614561,,1,1,u8462,ROSE,L614560,u8450,CAL,"Cal, stop! It was an accident."
titanic,m574,L614560,L614562,,2,2,u8450,CAL,L614561,u8462,ROSE,An accident?!
titanic,m574,L614560,L614563,,3,3,u8462,ROSE,L614562,u8450,CAL,It was... stupid really. I was leaning over and I slipped.
titanic,m574,L614564,L614564,,0,0,u8462,ROSE,,,,"I was leaning way over, to see the... ah... propellers. And I slipped and I would have gone overboard... and Mr. Dawson here saved me and he almost went over himself."
titanic,m574,L614564,L614565,,1,1,u8450,CAL,L614564,u8462,ROSE,You wanted to see the propellers?
titanic,m574,L614573,L614573,,0,0,u8462,ROSE,,,,Is that the going rate for saving the woman you love?
titanic,m574,L614573,L614574,,1,1,u8450,CAL,L614573,u8462,ROSE,Rose is displeased. Mmm... what to do?
titanic,m574,L614575,L614575,,0,0,u8450,CAL,,,,"I know. Perhaps you could join us for dinner tomorrow, to regale our group with your heroic tale?"
titanic,m574,L614575,L614576,,1,1,u8455,JACK,L614575,u8450,CAL,Sure. Count me in.
titanic,m574,L614575,L614577,,2,2,u8450,CAL,L614576,u8455,JACK,Good. Settled then.
titanic,m574,L614578,L614578,,0,0,u8450,CAL,,,,This should be amusing.
titanic,m574,L614578,L614579,,1,1,u8455,JACK,L614578,u8450,CAL,Can I bum a cigarette?
titanic,m574,L614583,L614583,,0,0,u8462,ROSE,,,,My God... Cal. Is it a --
titanic,m574,L614583,L614584,,1,1,u8450,CAL,L614583,u8462,ROSE,Diamond. Yes it is. 56 carats.
titanic,m574,L614585,L614585,,0,0,u8450,CAL,,,,"It was once worn by Louis the Sixteenth. They call it Le Coeur de la Mer, the --"
titanic,m574,L614585,L614586,,1,1,u8462,ROSE,L614585,u8450,CAL,"The Heart of the Ocean. Cal, it's... it's overwhelming."
titanic,m574,L614591,L614591,,0,0,u8462,ROSE,,,,"I can still feel its weight. If you could have felt it, not just seen it..."
titanic,m574,L614591,L614592,,1,1,u8460,LOVETT,L614591,u8462,ROSE,"Well, that's the general idea, my dear."
titanic,m574,L614593,L614593,,0,0,u8447,BODINE,,,,So let me get this right. You were gonna kill yourself by jumping off the Titanic? That's great!
titanic,m574,L614593,L614594,,1,1,u8460,LOVETT,L614593,u8447,BODINE,Lewis...
titanic,m574,L614596,L614596,,0,0,u8460,LOVETT,,,,"Rose, tell us more about the diamond. What did Hockley do with it after that?"
titanic,m574,L614596,L614597,,1,1,u8462,ROSE,L614596,u8460,LOVETT,"I'm afraid I'm feeling a little tired, Mr. Lovett."
titanic,m574,L614598,L614598,,0,0,u8460,LOVETT,,,,"Wait! Can you give us something go on, here. Like who had access to the safe. What about this Lovejoy guy? The valet. Did he have the combination?"
titanic,m574,L614598,L614599,,1,1,u8458,LIZZY,L614598,u8460,LOVETT,That's enough.
titanic,m574,L614604,L614604,,0,0,u8448,BROCK,,,,"Hey, Lizzy. I need to talk to you for a second."
titanic,m574,L614604,L614605,,1,1,u8458,LIZZY,L614604,u8448,BROCK,Don't you mean work me?
titanic,m574,L614604,L614606,,2,2,u8448,BROCK,L614605,u8458,LIZZY,"Look, I'm running out of time. I need your help."
titanic,m574,L614604,L614607,,3,3,u8458,LIZZY,L614606,u8448,BROCK,I'm not going to help you browbeat my hundred and one year old grandmother. I came down here to tell you to back off.
titanic,m574,L614604,L614608,,4,4,u8448,BROCK,L614607,u8458,LIZZY,Lizzy... you gotta understand something. I've bet it all to find the Heart of the Ocean. I've got all my dough tied up in this thing. My wife even divorced me over this hunt. I need what's locked inside your grandma's memory. You see this? Right here?
titanic,m574,L614609,L614609,,0,0,u8458,LIZZY,,,,What?
titanic,m574,L614609,L614610,,1,1,u8448,BROCK,L614609,u8458,LIZZY,That's the shape my hand's gonna be when I hold that thing. You understand? I'm not leaving here without it.
titanic,m574,L614609,L614611,,2,2,u8458,LIZZY,L614610,u8448,BROCK,"Look, Brock, she's going to do this her way, in her own time. Don't forget, she contacted you. She's out here for her own reasons, God knows what they are."
titanic,m574,L614612,L614612,,0,0,u8460,LOVETT,,,,Maybe she wants to make peace with the past.
titanic,m574,L614612,L614613,,1,1,u8458,LIZZY,L614612,u8460,LOVETT,"What past? She has never once, not once, ever said a word about being on the Titanic until two days ago."
titanic,m574,L614612,L614614,,2,2,u8460,LOVETT,L614613,u8458,LIZZY,Then we're all meeting your grandmother for the first time.
titanic,m574,L614612,L614615,,3,3,u8458,LIZZY,L614614,u8460,LOVETT,You think she was really there?
titanic,m574,L614612,L614616,,4,4,u8460,LOVETT,L614615,u8458,LIZZY,"Oh, yeah. Yeah, I'm a believer. She was there."
titanic,m574,L614622,L614622,,0,0,u8455,JACK,,,,Hello again.
titanic,m574,L614622,L614623,,1,1,u8462,ROSE,L614622,u8455,JACK,Could I speak to you in private?
titanic,m574,L614622,L614624,,2,2,u8455,JACK,L614623,u8462,ROSE,"Uh, yes. Of course. After you."
titanic,m574,L614625,L614625,,0,0,u8455,JACK,,,,"So, you got a name by the way?"
titanic,m574,L614625,L614626,,1,1,u8462,ROSE,L614625,u8455,JACK,Rose. Rose DeWitt Bukater.
titanic,m574,L614625,L614627,,2,2,u8455,JACK,L614626,u8462,ROSE,That's quite a moniker. I may hafta get you to write that down.
titanic,m574,L614628,L614628,,0,0,u8462,ROSE,,,,"Mr. Dawson, I --"
titanic,m574,L614628,L614629,,1,1,u8455,JACK,L614628,u8462,ROSE,Jack.
titanic,m574,L614628,L614630,,2,2,u8462,ROSE,L614629,u8455,JACK,Jack... I feel like such an idiot. It took me all morning to get up the nerve to face you.
titanic,m574,L614628,L614631,,3,3,u8455,JACK,L614630,u8462,ROSE,"Well, here you are."
titanic,m574,L614628,L614632,,4,4,u8462,ROSE,L614631,u8455,JACK,Here I am. I... I want to thank you for what you did. Not just for... for pulling me back. But for your discretion.
titanic,m574,L614628,L614633,,5,5,u8455,JACK,L614632,u8462,ROSE,You're welcome. Rose.
titanic,m574,L614628,L614634,,6,6,u8462,ROSE,L614633,u8455,JACK,"Look, I know what you must be thinking! Poor little rich girl. What does she know about misery?"
titanic,m574,L614628,L614635,,7,7,u8455,JACK,L614634,u8462,ROSE,That's not what I was thinking. What I was thinking was... what could have happened to hurt this girl so much she though she had no way out.
titanic,m574,L614628,L614636,,8,8,u8462,ROSE,L614635,u8455,JACK,"I don't... it wasn't just one thing. It was everything. It was them, it was their whole world. And I was trapped in it, like an insect in amber. I just had to get away... just run and run and run... and then I was at the back rail and there was no more ship... even the Titanic wasn't big enough. Not enough to get away from them. And before I'd really though about it, I was over the rail. I was so furious. I'll show them. They'll be sorry!"
titanic,m574,L614628,L614637,,9,9,u8455,JACK,L614636,u8462,ROSE,Uh huh. They'll be sorry. 'Course you'll be dead.
titanic,m574,L614628,L614638,,10,10,u8462,ROSE,L614637,u8455,JACK,"Oh God, I am such an utter fool."
titanic,m574,L614628,L614639,,11,11,u8455,JACK,L614638,u8462,ROSE,"That penguin last night, is he one of them?"
titanic,m574,L614628,L614640,,12,12,u8462,ROSE,L614639,u8455,JACK,"Penguin? Oh, Cal! He is them."
titanic,m574,L614628,L614641,,13,13,u8455,JACK,L614640,u8462,ROSE,Is he your boyfriend?
titanic,m574,L614628,L614642,,14,14,u8462,ROSE,L614641,u8455,JACK,Worse I'm afraid.
titanic,m574,L614644,L614644,,0,0,u8455,JACK,,,,So you feel like you're stuck on a train you can't get off 'cause you're marryin' this fella.
titanic,m574,L614644,L614645,,1,1,u8462,ROSE,L614644,u8455,JACK,"Yes, exactly!"
titanic,m574,L614644,L614646,,2,2,u8455,JACK,L614645,u8462,ROSE,So don't marry him.
titanic,m574,L614644,L614647,,3,3,u8462,ROSE,L614646,u8455,JACK,If only it were that simple.
titanic,m574,L614644,L614648,,4,4,u8455,JACK,L614647,u8462,ROSE,It is that simple.
titanic,m574,L614644,L614649,,5,5,u8462,ROSE,L614648,u8455,JACK,"Oh, Jack... please don't judge me until you've seen my world."
titanic,m574,L614644,L614650,,6,6,u8455,JACK,L614649,u8462,ROSE,"Well, I guess I will tonight."
titanic,m574,L614651,L614651,,0,0,u8462,ROSE,,,,What's this?
titanic,m574,L614651,L614652,,1,1,u8455,JACK,L614651,u8462,ROSE,Just some sketches.
titanic,m574,L614651,L614653,,2,2,u8462,ROSE,L614652,u8455,JACK,May I?
titanic,m574,L614654,L614654,,0,0,u8462,ROSE,,,,"Jack, these are quite good! Really, they are."
titanic,m574,L614654,L614655,,1,1,u8455,JACK,L614654,u8462,ROSE,"Well, they didn't think too much of 'em in Paree."
titanic,m574,L614656,L614656,,0,0,u8462,ROSE,,,,"Oh no! Oh, I'm so sorry. Truly!"
titanic,m574,L614656,L614657,,1,1,u8455,JACK,L614656,u8462,ROSE,"Well, they didn't think too much of 'em in Paree."
titanic,m574,L614661,L614661,,0,0,u8462,ROSE,,,,And these were drawn from life?
titanic,m574,L614661,L614662,,1,1,u8455,JACK,L614661,u8462,ROSE,Yup. That's one of the great things about Paris. Lots of girls willing take their clothes off.
titanic,m574,L614663,L614663,,0,0,u8462,ROSE,,,,You liked this woman. You used her several times.
titanic,m574,L614663,L614664,,1,1,u8455,JACK,L614663,u8462,ROSE,She had beautiful hands.
titanic,m574,L614663,L614665,,2,2,u8462,ROSE,L614664,u8455,JACK,I think you must have had a love affair with her...
titanic,m574,L614663,L614666,,3,3,u8455,JACK,L614665,u8462,ROSE,"No, no! Just with her hands."
titanic,m574,L614663,L614667,,4,4,u8462,ROSE,L614666,u8455,JACK,"You have a gift, Jack. You do. You see people."
titanic,m574,L614663,L614668,,5,5,u8455,JACK,L614667,u8462,ROSE,I see you.
titanic,m574,L614669,L614669,,0,0,u8462,ROSE,,,,And...?
titanic,m574,L614669,L614670,,1,1,u8455,JACK,L614669,u8462,ROSE,You wouldn'ta jumped.
titanic,m574,L614675,L614675,,0,0,u8454,ISMAY,,,,So you've not lit the last four boilers then?
titanic,m574,L614675,L614676,,1,1,u8464,SMITH,L614675,u8454,ISMAY,"No, but we're making excellent time."
titanic,m574,L614675,L614677,,2,2,u8454,ISMAY,L614676,u8464,SMITH,"Captain, the press knows the size of Titanic, let them marvel at her speed too. We must give them something new to print. And the maiden voyage of Titanic must make headlines!"
titanic,m574,L614675,L614678,,3,3,u8464,SMITH,L614677,u8454,ISMAY,I prefer not to push the engines until they've been properly run in.
titanic,m574,L614675,L614679,,4,4,u8454,ISMAY,L614678,u8464,SMITH,"Of course I leave it to your good offices to decide what's best, but what a glorious end to your last crossing if we get into New York Tuesday night and surprise them all. Retire with a bang, eh, E.J.?"
titanic,m574,L614680,L614680,,0,0,u8462,ROSE,,,,"You know, my dream has always been to just chuck it all and become an artist... living in a garret, poor but free!"
titanic,m574,L614680,L614681,,1,1,u8455,JACK,L614680,u8462,ROSE,"You wouldn't last two days. There's no hot water, and hardly ever any caviar."
titanic,m574,L614680,L614682,,2,2,u8462,ROSE,L614681,u8455,JACK,"Listen, buster... I hate caviar! And I'm tired of people dismissing my dreams with a chuckle and a pat on the head."
titanic,m574,L614680,L614683,,3,3,u8455,JACK,L614682,u8462,ROSE,I'm sorry. Really... I am.
titanic,m574,L614680,L614684,,4,4,u8462,ROSE,L614683,u8455,JACK,"Well, alright. There's something in me, Jack. I feel it. I don't know what it is, whether I should be an artist, or, I don't know... a dancer. Like Isadora Duncan.... a wild pagan spirit..."
titanic,m574,L614687,L614687,,0,0,u8462,ROSE,,,,"So then what, Mr. Wandering Jack?"
titanic,m574,L614687,L614688,,1,1,u8455,JACK,L614687,u8462,ROSE,"Well, then logging got to be too much like work, so I went down to Los Angeles to the pier in Santa Monica. That's a swell place, they even have a rollercoaster. I sketched portraits there for ten cents a piece."
titanic,m574,L614687,L614689,,2,2,u8462,ROSE,L614688,u8455,JACK,A whole ten cents?!
titanic,m574,L614687,L614690,,3,3,u8455,JACK,L614689,u8462,ROSE,"Yeah; it was great money... I could make a dollar a day, sometimes. But only in summer. When it got cold, I decided to go to Paris and see what the real artists were doing."
titanic,m574,L614687,L614691,,4,4,u8462,ROSE,L614690,u8455,JACK,"Why can't I be like you Jack? Just head out for the horizon whenever I feel like it. Say we'll go there, sometime... to that pier... even if we only ever just talk about it."
titanic,m574,L614687,L614692,,5,5,u8455,JACK,L614691,u8462,ROSE,"Alright, we're going. We'll drink cheap beer and go on the rollercoaster until we throw up and we'll ride horses on the beach... right in the surf... but you have to ride like a cowboy, none of that side-saddle stuff."
titanic,m574,L614687,L614693,,6,6,u8462,ROSE,L614692,u8455,JACK,You mean one leg on each side? Scandalous! Can you show me?
titanic,m574,L614687,L614694,,7,7,u8455,JACK,L614693,u8462,ROSE,Sure. If you like.
titanic,m574,L614687,L614695,,8,8,u8462,ROSE,L614694,u8455,JACK,I think I would. And teach me to spit too. Like a man. Why should only men be able to spit. It's unfair.
titanic,m574,L614687,L614696,,9,9,u8455,JACK,L614695,u8462,ROSE,"They didn't teach you that in finishing school? Here, it's easy. Watch closely."
titanic,m574,L614700,L614700,,0,0,u8462,ROSE,,,,"Mother, may I introduce Jack Dawson."
titanic,m574,L614700,L614701,,1,1,u8463,RUTH,L614700,u8462,ROSE,"Charmed, I'm sure."
titanic,m574,L614715,L614715,,0,0,u8455,JACK,,,,"I saw that in a nickelodeon once, and I always wanted to do it."
titanic,m574,L614715,L614716,,1,1,u8462,ROSE,L614715,u8455,JACK,"Cal, surely you remember Mr. Dawson."
titanic,m574,L614737,L614737,,0,0,u8450,CAL,,,,Just a soupcon of lemon... ...it improves the flavor with champagne.
titanic,m574,L614737,L614738,,1,1,u8455,JACK,L614737,u8450,CAL,"No caviar for me, thanks. Never did like it much."
titanic,m574,L614754,L614754,,0,0,u8462,ROSE,,,,"Your ship is a wonder, Mr. Andrews. Truly."
titanic,m574,L614754,L614755,,1,1,u8446,ANDREWS,L614754,u8462,ROSE,"Thank you, Rose."
titanic,m574,L614760,L614760,,0,0,u8455,JACK,,,,No thanks. I'm heading back.
titanic,m574,L614760,L614761,,1,1,u8450,CAL,L614760,u8455,JACK,"Probably best. It'll be all business and politics, that sort of thing. Wouldn't interest you. Good of you to come."
titanic,m574,L614762,L614762,,0,0,u8462,ROSE,,,,"Jack, must you go?"
titanic,m574,L614762,L614763,,1,1,u8455,JACK,L614762,u8462,ROSE,Time for my coach to turn back into a pumpkin.
titanic,m574,L614765,L614765,,0,0,u8462,ROSE,,,,"May I cut in, miss?"
titanic,m574,L614765,L614766,,1,1,u8455,JACK,L614765,u8462,ROSE,"You're still my best girl, Cora."
titanic,m574,L614767,L614767,,0,0,u8462,ROSE,,,,I don't know the steps.
titanic,m574,L614767,L614768,,1,1,u8455,JACK,L614767,u8462,ROSE,Just move with me. Don't think.
titanic,m574,L614770,L614770,,0,0,u8455,JACK,,,,How you two doin'?
titanic,m574,L614770,L614771,,1,1,u8451,FABRIZIO,L614770,u8455,JACK,"I don't know what she's say, she don't know what I say, so we get along fine."
titanic,m574,L614780,L614780,,0,0,u8455,JACK,,,,You're not one of them. There's been a mistake.
titanic,m574,L614780,L614781,,1,1,u8462,ROSE,L614780,u8455,JACK,A mistake?
titanic,m574,L614780,L614782,,2,2,u8455,JACK,L614781,u8462,ROSE,Uh huh. You got mailed to the wrong address.
titanic,m574,L614780,L614783,,3,3,u8462,ROSE,L614782,u8455,JACK,"I did, didn't I? Look! A shooting star."
titanic,m574,L614780,L614784,,4,4,u8455,JACK,L614783,u8462,ROSE,"That was a long one. My father used to say that whenever you saw one, it was a soul going to heaven."
titanic,m574,L614780,L614785,,5,5,u8462,ROSE,L614784,u8455,JACK,I like that. Aren't we supposed to wish on it?
titanic,m574,L614789,L614789,,0,0,u8450,CAL,,,,I had hoped you would come to me last night.
titanic,m574,L614789,L614790,,1,1,u8462,ROSE,L614789,u8450,CAL,I was tired.
titanic,m574,L614789,L614791,,2,2,u8450,CAL,L614790,u8462,ROSE,Yes. Your exertions below decks were no doubt exausting.
titanic,m574,L614789,L614792,,3,3,u8462,ROSE,L614791,u8450,CAL,I see you had that undertaker of a manservant follow me.
titanic,m574,L614789,L614793,,4,4,u8450,CAL,L614792,u8462,ROSE,You will never behave like that again! Do you understand?
