movie_name,movie_idx,conversation_id,utterance_id,timestamp,speaker_id,speaker_name,reply_to,listener_id,listener_name,text
dead poets society,m318,L157248,L157250,,u4783,MEEKS,L157249,u4776,CHARLIE,He flatters me so I'll help him with Latin.
dead poets society,m318,L157248,L157251,,u4776,CHARLIE,L157250,u4783,MEEKS,"And English, and trig"
dead poets society,m318,L157258,L157258,,u4785,NEIL,,,,"But father, I'm assistant editor."
dead poets society,m318,L157258,L157259,,u4784,MR. PERRY,L157258,u4785,NEIL,"I'm sorry, Neil."
dead poets society,m318,L157258,L157260,,u4785,NEIL,L157259,u4784,MR. PERRY,"But father, it's not fair."
dead poets society,m318,L157258,L157261,,u4784,MR. PERRY,L157260,u4785,NEIL,"Fellows, would you excuse us a minute?"
dead poets society,m318,L157262,L157262,,u4784,MR. PERRY,,,,"I will not be disputed in public, do you understand me?"
dead poets society,m318,L157262,L157263,,u4785,NEIL,L157262,u4784,MR. PERRY,"Father, I wasn't disputing you."
dead poets society,m318,L157262,L157264,,u4784,MR. PERRY,L157263,u4785,NEIL,"When you've finished medical school and you're on your own, you can do as you please. Until then, you will listen to me."
dead poets society,m318,L157262,L157265,,u4785,NEIL,L157264,u4784,MR. PERRY,Yes sir. I'm sorry.
dead poets society,m318,L157262,L157266,,u4784,MR. PERRY,L157265,u4785,NEIL,"You know what this means to your mother, don't you?"
dead poets society,m318,L157262,L157267,,u4785,NEIL,L157266,u4784,MR. PERRY,Yes sir.
dead poets society,m318,L157268,L157268,,u4785,NEIL,,,,"You know me, always taking on too much."
dead poets society,m318,L157268,L157269,,u4784,MR. PERRY,L157268,u4785,NEIL,Good boy. Call us if you need anything.
dead poets society,m318,L157270,L157270,,u4776,CHARLIE,,,,Why doesn't he let you do what you want?
dead poets society,m318,L157270,L157271,,u4782,KNOX,L157270,u4776,CHARLIE,Yeah! Tell him off! It couldn't get any worse.
dead poets society,m318,L157273,L157273,,u4782,KNOX,,,,Wait a minute. I don't let my parents walk on me.
dead poets society,m318,L157273,L157274,,u4785,NEIL,L157273,u4782,KNOX,"Yeah, you just do everything they say! You'll be in daddy's law firm as sure as I'm standing here. And you'll be approving loans till you croak."
dead poets society,m318,L157275,L157275,,u4776,CHARLIE,,,,"Okay, so I don't like it any more than you do. I'm just saying"
dead poets society,m318,L157275,L157276,,u4785,NEIL,L157275,u4776,CHARLIE,Then don't tell me how to talk to my father when you're the same way. All right?!
dead poets society,m318,L157277,L157277,,u4782,KNOX,,,,"All right. Jesus, what are you gonna do?"
dead poets society,m318,L157277,L157278,,u4785,NEIL,L157277,u4782,KNOX,What I have to do. Screw the annual.
dead poets society,m318,L157279,L157279,,u4783,MEEKS,,,,I certainly wouldn't lose any sleep over it. It's just a bunch of people trying to impress Nolan.
dead poets society,m318,L157279,L157280,,u4785,NEIL,L157279,u4783,MEEKS,Screw it all. I don't give a damn about any of it.
dead poets society,m318,L157281,L157281,,u4776,CHARLIE,,,,"I don't know about anyone else, but I could use a refresher in Latin. Eight o'clock in my room?"
dead poets society,m318,L157281,L157282,,u4785,NEIL,L157281,u4776,CHARLIE,Sure.
dead poets society,m318,L157281,L157283,,u4776,CHARLIE,L157282,u4785,NEIL,"You're welcome to join us, Todd."
dead poets society,m318,L157286,L157286,,u4785,NEIL,,,,So what do you think of my father?
dead poets society,m318,L157286,L157287,,u4788,TODD,L157286,u4785,NEIL,I'll take him over mine.
dead poets society,m318,L157286,L157288,,u4785,NEIL,L157287,u4788,TODD,What?
dead poets society,m318,L157286,L157289,,u4788,TODD,L157288,u4785,NEIL,Nothing.
dead poets society,m318,L157286,L157290,,u4785,NEIL,L157289,u4788,TODD,"Todd, if you're gonna make it around here, you've gotta speak up. The meek might inherit the earth but they don't get into Harvard. know what I mean?"
dead poets society,m318,L157306,L157306,,u4781,KEATING,,,,"Gather ye rosebuds while ye may. The Latin term for that sentiment is ""Carpe Diem."" Anyone know what that means?"
dead poets society,m318,L157306,L157307,,u4783,MEEKS,L157306,u4781,KEATING,Carpe Diem... seize the day.
dead poets society,m318,L157306,L157308,,u4781,KEATING,L157307,u4783,MEEKS,"Very good, Mr._?"
dead poets society,m318,L157306,L157309,,u4783,MEEKS,L157308,u4781,KEATING,Meeks.
dead poets society,m318,L157306,L157310,,u4781,KEATING,L157309,u4783,MEEKS,"Seize the day while you're young, see that you make use of your time. Why does the poet write these lines?"
dead poets society,m318,L157315,L157315,,u4787,PITTS,,,,Weird.
dead poets society,m318,L157315,L157316,,u4785,NEIL,L157315,u4787,PITTS,But different.
dead poets society,m318,L157319,L157319,,u4776,CHARLIE,,,,"Oh come on, Cameron, don't you get anything?"
dead poets society,m318,L157319,L157320,,u4783,MEEKS,L157319,u4776,CHARLIE,How about a trig study group? Right after dinner.
dead poets society,m318,L157325,L157325,,u4782,KNOX,,,,They're friends of my dad. Probably in their nineties or something.
dead poets society,m318,L157325,L157326,,u4785,NEIL,L157325,u4782,KNOX,"Listen, anything's, better than mystery meat."
dead poets society,m318,L157328,L157328,,u4785,NEIL,,,,Want to come to the study group?
dead poets society,m318,L157328,L157329,,u4788,TODD,L157328,u4785,NEIL,Thanks but I'd better do history.
dead poets society,m318,L157341,L157341,,u4778,CHRIS,,,,Pleased to meet you.
dead poets society,m318,L157341,L157342,,u4782,KNOX,L157341,u4778,CHRIS,The pleasure is mine.
dead poets society,m318,L157346,L157346,,u4778,CHRIS,,,,"It's all right, Chet."
dead poets society,m318,L157346,L157347,,u4777,CHET,L157346,u4778,CHRIS,"It's not all right. Come on, Dad"
dead poets society,m318,L157349,L157349,,u4782,KNOX,,,,"So, uh, where are you in school?"
dead poets society,m318,L157349,L157350,,u4778,CHRIS,L157349,u4782,KNOX,"Ridgeway High. How's Henley Hall, Gin?"
dead poets society,m318,L157351,L157351,,u4778,CHRIS,,,,"That's your sister school, right?"
dead poets society,m318,L157351,L157352,,u4782,KNOX,L157351,u4778,CHRIS,Sort of.
dead poets society,m318,L157351,L157353,,u4778,CHRIS,L157352,u4782,KNOX,"You going out for the Henley Hall play? They're doing ""A Midsummer Night's Dream."""
dead poets society,m318,L157357,L157357,,u4777,CHET,,,,Chris. We got it. Let's go.
dead poets society,m318,L157357,L157358,,u4778,CHRIS,L157357,u4777,CHET,"Nice meeting you, Knox. Bye, Gin."
dead poets society,m318,L157364,L157364,,u4776,CHARLIE,,,,How was dinner?
dead poets society,m318,L157364,L157365,,u4782,KNOX,L157364,u4776,CHARLIE,Terrible. Awful! I met the most beautiful girl I've ever seen in my life!
dead poets society,m318,L157366,L157366,,u4785,NEIL,,,,Are you crazy? What's wrong with that?
dead poets society,m318,L157366,L157367,,u4782,KNOX,L157366,u4785,NEIL,She's practically engaged to Chet Danburry. Mr. Mondo Jocko himself.
dead poets society,m318,L157368,L157368,,u4787,PITTS,,,,Too bad.
dead poets society,m318,L157368,L157369,,u4782,KNOX,L157368,u4787,PITTS,It's not too bad. It's a tragedy! Why does she have to be in love with a jerk?!
dead poets society,m318,L157368,L157370,,u4787,PITTS,L157369,u4782,KNOX,"All the good ones go for jerks, you know that. Forget her. Take out your trig book and figure out problem twelve."
dead poets society,m318,L157368,L157371,,u4782,KNOX,L157370,u4787,PITTS,"I can't just forget her, Pitts. And I certainly can't think about math!"
dead poets society,m318,L157375,L157375,,u4782,KNOX,,,,You really think I should forget her?
dead poets society,m318,L157375,L157376,,u4787,PITTS,L157375,u4782,KNOX,You have another choice.
dead poets society,m318,L157384,L157384,,u4783,MEEKS,,,,The hoi polloi. Doesn't it mean the herd?
dead poets society,m318,L157384,L157385,,u4781,KEATING,L157384,u4783,MEEKS,"Precisely, Meeks. Greek for the herd. However, be warned that, when you say ""the hoi polloi"" you are actually saying the the herd. Indicating that you too are ""hoi polloi."""
dead poets society,m318,L157394,L157394,,u4776,CHARLIE,,,,"Thigh man? Mr. ""K"" was a hell raiser."
dead poets society,m318,L157394,L157395,,u4782,KNOX,L157394,u4776,CHARLIE,What is the Dead Poets Society?
dead poets society,m318,L157396,L157396,,u4783,MEEKS,,,,Any group pictures in the annual?
dead poets society,m318,L157396,L157397,,u4785,NEIL,L157396,u4783,MEEKS,Nothing. No mention of it.
dead poets society,m318,L157402,L157402,,u4776,CHARLIE,,,,Yes sir. We were just talking about that.
dead poets society,m318,L157402,L157403,,u4786,NOLAN,L157402,u4776,CHARLIE,"Good. We're very excited about him. He was a Rhodes Scholar, you know."
dead poets society,m318,L157404,L157404,,u4785,NEIL,,,,Mr. Keating? Sir? Oh Captain My Captain. What was the Dead Poets Society?
dead poets society,m318,L157404,L157405,,u4781,KEATING,L157404,u4785,NEIL,"Ah, so you boy's have been snooping."
dead poets society,m318,L157404,L157406,,u4785,NEIL,L157405,u4781,KEATING,I was just looking in an old annual and...
dead poets society,m318,L157404,L157407,,u4781,KEATING,L157406,u4785,NEIL,Nothing wrong with research.
dead poets society,m318,L157413,L157413,,u4785,NEIL,,,,What did the name mean. Did you only read dead poets.
dead poets society,m318,L157413,L157414,,u4781,KEATING,L157413,u4785,NEIL,"All poetry was acceptable. The name simply referred to the fact, that to join the organization, you had to be dead."
dead poets society,m318,L157418,L157418,,u4785,NEIL,,,,I say we go tonight. Everybody in?
dead poets society,m318,L157418,L157419,,u4787,PITTS,L157418,u4785,NEIL,Where is this cave he's talking about?
dead poets society,m318,L157418,L157420,,u4785,NEIL,L157419,u4787,PITTS,Beyond the stream. I think I know.
dead poets society,m318,L157418,L157421,,u4787,PITTS,L157420,u4785,NEIL,That's miles.
dead poets society,m318,L157422,L157422,,u4775,CAMERON,,,,Sounds boring to me.
dead poets society,m318,L157422,L157423,,u4776,CHARLIE,L157422,u4775,CAMERON,Don't come.
dead poets society,m318,L157422,L157424,,u4775,CAMERON,L157423,u4776,CHARLIE,You know how many demerits we're talking?
dead poets society,m318,L157422,L157425,,u4776,CHARLIE,L157424,u4775,CAMERON,So don't goddam come! Please.
dead poets society,m318,L157422,L157426,,u4775,CAMERON,L157425,u4776,CHARLIE,All I'm saying is we have to be careful. We can't get caught.
dead poets society,m318,L157422,L157427,,u4776,CHARLIE,L157426,u4775,CAMERON,"Well, no shit, Sherlock"
dead poets society,m318,L157428,L157428,,u4785,NEIL,,,,Who's in?
dead poets society,m318,L157428,L157429,,u4776,CHARLIE,L157428,u4785,NEIL,I'm in.
dead poets society,m318,L157430,L157430,,u4787,PITTS,,,,Well...
dead poets society,m318,L157430,L157431,,u4776,CHARLIE,L157430,u4787,PITTS,"Oh come on, Pitts..."
dead poets society,m318,L157432,L157432,,u4783,MEEKS,,,,"His grades are hurting, Charlie."
dead poets society,m318,L157432,L157433,,u4785,NEIL,L157432,u4783,MEEKS,Then you can help him.
dead poets society,m318,L157434,L157434,,u4787,PITTS,,,,"What is this, a midnight study group?"
dead poets society,m318,L157434,L157435,,u4785,NEIL,L157434,u4787,PITTS,"Forget it, Pitts, you're coming. Meeks, your grades hurting too?"
dead poets society,m318,L157436,L157436,,u4783,MEEKS,,,,All right. I'll try anything once.
dead poets society,m318,L157436,L157437,,u4776,CHARLIE,L157436,u4783,MEEKS,Except sex.
dead poets society,m318,L157438,L157438,,u4775,CAMERON,,,,I'm in as long as we're careful.
dead poets society,m318,L157438,L157439,,u4776,CHARLIE,L157438,u4775,CAMERON,Knox?
dead poets society,m318,L157440,L157440,,u4782,KNOX,,,,I don't know. I don't get it.
dead poets society,m318,L157440,L157441,,u4776,CHARLIE,L157440,u4782,KNOX,Come on. It'll help you get Chris.
dead poets society,m318,L157440,L157442,,u4782,KNOX,L157441,u4776,CHARLIE,It will? How do you figure?
dead poets society,m318,L157440,L157443,,u4776,CHARLIE,L157442,u4782,KNOX,Women swoon!
dead poets society,m318,L157440,L157444,,u4782,KNOX,L157443,u4776,CHARLIE,But why?
dead poets society,m318,L157447,L157447,,u4785,NEIL,,,,What is it then?
dead poets society,m318,L157447,L157448,,u4788,TODD,L157447,u4785,NEIL,I... I just don't want to come.
dead poets society,m318,L157447,L157449,,u4785,NEIL,L157448,u4788,TODD,But why? Don't you understand what Keating is saying? Don't you want to do something about it?
dead poets society,m318,L157447,L157450,,u4788,TODD,L157449,u4785,NEIL,Yes. But
dead poets society,m318,L157447,L157451,,u4785,NEIL,L157450,u4788,TODD,"Put what? Goddamn it, tell me."
dead poets society,m318,L157447,L157452,,u4788,TODD,L157451,u4785,NEIL,I don't want to read.
dead poets society,m318,L157447,L157453,,u4785,NEIL,L157452,u4788,TODD,What?
dead poets society,m318,L157447,L157454,,u4788,TODD,L157453,u4785,NEIL,Keating said everybody took turns reading. I don't want to do it.
dead poets society,m318,L157447,L157455,,u4785,NEIL,L157454,u4788,TODD,"God, you really have a problem, don't you? How can it hurt you to read? I mean isn't that what this is all about? Expressing yourself?"
dead poets society,m318,L157456,L157456,,u4776,CHARLIE,,,,"Yaa, I'm a dead poet!"
dead poets society,m318,L157456,L157457,,u4783,MEEKS,L157456,u4776,CHARLIE,"Ahh! Eat it, Dalton!"
dead poets society,m318,L157456,L157458,,u4776,CHARLIE,L157457,u4783,MEEKS,This is it.
dead poets society,m318,L157461,L157461,,u4785,NEIL,,,,"I went to the woods because I wanted to live deliberately."" I wanted to live deep and suck out all the marrow of life!"""
dead poets society,m318,L157461,L157462,,u4776,CHARLIE,L157461,u4785,NEIL,All right. I'll second that.
dead poets society,m318,L157461,L157463,,u4785,NEIL,L157462,u4776,CHARLIE,"To put the rout all that was not life. And not, when I came to die, discover that I had not lived. Pledge Overstreet."
dead poets society,m318,L157464,L157464,,u4782,KNOX,,,,"The millions are awake enough for Physical labor; but only one in a million is awake enough for effective intellectual exertion, only one in a hundred millions to a poetic or divine life. To be awake is to be alive."
dead poets society,m318,L157464,L157465,,u4776,CHARLIE,L157464,u4782,KNOX,"Hey, this is great."
dead poets society,m318,L157468,L157468,,u4783,MEEKS,,,,"If you have built castles in the air, your work need not be lost. That is where they should be. Now put foundations under them."
dead poets society,m318,L157468,L157469,,u4785,NEIL,L157468,u4783,MEEKS,"God, I want to do everything! I'm going to explode."
dead poets society,m318,L157471,L157471,,u4776,CHARLIE,,,,I here and now commit myself to daring!
dead poets society,m318,L157471,L157472,,u4781,KEATING,L157471,u4776,CHARLIE,"So avoid using the word 'very' because it's lazy. A man is not very tired, he is exhausted. Don't use very sad, use morose. Language was invented for one reason, boys--to woo women--and, in that endeavor, laziness will not do. It also won't do in your essays."
dead poets society,m318,L157479,L157479,,u4785,NEIL,,,,I've found it.
dead poets society,m318,L157479,L157480,,u4788,TODD,L157479,u4785,NEIL,Found what?
dead poets society,m318,L157479,L157481,,u4785,NEIL,L157480,u4788,TODD,What I want to do! Right now. What is really inside of me.
dead poets society,m318,L157482,L157482,,u4788,TODD,,,,A Midsummer Night's Dream. What is it?
dead poets society,m318,L157482,L157483,,u4785,NEIL,L157482,u4788,TODD,"A play, dummy."
dead poets society,m318,L157482,L157484,,u4788,TODD,L157483,u4785,NEIL,I know that. What's it got to do with you?
dead poets society,m318,L157482,L157485,,u4785,NEIL,L157484,u4788,TODD,"They're putting it on at Henley Hall. See, open try-outs."
dead poets society,m318,L157482,L157486,,u4788,TODD,L157485,u4785,NEIL,So?
dead poets society,m318,L157482,L157487,,u4785,NEIL,L157486,u4788,TODD,So I'm gonna act! Ever since I can remember I've wanted to try it. Last summer I even tried to go to summer stock auditions but of course my father wouldn't let me.
dead poets society,m318,L157482,L157488,,u4788,TODD,L157487,u4785,NEIL,And now he will?
dead poets society,m318,L157482,L157489,,u4785,NEIL,L157488,u4788,TODD,"Hell no, but that's not the point. The point is for the first time in my whole goddamned life, I know what I want, and for the first time I'm gonna do it whether my father wants me to or not! Carpe diem, goddamn it!"
dead poets society,m318,L157490,L157490,,u4788,TODD,,,,"Neil, how are you gonna be in a play if your father won't let you?"
dead poets society,m318,L157490,L157491,,u4785,NEIL,L157490,u4788,TODD,"First I gotta get the part, then I'll worry about that."
dead poets society,m318,L157490,L157492,,u4788,TODD,L157491,u4785,NEIL,Won't he kill you if you don't let him know you're auditioning?
dead poets society,m318,L157490,L157493,,u4785,NEIL,L157492,u4788,TODD,"As far as I'm concerned, he won't have to know about any of it."
dead poets society,m318,L157490,L157494,,u4788,TODD,L157493,u4785,NEIL,"Come on, that's impossible."
dead poets society,m318,L157490,L157495,,u4785,NEIL,L157494,u4788,TODD,Horseshit. Nothing's impossible.
dead poets society,m318,L157490,L157496,,u4788,TODD,L157495,u4785,NEIL,Why don't you ask him first? Maybe he'll say yes.
dead poets society,m318,L157490,L157497,,u4785,NEIL,L157496,u4788,TODD,"That's a laugh. If I don't ask, at least I won't be disobeying him."
dead poets society,m318,L157490,L157498,,u4788,TODD,L157497,u4785,NEIL,But if he said no before then...
dead poets society,m318,L157490,L157499,,u4785,NEIL,L157498,u4788,TODD,"Jesus Christ, whose side are you on? I haven't even gotten the part yet. Can't I enjoy the idea even for a little while?"
dead poets society,m318,L157500,L157500,,u4785,NEIL,,,,"By the way, there's a meeting this afternoon. You coming?"
dead poets society,m318,L157500,L157501,,u4788,TODD,L157500,u4785,NEIL,I guess.
dead poets society,m318,L157502,L157502,,u4785,NEIL,,,,"None of what Mr. Keating has to say means shit to you, does it?"
dead poets society,m318,L157502,L157503,,u4788,TODD,L157502,u4785,NEIL,What is that supposed to mean?
dead poets society,m318,L157502,L157504,,u4785,NEIL,L157503,u4788,TODD,Being in the club means being stirred up by things. You look about as stirred up as a cesspool.
dead poets society,m318,L157502,L157505,,u4788,TODD,L157504,u4785,NEIL,You want me out... is that what you're saying?
dead poets society,m318,L157502,L157506,,u4785,NEIL,L157505,u4788,TODD,"No, I want you in. But being in means you gotta do something. Not just say you're in."
dead poets society,m318,L157502,L157507,,u4788,TODD,L157506,u4785,NEIL,"Listen Neil, I appreciate your interest in me but I'm not like you. When you say things, people pay attention. People follow you. I'm not like that."
dead poets society,m318,L157502,L157508,,u4785,NEIL,L157507,u4788,TODD,Why not? Don't you think you could be?
dead poets society,m318,L157502,L157509,,u4788,TODD,L157508,u4785,NEIL,"No! I don't know, I'll probably never know. The point is, there's nothing you can do about it so butt out, all right? I can take care of myself just fine. All right?"
dead poets society,m318,L157502,L157510,,u4785,NEIL,L157509,u4788,TODD,Er No.
dead poets society,m318,L157502,L157511,,u4788,TODD,L157510,u4785,NEIL,No? What do you mean 'no'?
dead poets society,m318,L157502,L157512,,u4785,NEIL,L157511,u4788,TODD,No.
dead poets society,m318,L157514,L157514,,u4785,NEIL,,,,You know what the dead poets would say: Gather ye rosebuds while ye may...
dead poets society,m318,L157514,L157515,,u4782,KNOX,L157514,u4785,NEIL,But she's in love with: the moron son of my father's best friend. What would the dead poets say about that?
dead poets society,m318,L157516,L157516,,u4776,CHARLIE,,,,"I feel like I've never been alive. For years I've been risking nothing. I have no idea what I am or what I want to do! Neil, you know you want to act. Knox wants Chris."
dead poets society,m318,L157516,L157517,,u4782,KNOX,L157516,u4776,CHARLIE,Needs Chris! Must have Chris!
dead poets society,m318,L157516,L157518,,u4776,CHARLIE,L157517,u4782,KNOX,"Meeks, you're the brain here. What do the dead poets say about somebody like me?"
dead poets society,m318,L157521,L157521,,u4776,CHARLIE,,,,"I hereby declare this the Charles Dalton Cave for Passionate Experimentation. In the future, anyone wishing entry must have permission from me."
dead poets society,m318,L157521,L157522,,u4787,PITTS,L157521,u4776,CHARLIE,"Wait a minute, Charlie. This should belong to the club."
dead poets society,m318,L157521,L157523,,u4776,CHARLIE,L157522,u4787,PITTS,"It should, but I found it and now I claim it. carpe cavern, guys. Seize the cave."
dead poets society,m318,L157524,L157524,,u4785,NEIL,,,,I gotta get to the tryouts. Wish me luck.
dead poets society,m318,L157524,L157525,,u4783,MEEKS,L157524,u4785,NEIL,Good luck.
dead poets society,m318,L157547,L157547,,u4788,TODD,,,,"Neil, how are you gonna do this?"
dead poets society,m318,L157547,L157548,,u4785,NEIL,L157547,u4788,TODD,Sssh. That's what I'm taking care of. They need a letter of permission.
dead poets society,m318,L157547,L157549,,u4788,TODD,L157548,u4785,NEIL,From you?
dead poets society,m318,L157547,L157550,,u4785,NEIL,L157549,u4788,TODD,From my father and Nolan.
dead poets society,m318,L157547,L157551,,u4788,TODD,L157550,u4785,NEIL,"Neil, you're not gonna..."
dead poets society,m318,L157547,L157552,,u4785,NEIL,L157551,u4788,TODD,Quiet. I have to think.
dead poets society,m318,L157556,L157556,,u4781,KEATING,,,,"And don't limit poetry to the word. Poetry can be found in a work of art, music, a photograph, in the way a meal is prepared--anything with the stuff of revelation in it. It can exist in the most everyday things but it must never, never be ordinary By all means, write about the sky or a girl's smile but when you do, let your poetry conjure up salvation day, doomsday, any day, I don't care, as long as it enlightens us, thrills us and--if it's inspired--makes us feel a bit immortal."
dead poets society,m318,L157556,L157557,,u4783,MEEKS,L157556,u4781,KEATING,"Oh, Captain, My Captain. Is there poetry in math?"
dead poets society,m318,L157565,L157565,,u4788,TODD,,,,A yawp?
dead poets society,m318,L157565,L157566,,u4781,KEATING,L157565,u4788,TODD,A barbaric yawp.
dead poets society,m318,L157567,L157567,,u4781,KEATING,,,,"Good god, boy! Yell!"
dead poets society,m318,L157567,L157568,,u4788,TODD,L157567,u4781,KEATING,Yawp!
dead poets society,m318,L157567,L157569,,u4781,KEATING,L157568,u4788,TODD,Again! Louder!
dead poets society,m318,L157567,L157570,,u4788,TODD,L157569,u4781,KEATING,YAWP!
dead poets society,m318,L157567,L157571,,u4781,KEATING,L157570,u4788,TODD,LOUDER!
dead poets society,m318,L157567,L157572,,u4788,TODD,L157571,u4781,KEATING,AHHHHHH!
dead poets society,m318,L157567,L157573,,u4781,KEATING,L157572,u4788,TODD,All right! Very good! There's a barbarian in there after all!
dead poets society,m318,L157574,L157574,,u4781,KEATING,,,,"Todd, there's a picture of Whitman over the door. What does he remind you Of? Quickly, Anderson, don't think about it."
dead poets society,m318,L157574,L157575,,u4788,TODD,L157574,u4781,KEATING,A madman.
dead poets society,m318,L157574,L157576,,u4781,KEATING,L157575,u4788,TODD,A madman. Perhaps he was. What kind of madman? Don't think! Answer.
dead poets society,m318,L157574,L157577,,u4788,TODD,L157576,u4781,KEATING,A crazy madman.
dead poets society,m318,L157574,L157578,,u4781,KEATING,L157577,u4788,TODD,"Use your imagination! First thing that pops to your mind, even if it's gibberish!"
dead poets society,m318,L157574,L157579,,u4788,TODD,L157578,u4781,KEATING,A... A sweaty-toothed madman.
dead poets society,m318,L157574,L157580,,u4781,KEATING,L157579,u4788,TODD,Now there's the poet speaking! Close your eyes and think of the picture. Describe what you see. NOW!
dead poets society,m318,L157574,L157581,,u4788,TODD,L157580,u4781,KEATING,I... I close my eyes. His image floats beside me.
dead poets society,m318,L157574,L157582,,u4781,KEATING,L157581,u4788,TODD,A sweaty-toothed madman
dead poets society,m318,L157574,L157583,,u4788,TODD,L157582,u4781,KEATING,A sweaty-toothed madman with a stare that pounds my brain.
dead poets society,m318,L157574,L157584,,u4781,KEATING,L157583,u4788,TODD,Excellent! Have him act. Give it rhythm!
dead poets society,m318,L157574,L157585,,u4788,TODD,L157584,u4781,KEATING,His hands reach out and choke me All the time he mumbles slowly. Truth... Truth is like a blanket that always leaves your feet cold.
dead poets society,m318,L157587,L157587,,u4788,TODD,,,,"Stretch it, pull it, it will never cover any of us. Kick at it, beat at it, it will never be enough-"
dead poets society,m318,L157587,L157588,,u4781,KEATING,L157587,u4788,TODD,Don't stop!
dead poets society,m318,L157587,L157589,,u4788,TODD,L157588,u4781,KEATING,"From the moment we enter crying to the moment we leave dying, It will cover just your head as you wail and cry and scream!"
dead poets society,m318,L157591,L157591,,u4785,NEIL,,,,Look at this.
dead poets society,m318,L157591,L157592,,u4787,PITTS,L157591,u4785,NEIL,What is it?
dead poets society,m318,L157591,L157593,,u4785,NEIL,L157592,u4787,PITTS,The god of the cave.
dead poets society,m318,L157597,L157597,,u4785,NEIL,,,,"Charlie, That was great! Where did you learn to play like that?"
dead poets society,m318,L157597,L157598,,u4776,CHARLIE,L157597,u4785,NEIL,My parents made me take clarinet but I hated it. The sax is more sonorous.
dead poets society,m318,L157599,L157599,,u4782,KNOX,,,,"God, I can't take it anymore! If I don't have Chris, I'll kill myself."
dead poets society,m318,L157599,L157600,,u4776,CHARLIE,L157599,u4782,KNOX,"Knox, you gotta calm down."
dead poets society,m318,L157599,L157601,,u4782,KNOX,L157600,u4776,CHARLIE,"No, I've been calm all my life! If I don't do something, it's gonna kill me."
dead poets society,m318,L157602,L157602,,u4785,NEIL,,,,Where are you going?
dead poets society,m318,L157602,L157603,,u4782,KNOX,L157602,u4785,NEIL,I'm calling her!
dead poets society,m318,L157607,L157607,,u4778,CHRIS,,,,Hello?
dead poets society,m318,L157607,L157608,,u4782,KNOX,L157607,u4778,CHRIS,"Hello Chris, this is Knox Overstress."
dead poets society,m318,L157607,L157609,,u4778,CHRIS,L157608,u4782,KNOX,"Knox. Oh yes, Knox. I'm glad you called."
dead poets society,m318,L157607,L157610,,u4782,KNOX,L157609,u4778,CHRIS,You are? She's glad I called!
dead poets society,m318,L157611,L157611,,u4782,KNOX,,,,"Well, sure!"
