modeling_row_id,movie_name,conversation_id,utterance_id,context_6_turns,current_text,final_power_dynamic,final_respect_level,model_text,speaker_name,listener_name,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
10,amadeus,L30018,L30019,"1. VOGLER: Oh, I know that! That's charming!  I didn't know you wrote that.",I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?,roughly_equal_power,neutral_respect,"Context:
1. VOGLER: Oh, I know that! That's charming!  I didn't know you wrote that.

Current turn:
I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?",OLD SALIERI,VOGLER,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
11,amadeus,L30018,L30021,"1. VOGLER: Oh, I know that! That's charming!  I didn't know you wrote that.
2. OLD SALIERI to VOGLER: I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?
3. VOGLER to OLD SALIERI: Of course. The man you accuse yourself of killing.",Ah - you've heard that?,roughly_equal_power,neutral_respect,"Context:
1. VOGLER: Oh, I know that! That's charming!  I didn't know you wrote that.
2. OLD SALIERI to VOGLER: I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?
3. VOGLER to OLD SALIERI: Of course. The man you accuse yourself of killing.

Current turn:
Ah - you've heard that?",OLD SALIERI,VOGLER,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
12,amadeus,L30018,L30023,"1. VOGLER: Oh, I know that! That's charming!  I didn't know you wrote that.
2. OLD SALIERI to VOGLER: I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?
3. VOGLER to OLD SALIERI: Of course. The man you accuse yourself of killing.
4. OLD SALIERI to VOGLER: Ah - you've heard that?
5. VOGLER to OLD SALIERI: All Vienna has heard that.",And do they believe it?,roughly_equal_power,neutral_respect,"Context:
1. VOGLER: Oh, I know that! That's charming!  I didn't know you wrote that.
2. OLD SALIERI to VOGLER: I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?
3. VOGLER to OLD SALIERI: Of course. The man you accuse yourself of killing.
4. OLD SALIERI to VOGLER: Ah - you've heard that?
5. VOGLER to OLD SALIERI: All Vienna has heard that.

Current turn:
And do they believe it?",OLD SALIERI,VOGLER,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
13,amadeus,L30018,L30025,"1. OLD SALIERI to VOGLER: I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?
2. VOGLER to OLD SALIERI: Of course. The man you accuse yourself of killing.
3. OLD SALIERI to VOGLER: Ah - you've heard that?
4. VOGLER to OLD SALIERI: All Vienna has heard that.
5. OLD SALIERI to VOGLER: And do they believe it?
6. VOGLER to OLD SALIERI: Is it true?",Do you believe it?,roughly_equal_power,neutral_respect,"Context:
1. OLD SALIERI to VOGLER: I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?
2. VOGLER to OLD SALIERI: Of course. The man you accuse yourself of killing.
3. OLD SALIERI to VOGLER: Ah - you've heard that?
4. VOGLER to OLD SALIERI: All Vienna has heard that.
5. OLD SALIERI to VOGLER: And do they believe it?
6. VOGLER to OLD SALIERI: Is it true?

Current turn:
Do you believe it?",OLD SALIERI,VOGLER,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
14,amadeus,L30018,L30026,"1. VOGLER to OLD SALIERI: Of course. The man you accuse yourself of killing.
2. OLD SALIERI to VOGLER: Ah - you've heard that?
3. VOGLER to OLD SALIERI: All Vienna has heard that.
4. OLD SALIERI to VOGLER: And do they believe it?
5. VOGLER to OLD SALIERI: Is it true?
6. OLD SALIERI to VOGLER: Do you believe it?",Should I?,roughly_equal_power,neutral_respect,"Context:
1. VOGLER to OLD SALIERI: Of course. The man you accuse yourself of killing.
2. OLD SALIERI to VOGLER: Ah - you've heard that?
3. VOGLER to OLD SALIERI: All Vienna has heard that.
4. OLD SALIERI to VOGLER: And do they believe it?
5. VOGLER to OLD SALIERI: Is it true?
6. OLD SALIERI to VOGLER: Do you believe it?

Current turn:
Should I?",VOGLER,OLD SALIERI,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
15,amadeus,L30049,L30050,1. CONSTANZE: Stop it!,"I am! I am! I'm stopping it - slowly. You see! Look, I've stopped. Now we are going back.",roughly_equal_power,neutral_respect,"Context:
1. CONSTANZE: Stop it!

Current turn:
I am! I am! I'm stopping it - slowly. You see! Look, I've stopped. Now we are going back.",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
16,amadeus,L30051,L30052,1. CONSTANZE: No! No! No!,Yes! Back! Back! Listen - don't you know where you are?,speaker_higher_power,low_respect,"Context:
1. CONSTANZE: No! No! No!

Current turn:
Yes! Back! Back! Listen - don't you know where you are?",MOZART,CONSTANZE,speaker_higher_power,speaker_higher_power,low_respect,low_respect
17,amadeus,L30051,L30053,"1. CONSTANZE: No! No! No!
2. MOZART to CONSTANZE: Yes! Back! Back! Listen - don't you know where you are?",Where?,roughly_equal_power,neutral_respect,"Context:
1. CONSTANZE: No! No! No!
2. MOZART to CONSTANZE: Yes! Back! Back! Listen - don't you know where you are?

Current turn:
Where?",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
18,amadeus,L30056,L30056,,"Your Grace, I've got something to tell you. I want to complain about this man.",listener_higher_power,high_respect,"Current turn:
Your Grace, I've got something to tell you. I want to complain about this man.",CONSTANZE,,listener_higher_power,listener_higher_power,high_respect,high_respect
19,amadeus,L30056,L30058,"1. CONSTANZE: Your Grace, I've got something to tell you. I want to complain about this man.
2. MOZART to CONSTANZE: Go ahead, tell him. Tell them all. They won't understand you anyway.",Why not?,roughly_equal_power,neutral_respect,"Context:
1. CONSTANZE: Your Grace, I've got something to tell you. I want to complain about this man.
2. MOZART to CONSTANZE: Go ahead, tell him. Tell them all. They won't understand you anyway.

Current turn:
Why not?",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
20,amadeus,L30056,L30060,"1. CONSTANZE: Your Grace, I've got something to tell you. I want to complain about this man.
2. MOZART to CONSTANZE: Go ahead, tell him. Tell them all. They won't understand you anyway.
3. CONSTANZE to MOZART: Why not?
4. MOZART to CONSTANZE: Because here everything goes backwards. People walk backwards, dance backwards, sing backwards, and talk backwards.",That's stupid.,roughly_equal_power,low_respect,"Context:
1. CONSTANZE: Your Grace, I've got something to tell you. I want to complain about this man.
2. MOZART to CONSTANZE: Go ahead, tell him. Tell them all. They won't understand you anyway.
3. CONSTANZE to MOZART: Why not?
4. MOZART to CONSTANZE: Because here everything goes backwards. People walk backwards, dance backwards, sing backwards, and talk backwards.

Current turn:
That's stupid.",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,low_respect,low_respect
21,amadeus,L30056,L30061,"1. CONSTANZE: Your Grace, I've got something to tell you. I want to complain about this man.
2. MOZART to CONSTANZE: Go ahead, tell him. Tell them all. They won't understand you anyway.
3. CONSTANZE to MOZART: Why not?
4. MOZART to CONSTANZE: Because here everything goes backwards. People walk backwards, dance backwards, sing backwards, and talk backwards.
5. CONSTANZE to MOZART: That's stupid.",Why? People fart backwards.,roughly_equal_power,low_respect,"Context:
1. CONSTANZE: Your Grace, I've got something to tell you. I want to complain about this man.
2. MOZART to CONSTANZE: Go ahead, tell him. Tell them all. They won't understand you anyway.
3. CONSTANZE to MOZART: Why not?
4. MOZART to CONSTANZE: Because here everything goes backwards. People walk backwards, dance backwards, sing backwards, and talk backwards.
5. CONSTANZE to MOZART: That's stupid.

Current turn:
Why? People fart backwards.",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,low_respect,low_respect
22,amadeus,L30056,L30063,"1. MOZART to CONSTANZE: Go ahead, tell him. Tell them all. They won't understand you anyway.
2. CONSTANZE to MOZART: Why not?
3. MOZART to CONSTANZE: Because here everything goes backwards. People walk backwards, dance backwards, sing backwards, and talk backwards.
4. CONSTANZE to MOZART: That's stupid.
5. MOZART to CONSTANZE: Why? People fart backwards.
6. CONSTANZE to MOZART: Do you think that's funny?","Yes, I think it's brilliant. You've been doing it for years.",roughly_equal_power,low_respect,"Context:
1. MOZART to CONSTANZE: Go ahead, tell him. Tell them all. They won't understand you anyway.
2. CONSTANZE to MOZART: Why not?
3. MOZART to CONSTANZE: Because here everything goes backwards. People walk backwards, dance backwards, sing backwards, and talk backwards.
4. CONSTANZE to MOZART: That's stupid.
5. MOZART to CONSTANZE: Why? People fart backwards.
6. CONSTANZE to MOZART: Do you think that's funny?

Current turn:
Yes, I think it's brilliant. You've been doing it for years.",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,low_respect,low_respect
23,amadeus,L30064,L30066,"1. CONSTANZE: Oh, ha, ha, ha.
2. MOZART to CONSTANZE: Sra-I'm-sick! Sra-I'm sick!","Yes, you are. You're very sick.",roughly_equal_power,neutral_respect,"Context:
1. CONSTANZE: Oh, ha, ha, ha.
2. MOZART to CONSTANZE: Sra-I'm-sick! Sra-I'm sick!

Current turn:
Yes, you are. You're very sick.",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
24,amadeus,L30064,L30067,"1. CONSTANZE: Oh, ha, ha, ha.
2. MOZART to CONSTANZE: Sra-I'm-sick! Sra-I'm sick!
3. CONSTANZE to MOZART: Yes, you are. You're very sick.","No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!",roughly_equal_power,low_respect,"Context:
1. CONSTANZE: Oh, ha, ha, ha.
2. MOZART to CONSTANZE: Sra-I'm-sick! Sra-I'm sick!
3. CONSTANZE to MOZART: Yes, you are. You're very sick.

Current turn:
No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,low_respect,low_respect
25,amadeus,L30064,L30068,"1. CONSTANZE: Oh, ha, ha, ha.
2. MOZART to CONSTANZE: Sra-I'm-sick! Sra-I'm sick!
3. CONSTANZE to MOZART: Yes, you are. You're very sick.
4. MOZART to CONSTANZE: No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!",Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!,roughly_equal_power,low_respect,"Context:
1. CONSTANZE: Oh, ha, ha, ha.
2. MOZART to CONSTANZE: Sra-I'm-sick! Sra-I'm sick!
3. CONSTANZE to MOZART: Yes, you are. You're very sick.
4. MOZART to CONSTANZE: No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!

Current turn:
Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,low_respect,low_respect
26,amadeus,L30064,L30073,"1. MOZART to CONSTANZE: No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!
2. CONSTANZE to MOZART: Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!
3. MOZART to CONSTANZE: Em iram! Em iram!
4. CONSTANZE to MOZART: No, I'm not playing this game.
5. MOZART to CONSTANZE: No, this is serious. Say it backwards.
6. CONSTANZE to MOZART: No!",Just say it - you'll see. It's very serious. Em iram!  Em iram!,roughly_equal_power,neutral_respect,"Context:
1. MOZART to CONSTANZE: No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards!
2. CONSTANZE to MOZART: Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!
3. MOZART to CONSTANZE: Em iram! Em iram!
4. CONSTANZE to MOZART: No, I'm not playing this game.
5. MOZART to CONSTANZE: No, this is serious. Say it backwards.
6. CONSTANZE to MOZART: No!

Current turn:
Just say it - you'll see. It's very serious. Em iram!  Em iram!",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
27,amadeus,L30064,L30074,"1. CONSTANZE to MOZART: Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!
2. MOZART to CONSTANZE: Em iram! Em iram!
3. CONSTANZE to MOZART: No, I'm not playing this game.
4. MOZART to CONSTANZE: No, this is serious. Say it backwards.
5. CONSTANZE to MOZART: No!
6. MOZART to CONSTANZE: Just say it - you'll see. It's very serious. Em iram!  Em iram!","Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.",roughly_equal_power,low_respect,"Context:
1. CONSTANZE to MOZART: Sra-I'm-sick. Sick - kiss I'm - my Kiss my! Sra-I'm-sick - Kiss my arse!
2. MOZART to CONSTANZE: Em iram! Em iram!
3. CONSTANZE to MOZART: No, I'm not playing this game.
4. MOZART to CONSTANZE: No, this is serious. Say it backwards.
5. CONSTANZE to MOZART: No!
6. MOZART to CONSTANZE: Just say it - you'll see. It's very serious. Em iram!  Em iram!

Current turn:
Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,low_respect,low_respect
28,amadeus,L30064,L30075,"1. MOZART to CONSTANZE: Em iram! Em iram!
2. CONSTANZE to MOZART: No, I'm not playing this game.
3. MOZART to CONSTANZE: No, this is serious. Say it backwards.
4. CONSTANZE to MOZART: No!
5. MOZART to CONSTANZE: Just say it - you'll see. It's very serious. Em iram!  Em iram!
6. CONSTANZE to MOZART: Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.",Ui-vol-i-tub!,roughly_equal_power,neutral_respect,"Context:
1. MOZART to CONSTANZE: Em iram! Em iram!
2. CONSTANZE to MOZART: No, I'm not playing this game.
3. MOZART to CONSTANZE: No, this is serious. Say it backwards.
4. CONSTANZE to MOZART: No!
5. MOZART to CONSTANZE: Just say it - you'll see. It's very serious. Em iram!  Em iram!
6. CONSTANZE to MOZART: Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.

Current turn:
Ui-vol-i-tub!",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
29,amadeus,L30077,L30078,1. MOZART: Tish-I'm tee. What's that?,What?,roughly_equal_power,neutral_respect,"Context:
1. MOZART: Tish-I'm tee. What's that?

Current turn:
What?",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
30,amadeus,L30077,L30079,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?",Tish-I'm-tee.,roughly_equal_power,neutral_respect,"Context:
1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?

Current turn:
Tish-I'm-tee.",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
31,amadeus,L30077,L30080,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.",Eat,roughly_equal_power,neutral_respect,"Context:
1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.

Current turn:
Eat",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
32,amadeus,L30077,L30081,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.
4. CONSTANZE to MOZART: Eat",Yes.,roughly_equal_power,neutral_respect,"Context:
1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.
4. CONSTANZE to MOZART: Eat

Current turn:
Yes.",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
33,amadeus,L30077,L30082,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.
4. CONSTANZE to MOZART: Eat
5. MOZART to CONSTANZE: Yes.",Eat my - ah!,roughly_equal_power,low_respect,"Context:
1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.
4. CONSTANZE to MOZART: Eat
5. MOZART to CONSTANZE: Yes.

Current turn:
Eat my - ah!",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,low_respect,low_respect
34,amadeus,L30085,L30085,,"Follow me, please. The Archbishop would like a word.",speaker_higher_power,high_respect,"Current turn:
Follow me, please. The Archbishop would like a word.",ARCO,,speaker_higher_power,speaker_higher_power,high_respect,high_respect
35,amadeus,L30085,L30086,"1. ARCO: Follow me, please. The Archbishop would like a word.",Certainly!,listener_higher_power,high_respect,"Context:
1. ARCO: Follow me, please. The Archbishop would like a word.

Current turn:
Certainly!",MOZART,ARCO,listener_higher_power,listener_higher_power,high_respect,high_respect
36,amadeus,L30095,L30096,"1. MOZART: Why what, sir?",Why do I have to be humiliated in front of my guests by one of my own servants?,speaker_higher_power,low_respect,"Context:
1. MOZART: Why what, sir?

Current turn:
Why do I have to be humiliated in front of my guests by one of my own servants?",COLLOREDO,MOZART,speaker_higher_power,speaker_higher_power,low_respect,low_respect
37,amadeus,L30095,L30097,"1. MOZART: Why what, sir?
2. COLLOREDO to MOZART: Why do I have to be humiliated in front of my guests by one of my own servants?",Humiliated?,listener_higher_power,neutral_respect,"Context:
1. MOZART: Why what, sir?
2. COLLOREDO to MOZART: Why do I have to be humiliated in front of my guests by one of my own servants?

Current turn:
Humiliated?",MOZART,COLLOREDO,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
38,amadeus,L30095,L30098,"1. MOZART: Why what, sir?
2. COLLOREDO to MOZART: Why do I have to be humiliated in front of my guests by one of my own servants?
3. MOZART to COLLOREDO: Humiliated?","How much provocation am I to endure from you? The more license I allow you, the more you take.",speaker_higher_power,low_respect,"Context:
1. MOZART: Why what, sir?
2. COLLOREDO to MOZART: Why do I have to be humiliated in front of my guests by one of my own servants?
3. MOZART to COLLOREDO: Humiliated?

Current turn:
How much provocation am I to endure from you? The more license I allow you, the more you take.",COLLOREDO,MOZART,speaker_higher_power,speaker_higher_power,low_respect,low_respect
39,amadeus,L30099,L30100,"1. MOZART: If His Grace is not satisfied with me, he can dismiss me.",I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come.,speaker_higher_power,neutral_respect,"Context:
1. MOZART: If His Grace is not satisfied with me, he can dismiss me.

Current turn:
I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come.",COLLOREDO,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
