movie_name,movie_idx,conversation_id,utterance_id,timestamp,turn_index,utterance_order,speaker_id,speaker_name,reply_to,listener_id,listener_name,text
mrs brown,m446,L396387,L396395,,8,8,u6701,PONSONBY,L396394,u6696,BROWN,I'm sure it won't be difficult to find you.
mrs brown,m446,L396387,L396396,,9,9,u6696,BROWN,L396395,u6701,PONSONBY,That's not good enough.
mrs brown,m446,L396397,L396397,,0,0,u6701,PONSONBY,,,,Then we'll have to see what can be arranged.
mrs brown,m446,L396397,L396398,,1,1,u6696,BROWN,L396397,u6701,PONSONBY,"Aye, do."
mrs brown,m446,L396399,L396399,,0,0,u6701,PONSONBY,,,,There is to be no communication with other members of the household on matters concerning the court except through myself or one of the Equerries. No plans must be altered unless you are given prior authority by myself or a senior member of the household.
mrs brown,m446,L396399,L396400,,1,1,u6696,BROWN,L396399,u6701,PONSONBY,I came down at the Queen's request. I'll take my orders from her.
mrs brown,m446,L396399,L396401,,2,2,u6701,PONSONBY,L396400,u6696,BROWN,"In matters concerning the Household, I act on her behalf."
mrs brown,m446,L396402,L396402,,0,0,u6696,BROWN,,,,Do you?
mrs brown,m446,L396402,L396403,,1,1,u6701,PONSONBY,L396402,u6696,BROWN,Yes. I do.
mrs brown,m446,L396407,L396407,,0,0,u6704,VICTORIA,,,,Mr Brown.
mrs brown,m446,L396407,L396408,,1,1,u6696,BROWN,L396407,u6704,VICTORIA,Ma'am.
mrs brown,m446,L396407,L396409,,2,2,u6704,VICTORIA,L396408,u6696,BROWN,You are here safely.
mrs brown,m446,L396407,L396410,,3,3,u6696,BROWN,L396409,u6704,VICTORIA,"Aye, ma'am."
mrs brown,m446,L396407,L396411,,4,4,u6704,VICTORIA,L396410,u6696,BROWN,You are well?
mrs brown,m446,L396407,L396412,,5,5,u6696,BROWN,L396411,u6704,VICTORIA,I am.
mrs brown,m446,L396407,L396413,,6,6,u6704,VICTORIA,L396412,u6696,BROWN,And the pony?
mrs brown,m446,L396407,L396414,,7,7,u6696,BROWN,L396413,u6704,VICTORIA,"She's well, too."
mrs brown,m446,L396415,L396415,,0,0,u6704,VICTORIA,,,,Your family sent cards. It was much appreciated.
mrs brown,m446,L396415,L396416,,1,1,u6696,BROWN,L396415,u6704,VICTORIA,I'm glad of it.
mrs brown,m446,L396417,L396417,,0,0,u6704,VICTORIA,,,,"My husband was always very complimentary in speaking of you. He would have approved, I am sure, of my calling on you in this way. I trust it does not inconvenience you too much."
mrs brown,m446,L396417,L396418,,1,1,u6696,BROWN,L396417,u6704,VICTORIA,"I've no family, ma'am, apart from my brothers and sisters."
mrs brown,m446,L396417,L396419,,2,2,u6704,VICTORIA,L396418,u6696,BROWN,"Yes. You have a brother in service here, do you not? I forget his name."
mrs brown,m446,L396417,L396420,,3,3,u6696,BROWN,L396419,u6704,VICTORIA,Archie.
mrs brown,m446,L396417,L396421,,4,4,u6704,VICTORIA,L396420,u6696,BROWN,Yes. That will be company for you.
mrs brown,m446,L396417,L396422,,5,5,u6696,BROWN,L396421,u6704,VICTORIA,"Yes, ma'am."
mrs brown,m446,L396426,L396426,,0,0,u6696,BROWN,,,,So?
mrs brown,m446,L396426,L396427,,1,1,u6691,ARCHIE,L396426,u6696,BROWN,"So, there are rules. Things you do and things you don't do."
mrs brown,m446,L396426,L396428,,2,2,u6696,BROWN,L396427,u6691,ARCHIE,"I was just telling the woman how I feel, for God's sake."
mrs brown,m446,L396426,L396429,,3,3,u6691,ARCHIE,L396428,u6696,BROWN,You don't tell Her Majesty how you feel.
mrs brown,m446,L396426,L396430,,4,4,u6696,BROWN,L396429,u6691,ARCHIE,"I speak as I find, Archie."
mrs brown,m446,L396426,L396431,,5,5,u6691,ARCHIE,L396430,u6696,BROWN,Not down south you don't.
mrs brown,m446,L396432,L396432,,0,0,u6691,ARCHIE,,,,So what did Ponsonby do when she started shouting?
mrs brown,m446,L396432,L396433,,1,1,u6696,BROWN,L396432,u6691,ARCHIE,I think he nearly ruptured his truss.
mrs brown,m446,L396434,L396434,,0,0,u6696,BROWN,,,,How much?
mrs brown,m446,L396434,L396435,,1,1,u6691,ARCHIE,L396434,u6696,BROWN,Seventy a year.
mrs brown,m446,L396434,L396436,,2,2,u6696,BROWN,L396435,u6691,ARCHIE,"Not bad, not bad."
mrs brown,m446,L396434,L396437,,3,3,u6691,ARCHIE,L396436,u6696,BROWN,How about yourself?
mrs brown,m446,L396434,L396438,,4,4,u6696,BROWN,L396437,u6691,ARCHIE,Sixty.
mrs brown,m446,L396434,L396439,,5,5,u6691,ARCHIE,L396438,u6696,BROWN,That's pretty good for a ghillie.
mrs brown,m446,L396440,L396440,,0,0,u6696,BROWN,,,,Prince Leopold? Is he the one who bleeds all day? So what does his valet do? Wash his poultices for him?
mrs brown,m446,L396440,L396441,,1,1,u6691,ARCHIE,L396440,u6696,BROWN,It's better than shovelling horse shit.
mrs brown,m446,L396440,L396442,,2,2,u6696,BROWN,L396441,u6691,ARCHIE,"If you were looking for promotion, you should have picked one of the healthier ones."
mrs brown,m446,L396440,L396443,,3,3,u6691,ARCHIE,L396442,u6696,BROWN,She's hardly a full hamper herself.
mrs brown,m446,L396440,L396444,,4,4,u6696,BROWN,L396443,u6691,ARCHIE,It's only grief makes her like she is.
mrs brown,m446,L396440,L396445,,5,5,u6691,ARCHIE,L396444,u6696,BROWN,"Three years, John. Is that not a bit long to be grieving?"
mrs brown,m446,L396440,L396446,,6,6,u6696,BROWN,L396445,u6691,ARCHIE,She loved him.
mrs brown,m446,L396440,L396447,,7,7,u6691,ARCHIE,L396446,u6696,BROWN,"Come on, man. There's love and there's ..."
mrs brown,m446,L396440,L396448,,8,8,u6696,BROWN,L396447,u6691,ARCHIE,What?
mrs brown,m446,L396440,L396449,,9,9,u6691,ARCHIE,L396448,u6696,BROWN,You know what I mean.
mrs brown,m446,L396440,L396450,,10,10,u6696,BROWN,L396449,u6691,ARCHIE,"I'm not sure I do, Archie."
mrs brown,m446,L396440,L396451,,11,11,u6691,ARCHIE,L396450,u6696,BROWN,There's love and there's behaving like you do because there's nobody to tell you not to.
mrs brown,m446,L396452,L396452,,0,0,u6696,BROWN,,,,Which one of us is she flirting with?
mrs brown,m446,L396452,L396453,,1,1,u6691,ARCHIE,L396452,u6696,BROWN,The good-looking one.
mrs brown,m446,L396452,L396454,,2,2,u6696,BROWN,L396453,u6691,ARCHIE,Aye? Then she's obviously not got enough to do.
mrs brown,m446,L396452,L396455,,3,3,u6691,ARCHIE,L396454,u6696,BROWN,"You work the system right, you could ask her yourself. Just be thankful you're not working for Household. The Queen never lets them out of her sight. But wee spats like us can slip through the net, easy."
mrs brown,m446,L396458,L396458,,0,0,u6700,LADY ELY,,,,"It's Mr Brown, ma'am."
mrs brown,m446,L396458,L396459,,1,1,u6704,VICTORIA,L396458,u6700,LADY ELY,What is he doing there?
mrs brown,m446,L396458,L396460,,2,2,u6700,LADY ELY,L396459,u6704,VICTORIA,He appears to be ... standing by his horse.
mrs brown,m446,L396458,L396461,,3,3,u6704,VICTORIA,L396460,u6700,LADY ELY,I made no request to go out riding today. How long has he been there?
mrs brown,m446,L396458,L396462,,4,4,u6700,LADY ELY,L396461,u6704,VICTORIA,"I don't know, ma'am. He was observed earlier, I believe."
mrs brown,m446,L396463,L396463,,0,0,u6704,VICTORIA,,,,"Sir Henry, Mr Brown is standing in the courtyard. I have no wish to go riding."
mrs brown,m446,L396463,L396464,,1,1,u6701,PONSONBY,L396463,u6704,VICTORIA,"I'm very sorry, ma'am. I can't imagine -- he was certainly given no instructions."
mrs brown,m446,L396463,L396465,,2,2,u6704,VICTORIA,L396464,u6701,PONSONBY,Please make sure it does not happen again.
mrs brown,m446,L396463,L396466,,3,3,u6701,PONSONBY,L396465,u6704,VICTORIA,"Of course, at once."
mrs brown,m446,L396468,L396468,,0,0,u6696,BROWN,,,,Awaiting my orders.
mrs brown,m446,L396468,L396469,,1,1,u6701,PONSONBY,L396468,u6696,BROWN,You do not report for duty unless the Queen requests it. You know that very well.
mrs brown,m446,L396468,L396470,,2,2,u6696,BROWN,L396469,u6701,PONSONBY,I didn't come all this way to sit on my arse.
mrs brown,m446,L396468,L396471,,3,3,u6701,PONSONBY,L396470,u6696,BROWN,You will await your orders like everyone else. Unless you prefer a repeat of yesterday's little excitement.
mrs brown,m446,L396468,L396472,,4,4,u6696,BROWN,L396471,u6701,PONSONBY,No.
mrs brown,m446,L396468,L396473,,5,5,u6701,PONSONBY,L396472,u6696,BROWN,I beg your pardon?
mrs brown,m446,L396474,L396474,,0,0,u6701,PONSONBY,,,,I thought I made myself perfectly clear. You do not leave your room until Her Majesty requests it.
mrs brown,m446,L396474,L396475,,1,1,u6696,BROWN,L396474,u6701,PONSONBY,"Well, you tell Her Majesty from me, if her husband was here now, he'd have had her out of that house and getting some air in her. What the hell's the point in me being here otherwise?!"
mrs brown,m446,L396476,L396476,,0,0,u6701,PONSONBY,,,,Go inside at once.
mrs brown,m446,L396476,L396477,,1,1,u6696,BROWN,L396476,u6701,PONSONBY,Is that the Queen's request?
mrs brown,m446,L396476,L396478,,2,2,u6701,PONSONBY,L396477,u6696,BROWN,"Yes, it most certainly is!"
mrs brown,m446,L396479,L396479,,0,0,u6704,VICTORIA,,,,Mr Brown.
mrs brown,m446,L396479,L396480,,1,1,u6696,BROWN,L396479,u6704,VICTORIA,"Yes, ma'am."
mrs brown,m446,L396479,L396481,,2,2,u6704,VICTORIA,L396480,u6696,BROWN,You have been told repeatedly not to stand in the courtyard unless requested to do so.
mrs brown,m446,L396479,L396482,,3,3,u6696,BROWN,L396481,u6704,VICTORIA,"Yes, ma'am."
mrs brown,m446,L396479,L396483,,4,4,u6704,VICTORIA,L396482,u6696,BROWN,Then why do you persist in doing it?
mrs brown,m446,L396479,L396484,,5,5,u6696,BROWN,L396483,u6704,VICTORIA,"Because I think Her Majesty is wrong. If ever there was a poor soul who needed fresh air, it is her."
mrs brown,m446,L396485,L396485,,0,0,u6704,VICTORIA,,,,The Queen will ride out if and when she chooses.
mrs brown,m446,L396485,L396486,,1,1,u6696,BROWN,L396485,u6704,VICTORIA,And I intend to be there when she's ready.
mrs brown,m446,L396487,L396487,,0,0,u6704,VICTORIA,,,,Prince Albert was going to build a bench here. He thought it one of the best views in Osborne.
mrs brown,m446,L396487,L396488,,1,1,u6696,BROWN,L396487,u6704,VICTORIA,"It's a fine spot, ma'am."
mrs brown,m446,L396487,L396489,,2,2,u6704,VICTORIA,L396488,u6696,BROWN,"He thought so, yes."
mrs brown,m446,L396491,L396491,,0,0,u6696,BROWN,,,,"If Prince Albert were here today, he'd tell him a thing or two."
mrs brown,m446,L396491,L396492,,1,1,u6704,VICTORIA,L396491,u6696,BROWN,Sir Henry is not alone. They all wish it. The same people who refused to grant my husband the title of King because he was deemed of insufficient rank--
mrs brown,m446,L396493,L396493,,0,0,u6704,VICTORIA,,,,"It is a fine spot for a bench, is it not?"
mrs brown,m446,L396493,L396494,,1,1,u6696,BROWN,L396493,u6704,VICTORIA,"Aye, ma'am."
mrs brown,m446,L396493,L396495,,2,2,u6704,VICTORIA,L396494,u6696,BROWN,Yes.
mrs brown,m446,L396499,L396499,,0,0,u6695,BERTIE'S VALET,,,,"Mr. Carter, the Head Butler, sits there."
mrs brown,m446,L396499,L396500,,1,1,u6696,BROWN,L396499,u6695,BERTIE'S VALET,Not now he doesn't. This is my place.
mrs brown,m446,L396499,L396501,,2,2,u6695,BERTIE'S VALET,L396500,u6696,BROWN,By whose authority?
mrs brown,m446,L396499,L396502,,3,3,u6696,BROWN,L396501,u6695,BERTIE'S VALET,My own.
mrs brown,m446,L396503,L396503,,0,0,u6695,BERTIE'S VALET,,,,The order of seating at the Upper Servant's table is arranged personally by the Queen herself.
mrs brown,m446,L396503,L396504,,1,1,u6696,BROWN,L396503,u6695,BERTIE'S VALET,"That's a tautology lad. If you say the Queen arranges something, you've no need to say she's done it personally. That's understood."
mrs brown,m446,L396507,L396507,,0,0,u6696,BROWN,,,,What's your name?
mrs brown,m446,L396507,L396508,,1,1,u6692,ASSISTANT DRESSER,L396507,u6696,BROWN,"Mary Taylor, sir."
mrs brown,m446,L396507,L396509,,2,2,u6696,BROWN,L396508,u6692,ASSISTANT DRESSER,"Have I seen you up in Balmoral, Mary?"
mrs brown,m446,L396507,L396510,,3,3,u6692,ASSISTANT DRESSER,L396509,u6696,BROWN,I hope to go up next year.
mrs brown,m446,L396507,L396511,,4,4,u6696,BROWN,L396510,u6692,ASSISTANT DRESSER,"You wouldn't happen to know what the Queen's reading for recreation, would you, Mary?"
mrs brown,m446,L396514,L396514,,0,0,u6701,PONSONBY,,,,"Lord Clarendon arrives, by invitation, at eleven o'clock, followed at twelve by a picnic in the grounds to celebrate Princess Alice's birthday. Dispatches, as usual, at two. The Chancellor writes to say that, by happy coincidence, he will be in Cowes for the weekend. He asks if Your Majesty might grant him an audience."
mrs brown,m446,L396514,L396515,,1,1,u6704,VICTORIA,L396514,u6701,PONSONBY,Why?
mrs brown,m446,L396514,L396516,,2,2,u6701,PONSONBY,L396515,u6704,VICTORIA,"He thought, perhaps, Your Majesty might wish to be informed of the latest developments in government."
mrs brown,m446,L396514,L396517,,3,3,u6704,VICTORIA,L396516,u6701,PONSONBY,No. I shall be out walking.
mrs brown,m446,L396522,L396522,,0,0,u6704,VICTORIA,,,,Gesture?
mrs brown,m446,L396522,L396523,,1,1,u6694,BERTIE,L396522,u6704,VICTORIA,"I thought, a dinner for our ambassadors perhaps?"
mrs brown,m446,L396522,L396524,,2,2,u6704,VICTORIA,L396523,u6694,BERTIE,"No dinners, Bertie. Why are you dressed for outdoors?"
mrs brown,m446,L396522,L396525,,3,3,u6694,BERTIE,L396524,u6704,VICTORIA,It's so infernally cold in here.
mrs brown,m446,L396522,L396526,,4,4,u6704,VICTORIA,L396525,u6694,BERTIE,"Cold is good-- Is that not so, Dr. Jenner?!"
mrs brown,m446,L396527,L396527,,0,0,u6699,JENNER,,,,"I'm sorry, ma'am?"
mrs brown,m446,L396527,L396528,,1,1,u6704,VICTORIA,L396527,u6699,JENNER,Cold is good!
mrs brown,m446,L396527,L396529,,2,2,u6699,JENNER,L396528,u6704,VICTORIA,"Excellent, ma'am, excellent. But perhaps if her Majesty were to consider accompanying her new-found physical vigor with the benefits of mental activity..."
mrs brown,m446,L396527,L396530,,3,3,u6704,VICTORIA,L396529,u6699,JENNER,Why am I being lectured in this way?!
mrs brown,m446,L396527,L396531,,4,4,u6699,JENNER,L396530,u6704,VICTORIA,"Forgive me, Your Majesty. In no way did I wish to suggest--"
mrs brown,m446,L396527,L396532,,5,5,u6704,VICTORIA,L396531,u6699,JENNER,I will not tolerate anybody lecturing me about the responsibility of the monarchy....
mrs brown,m446,L396533,L396533,,0,0,u6694,BERTIE,,,,Mother....
mrs brown,m446,L396533,L396534,,1,1,u6704,VICTORIA,L396533,u6694,BERTIE,... Least of all my son. It was his irresponsibility that drove my husband to his grave.
mrs brown,m446,L396535,L396535,,0,0,u6694,BERTIE,,,,"If it is inconvenient to Her Majesty, then perhaps she might consider allowing the Prince of Wales to host--"
mrs brown,m446,L396535,L396536,,1,1,u6704,VICTORIA,L396535,u6694,BERTIE,I do believe they send so many boxes to taunt me. Doctor Jenner writes to them to say that my nerves are in an extremely fragile state and yet they continue to hound me with box after box after box after box after box!
mrs brown,m446,L396546,L396546,,0,0,u6703,STANLEY,,,,Should we take it seriously?
mrs brown,m446,L396546,L396547,,1,1,u6698,DISRAELI,L396546,u6703,STANLEY,The cartoon or Her Majesty's absenteeism?
mrs brown,m446,L396546,L396548,,2,2,u6703,STANLEY,L396547,u6698,DISRAELI,"Well, both."
mrs brown,m446,L396546,L396549,,3,3,u6698,DISRAELI,L396548,u6703,STANLEY,"The question is, do we need her?"
mrs brown,m446,L396546,L396550,,4,4,u6703,STANLEY,L396549,u6698,DISRAELI,"Surely, you're not suggesting we dispense--"
mrs brown,m446,L396546,L396551,,5,5,u6698,DISRAELI,L396550,u6703,STANLEY,"My dear Stanley, a Prime Minister with only a handful of friends must respect public opinion."
mrs brown,m446,L396552,L396552,,0,0,u6698,DISRAELI,,,,"Gossip counts. Lord Aberdeen was right. This country is not governed by wisdom but by talk. Granted, it wouldn't take much to winkle the old girl out of mourning, but if public opinion is against her, then it doesn't do to appear too close."
mrs brown,m446,L396552,L396553,,1,1,u6703,STANLEY,L396552,u6698,DISRAELI,So?
mrs brown,m446,L396552,L396554,,2,2,u6698,DISRAELI,L396553,u6703,STANLEY,We'll see which way the wind blows.
mrs brown,m446,L396556,L396556,,0,0,u6696,BROWN,,,,"One box of biscuits, one box of drop tablets, one box of pralines, sixteen chocolate sponges. It's the same order every week, but does anybody bother to check it? Now she has to travel all the way to Balmoral without the few luxuries she actually enjoys."
mrs brown,m446,L396556,L396557,,1,1,u6691,ARCHIE,L396556,u6696,BROWN,So? Someone'll send it on ahead.
mrs brown,m446,L396556,L396558,,2,2,u6696,BROWN,L396557,u6691,ARCHIE,"Aye, but will they?"
mrs brown,m446,L396556,L396559,,3,3,u6691,ARCHIE,L396558,u6696,BROWN,"John, it's not your problem what she eats."
mrs brown,m446,L396556,L396560,,4,4,u6696,BROWN,L396559,u6691,ARCHIE,"The woman's surrounded by fools! She has to be packed and ready to leave by seven thirty tomorrow morning. Knowing that lot, they'll still be dressing her at eight."
mrs brown,m446,L396561,L396561,,0,0,u6691,ARCHIE,,,,She's got an army of people to get her up and out.
mrs brown,m446,L396561,L396562,,1,1,u6696,BROWN,L396561,u6691,ARCHIE,But I'm the only one she trusts.
mrs brown,m446,L396563,L396563,,0,0,u6691,ARCHIE,,,,"She'll blow hot and cold on you, John, she always does. You want to be careful."
mrs brown,m446,L396563,L396564,,1,1,u6696,BROWN,L396563,u6691,ARCHIE,I'm on ninety pounds a year plus seventy pounds for a pile of tartan I'd be wearing anyway. That's as much as a Page of the Back Stairs gets and that job's only for toffs. I'm Her Majesty's Highland Servant! Indoors and Out. There's no stopping me now.
mrs brown,m446,L396566,L396566,,0,0,u6704,VICTORIA,,,,What are those?
mrs brown,m446,L396566,L396567,,1,1,u6696,BROWN,L396566,u6704,VICTORIA,What?
mrs brown,m446,L396566,L396568,,2,2,u6704,VICTORIA,L396567,u6696,BROWN,"Those, over there, there."
mrs brown,m446,L396566,L396569,,3,3,u6696,BROWN,L396568,u6704,VICTORIA,Craobhan-geanmchno-fhiadhaich.
mrs brown,m446,L396566,L396570,,4,4,u6704,VICTORIA,L396569,u6696,BROWN,Craobhan-geanmchno... How can I possibly say that with a straight face?!
mrs brown,m446,L396571,L396571,,0,0,u6704,VICTORIA,,,,"I am thinking of publishing my ""Highland Journals."""
mrs brown,m446,L396571,L396572,,1,1,u6696,BROWN,L396571,u6704,VICTORIA,Are they worth reading?
mrs brown,m446,L396571,L396573,,2,2,u6704,VICTORIA,L396572,u6696,BROWN,I am told so.
mrs brown,m446,L396571,L396574,,3,3,u6696,BROWN,L396573,u6704,VICTORIA,Who by?
mrs brown,m446,L396571,L396575,,4,4,u6704,VICTORIA,L396574,u6696,BROWN,Sir Henry Ponsonby tells me they are charming.
mrs brown,m446,L396571,L396576,,5,5,u6696,BROWN,L396575,u6704,VICTORIA,What does he know about the Highlands?
mrs brown,m446,L396571,L396577,,6,6,u6704,VICTORIA,L396576,u6696,BROWN,He has been attending at Balmoral for many years.
mrs brown,m446,L396571,L396578,,7,7,u6696,BROWN,L396577,u6704,VICTORIA,That doesn't make him an expert.
mrs brown,m446,L396571,L396579,,8,8,u6704,VICTORIA,L396578,u6696,BROWN,"His remarks were directed at the quality of the writing, not its subject."
mrs brown,m446,L396571,L396580,,9,9,u6696,BROWN,L396579,u6704,VICTORIA,"I don't groom a horse to have it admired by others, I groom it because it needs grooming."
mrs brown,m446,L396571,L396581,,10,10,u6704,VICTORIA,L396580,u6696,BROWN,I do not do it for others. But Ponsonby thinks they are good.
mrs brown,m446,L396571,L396582,,11,11,u6696,BROWN,L396581,u6704,VICTORIA,"Just say what you have to say, woman. What other people think shouldn't matter to you."
mrs brown,m446,L396571,L396583,,12,12,u6704,VICTORIA,L396582,u6696,BROWN,Of course I shall say what I have to say. I always do.
mrs brown,m446,L396584,L396584,,0,0,u6696,BROWN,,,,"Aye, well, if all you want is a good opinion then he'd be sure to oblige you."
mrs brown,m446,L396584,L396585,,1,1,u6704,VICTORIA,L396584,u6696,BROWN,"What Mr Ponsonby was appreciating was their literary merit, a skill not intimately associated with the knowledge of grooming. Literary appreciation does not begin and end with Tennyson."
mrs brown,m446,L396589,L396589,,0,0,u6696,BROWN,,,,She'll be away on Friday between eight o'clock and six in the evening to visit the Grants in Glasalt. If she's to make the journey there and back in the day she's to have no distractions the night before. She'll take a light supper alone in her private drawing room and retire early.
mrs brown,m446,L396589,L396590,,1,1,u6701,PONSONBY,L396589,u6696,BROWN,She'll need to sign dispatches before she retires.
mrs brown,m446,L396589,L396591,,2,2,u6696,BROWN,L396590,u6701,PONSONBY,That can wait till the weekend.
mrs brown,m446,L396589,L396592,,3,3,u6701,PONSONBY,L396591,u6696,BROWN,There are important papers from --
mrs brown,m446,L396589,L396593,,4,4,u6696,BROWN,L396592,u6701,PONSONBY,It can wait. Anything else?
mrs brown,m446,L396596,L396596,,0,0,u6694,BERTIE,,,,Surely it is for the gentlemen to decide when to stop...
mrs brown,m446,L396596,L396597,,1,1,u6704,VICTORIA,L396596,u6694,BERTIE,"It is a disgusting habit, Bertie. It should be discouraged."
mrs brown,m446,L396596,L396598,,2,2,u6694,BERTIE,L396597,u6704,VICTORIA,"Yes, but isn't midnight a little excessive?"
mrs brown,m446,L396596,L396599,,3,3,u6704,VICTORIA,L396598,u6694,BERTIE,It is quite late enough.
mrs brown,m446,L396596,L396600,,4,4,u6694,BERTIE,L396599,u6704,VICTORIA,"But mama, the room was built expressly for that purpose. It has been a smoking-room by tradition ever since father --"
mrs brown,m446,L396596,L396601,,5,5,u6704,VICTORIA,L396600,u6694,BERTIE,Brown's responsibilities are onerous enough already. He has far too much to do without having to stay up all night waiting for you to go to bed. The smoking-room will be closed and the lights put out at twelve o'clock.
mrs brown,m446,L396596,L396602,,6,6,u6694,BERTIE,L396601,u6704,VICTORIA,Mama...
mrs brown,m446,L396596,L396603,,7,7,u6704,VICTORIA,L396602,u6694,BERTIE,And that is my last word on the matter.
mrs brown,m446,L396596,L396604,,8,8,u6694,BERTIE,L396603,u6704,VICTORIA,"Well, I'm sorry, but I really do think it's too much that the gentlemen of the house should be dictated to by a servant."
mrs brown,m446,L396605,L396605,,0,0,u6696,BROWN,,,,It's the Queen's decision.
mrs brown,m446,L396605,L396606,,1,1,u6694,BERTIE,L396605,u6696,BROWN,I beg your pardon? Mama...?
mrs brown,m446,L396613,L396613,,0,0,u6696,BROWN,,,,They're ready now.
mrs brown,m446,L396613,L396614,,1,1,u6704,VICTORIA,L396613,u6696,BROWN,"I hope they didn't go to any trouble, John."
mrs brown,m446,L396613,L396615,,2,2,u6696,BROWN,L396614,u6704,VICTORIA,"Ah, well..."
mrs brown,m446,L396627,L396627,,0,0,u6703,STANLEY,,,,I see the Prince of Wales is here.
mrs brown,m446,L396627,L396628,,1,1,u6698,DISRAELI,L396627,u6703,STANLEY,I hope he got his mother's permission.
mrs brown,m446,L396644,L396644,,0,0,u6694,BERTIE,,,,Mr Disraeli. Ma'am.
mrs brown,m446,L396644,L396645,,1,1,u6698,DISRAELI,L396644,u6694,BERTIE,Your Royal Highness. What a pleasure to see you here.
mrs brown,m446,L396644,L396646,,2,2,u6694,BERTIE,L396645,u6698,DISRAELI,Have you met Mr Lyle? He's in sugar...?
mrs brown,m446,L396644,L396647,,3,3,u6698,DISRAELI,L396646,u6694,BERTIE,I don't think I've had that pleasure.
mrs brown,m446,L396648,L396648,,0,0,u6694,BERTIE,,,,No doubt you've heard the rumors.
mrs brown,m446,L396648,L396649,,1,1,u6698,DISRAELI,L396648,u6694,BERTIE,"I take no account of gossip, Your Highness."
mrs brown,m446,L396648,L396650,,2,2,u6694,BERTIE,L396649,u6698,DISRAELI,My concern is for the reputation of the Monarchy.
mrs brown,m446,L396648,L396651,,3,3,u6698,DISRAELI,L396650,u6694,BERTIE,Of course.
mrs brown,m446,L396648,L396652,,4,4,u6694,BERTIE,L396651,u6698,DISRAELI,I fear the influence he has on her. The man's word is not to be credited. He is an arriviste of the very lowest water. She's having a bust cast of him. In Nero Marquino marble.
mrs brown,m446,L396648,L396653,,5,5,u6698,DISRAELI,L396652,u6694,BERTIE,I see.
mrs brown,m446,L396648,L396654,,6,6,u6694,BERTIE,L396653,u6698,DISRAELI,"I would talk to her myself, but she won't listen to me. She must be persuaded, by someone she respects, to abandon this ridiculous favoritism before a situation develops."
mrs brown,m446,L396648,L396655,,7,7,u6698,DISRAELI,L396654,u6694,BERTIE,A situation?
mrs brown,m446,L396648,L396656,,8,8,u6694,BERTIE,L396655,u6698,DISRAELI,I don't imagine you frequent the Republican Clubs. But the fact that neither you nor I are members should not blind us to the significance of their existence. The Tory Party has always been our party.
mrs brown,m446,L396648,L396657,,9,9,u6698,DISRAELI,L396656,u6694,BERTIE,I'm flattered you think so.
mrs brown,m446,L396648,L396658,,10,10,u6694,BERTIE,L396657,u6698,DISRAELI,"I tell you, if we don't stick together on this, you could find yourself First President's Opposition. Du Royaum Uni."
